#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11683_under50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 46908140 -o reports_under50bp/MS11683_jun23_under50bp.metaphlan_profile.txt
#46908140 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1594648
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.10086	0.4463	1586854
k__Archaea	2157	0.89914	0.00405	7794
k__Bacteria|p__Proteobacteria	2|1224	37.72343	0.16989	667025
k__Bacteria|p__Firmicutes	2|1239	24.0918	0.1085	339317
k__Bacteria|p__Bacteroidota	2|976	12.2899	0.05535	218688
k__Bacteria|p__Actinobacteria	2|201174	11.53246	0.05194	233138
k__Bacteria|p__Fusobacteria	2|32066	10.90649	0.04912	91086
k__Bacteria|p__Nitrospirae	2|40117	1.97962	0.00892	28338
k__Archaea|p__Thaumarchaeota	2157|651137	0.89914	0.00405	7794
k__Bacteria|p__Bacteria_unclassified	2|	0.25803	0.00116	4266
k__Bacteria|p__Gemmatimonadetes	2|142182	0.15417	0.00069	2506
k__Bacteria|p__Chloroflexi	2|200795	0.10039	0.00045	1366
k__Bacteria|p__Acidobacteria	2|57723	0.06457	0.00029	1124
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	21.79092	0.09813	310649
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	17.43191	0.0785	295488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	14.87643	0.067	270093
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	11.91546	0.05366	212093
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	10.90649	0.04912	91086
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	10.06503	0.04533	215248
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	3.24593	0.01462	59193
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	1.25463	0.00565	31872
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.06211	0.00478	14244
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	0.91751	0.00413	14094
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	2157|651137|1643678	0.89914	0.00405	7794
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.74983	0.00338	6653
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.65695	0.00296	9125
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.61765	0.00278	8480
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.49982	0.00225	3575
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.44355	0.002	3658
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.33864	0.00153	5490
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0.29909	0.00135	4316
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.28703	0.00129	3441
k__Bacteria|p__Bacteria_unclassified|c__CFGB5367	2||	0.21934	0.00099	3668
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.18496	0.00083	3762
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	2|201174|84992	0.16841	0.00076	3048
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes_unclassified	2|142182|	0.1487	0.00067	2351
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2|201174|84995	0.12906	0.00058	1912
k__Bacteria|p__Firmicutes|c__CFGB77365	2|1239|	0.12295	0.00055	1877
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.12098	0.00054	1611
k__Bacteria|p__Bacteroidota|c__CFGB628	2|976|	0.0786	0.00035	943
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.06545	0.00029	727
k__Bacteria|p__Chloroflexi|c__CFGB3213	2|200795|	0.06428	0.00029	1040
k__Bacteria|p__Actinobacteria|c__Actinobacteria_unclassified	2|201174|	0.06004	0.00027	984
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.05286	0.00024	943
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.05177	0.00023	476
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.04543	0.0002	1163
k__Bacteria|p__Bacteria_unclassified|c__CFGB44871	2||	0.03869	0.00017	598
k__Bacteria|p__Chloroflexi|c__CFGB40431	2|200795|	0.03611	0.00016	326
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.03589	0.00016	529
k__Bacteria|p__Actinobacteria|c__CFGB39405	2|201174|	0.02299	0.0001	436
k__Bacteria|p__Actinobacteria|c__CFGB33437	2|201174|	0.02249	0.0001	297
k__Bacteria|p__Proteobacteria|c__CFGB22535	2|1224|	0.01838	8e-05	353
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.0127	6e-05	209
k__Bacteria|p__Acidobacteria|c__CFGB32401	2|57723|	0.01171	5e-05	181
k__Bacteria|p__Actinobacteria|c__CFGB80915	2|201174|	0.00827	4e-05	113
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.0079	4e-05	200
k__Bacteria|p__Actinobacteria|c__CFGB81282	2|201174|	0.00468	2e-05	94
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	2|142182|219685	0.00287	1e-05	98
k__Bacteria|p__Gemmatimonadetes|c__CFGB81136	2|142182|	0.0026	1e-05	57
k__Bacteria|p__Actinobacteria|c__CFGB73331	2|201174|	0.00259	1e-05	37
k__Bacteria|p__Proteobacteria|c__CFGB52624	2|1224|	0.0012	1e-05	23
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	21.79092	0.09813	310649
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	16.43104	0.074	282753
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	11.91546	0.05366	212093
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	10.90649	0.04912	91086
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	9.47875	0.04269	176850
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	4.98313	0.02244	86399
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	3.94193	0.01775	89170
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	3.50348	0.01578	69329
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	3.24593	0.01462	59193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	1.59832	0.0072	20578
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	1.25463	0.00565	31872
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.06211	0.00478	14244
k__Bacteria|p__Nitrospirae|c__CFGB32184|o__OFGB32184	2|40117||	0.91751	0.00413	14094
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	2157|651137|1643678|1033996	0.89914	0.00405	7794
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.78391	0.00353	9353
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.74983	0.00338	6653
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.67162	0.00302	22255
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.65695	0.00296	9125
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.49982	0.00225	3575
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.48231	0.00217	6975
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.44355	0.002	3658
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	0.30329	0.00137	12572
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258	2|1239||	0.28703	0.00129	3441
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.26591	0.0012	2975
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	2|201174|1497346|588673	0.25973	0.00117	3729
k__Bacteria|p__Bacteria_unclassified|c__CFGB5367|o__OFGB5367	2|||	0.21934	0.00099	3668
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.18496	0.00083	3762
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.16879	0.00076	2851
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	2|201174|84992|84993	0.16841	0.00076	3048
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes_unclassified|o__Gemmatimonadetes_unclassified	2|142182||	0.1487	0.00067	2351
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.13593	0.00061	1807
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.13534	0.00061	1505
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Gaiellales	2|201174|84995|1154584	0.12906	0.00058	1912
k__Bacteria|p__Firmicutes|c__CFGB77365|o__OFGB77365	2|1239||	0.12295	0.00055	1877
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939	2|1239||	0.12098	0.00054	1611
