#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11679_under50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 34964342 -o reports_under50bp/MS11679_jun23_under50bp.metaphlan_profile.txt
#34964342 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1759259
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.70456	0.45755	1750460
k__Archaea	2157	1.29544	0.00601	8799
k__Bacteria|p__Proteobacteria	2|1224	35.0573	0.16251	663947
k__Bacteria|p__Actinobacteria	2|201174	23.33055	0.10815	517737
k__Bacteria|p__Firmicutes	2|1239	21.71035	0.10064	318919
k__Bacteria|p__Fusobacteria	2|32066	8.70929	0.04037	73767
k__Bacteria|p__Bacteroidota	2|976	7.78929	0.03611	144032
k__Bacteria|p__Nitrospirae	2|40117	2.00751	0.00931	30401
k__Archaea|p__Thaumarchaeota	2157|651137	1.29544	0.00601	8799
k__Bacteria|p__Gemmatimonadetes	2|142182	0.07417	0.00034	1177
k__Bacteria|p__Acidobacteria	2|57723	0.0261	0.00012	480
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	25.02984	0.11603	483785
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	22.84649	0.10591	513360
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	20.01634	0.09279	297731
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	8.70929	0.04037	73767
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	7.14397	0.03312	133340
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	6.52129	0.03023	116811
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	1.74073	0.00807	32659
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	1.29041	0.00598	20269
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	1.19429	0.00554	8050
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.90945	0.00422	14614
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.71709	0.00332	10132
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.50595	0.00235	12838
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.48406	0.00224	4377
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.46729	0.00217	6650
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.43866	0.00203	6046
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.30603	0.00142	2266
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.30172	0.0014	2561
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.27463	0.00127	5759
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.26653	0.00124	3647
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.25123	0.00116	3100
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.12444	0.00058	1269
k__Bacteria|p__Bacteroidota|c__CFGB628	2|976|	0.10416	0.00048	1286
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.10115	0.00047	749
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.08801	0.00041	1206
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes_unclassified	2|142182|	0.07417	0.00034	1177
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.02694	0.00012	703
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.0261	0.00012	480
k__Bacteria|p__Firmicutes|c__CFGB77365	2|1239|	0.02266	0.00011	356
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.01157	5e-05	175
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.00438	2e-05	74
k__Bacteria|p__Proteobacteria|c__CFGB22535	2|1224|	0.00111	1e-05	22
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	20.01634	0.09279	297731
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	11.53907	0.05349	208167
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	9.515	0.04411	187533
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	8.70929	0.04037	73767
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	7.86718	0.03647	158716
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	7.76997	0.03602	181238
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	7.44911	0.03453	135165
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	7.14397	0.03312	133340
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	4.2474	0.01969	78817
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	2.10848	0.00977	35296
