#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11771_under50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 33468829 -o reports_under50bp/MS11771_jun23_under50bp.metaphlan_profile.txt
#33468829 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:3591166
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.82718	0.86217	3588996
k__Archaea	2157	0.17282	0.00149	2170
k__Bacteria|p__Proteobacteria	2|1224	74.76546	0.64572	2912499
k__Bacteria|p__Firmicutes	2|1239	15.79756	0.13644	395317
k__Bacteria|p__Bacteroidota	2|976	4.11691	0.03556	137357
k__Bacteria|p__Actinobacteria	2|201174	2.45859	0.02123	83898
k__Bacteria|p__Nitrospirae	2|40117	1.48992	0.01287	40451
k__Bacteria|p__Fusobacteria	2|32066	1.15906	0.01001	17429
k__Archaea|p__Thaumarchaeota	2157|651137	0.17282	0.00149	2170
k__Bacteria|p__Acidobacteria	2|57723	0.03969	0.00034	2045
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	66.27155	0.57236	2608864
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	9.56203	0.08258	225757
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	6.13515	0.05299	167496
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	3.32638	0.02873	126295
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	2.87873	0.02486	91638
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	2.82355	0.02439	87308
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.76376	0.01523	73019
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.48992	0.01287	40451
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	1.15906	0.01001	17429
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	1.06576	0.0092	52908
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.80159	0.00692	26713
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.69483	0.006	10879
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.59357	0.00513	8301
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.48357	0.00418	22866
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.42761	0.00369	14980
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.18656	0.00161	8849
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	0.17282	0.00149	2170
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.04705	0.00041	779
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.03969	0.00034	2045
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.03534	0.00031	954
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.0108	9e-05	218
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00936	8e-05	455
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.00819	7e-05	470
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.00719	6e-05	113
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.00258	2e-05	73
k__Bacteria|p__Proteobacteria|c__CFGB22535	2|1224|	0.00233	2e-05	85
k__Bacteria|p__Proteobacteria|c__CFGB80808	2|1224|	0.00104	1e-05	51
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	23.89441	0.20637	974939
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	22.17746	0.19154	931425
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	10.24861	0.08851	252383
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	8.23133	0.07109	380750
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	7.95455	0.0687	174054
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	6.13515	0.05299	167496
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	2.82355	0.02439	87308
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	2.79985	0.02418	88443
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	1.81343	0.01566	67536
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	1.60748	0.01388	51703
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.51295	0.01307	58759
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.48992	0.01287	40451
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2|1224|1236|135622	1.45517	0.01257	61584
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	1.15906	0.01001	17429
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	1.06576	0.0092	52908
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	1.00557	0.00868	30536
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.80159	0.00692	26713
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.69483	0.006	10879
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.59357	0.00513	8301
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	0.58402	0.00504	32679
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.48357	0.00418	22866
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	0.42761	0.00369	14980
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.23301	0.00201	6702
k__Bacteria|p__Proteobacteria|c__CFGB49326|o__OFGB49326	2|1224||	0.18656	0.00161	8849
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	0.17282	0.00149	2170
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	0.09694	0.00084	5037
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.07889	0.00068	3195
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.05524	0.00048	3513
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.04705	0.00041	779
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372	2|57723||	0.03969	0.00034	2045
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.03534	0.00031	954
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	2|201174|1760|85011	0.02022	0.00017	1215
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.01937	0.00017	784
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.0108	9e-05	218
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0.00936	8e-05	455
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0.00819	7e-05	470
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.00719	6e-05	113
