#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11775_under50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 40356435 -o reports_under50bp/MS11775_jun23_under50bp.metaphlan_profile.txt
#40356435 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:8227526
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.71198	2.89363	8172619
k__Archaea	2157	1.28802	0.03776	54907
k__Bacteria|p__Firmicutes	2|1239	50.56566	1.48228	3635351
k__Bacteria|p__Bacteroidota	2|976	18.05462	0.52925	2267424
k__Bacteria|p__Proteobacteria	2|1224	16.14354	0.47323	1452345
k__Bacteria|p__Fusobacteria	2|32066	10.47877	0.30717	567073
k__Bacteria|p__Actinobacteria	2|201174	3.24705	0.09518	228321
k__Archaea|p__Thaumarchaeota	2157|651137	1.28802	0.03776	54907
k__Bacteria|p__Nitrospirae	2|40117	0.15422	0.00452	13552
k__Bacteria|p__Deferribacteres	2|200930	0.03721	0.00109	2871
k__Bacteria|p__Acidobacteria	2|57723	0.03092	0.00091	5682
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.92491	0.73065	2119323
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	17.78841	0.52145	2239686
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	13.854	0.40611	617602
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	12.70129	0.37232	1151139
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	10.47763	0.30714	566999
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	6.00338	0.17598	504707
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.68769	0.07879	177407
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.3703	0.06948	136676
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.88465	0.05525	146186
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	1.28802	0.03776	54907
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.87674	0.0257	91645
k__Bacteria|p__Firmicutes|c__CFGB75497	2|1239|	0.87493	0.02565	52946
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.86835	0.02545	75815
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.78783	0.02309	41315
