#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11684_under50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 23459306 -o reports_under50bp/MS11684_jun23_under50bp.metaphlan_profile.txt
#23459306 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1695133
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.50653	1695133
k__Bacteria|p__Proteobacteria	2|1224	33.10331	0.16768	771257
k__Bacteria|p__Firmicutes	2|1239	28.41911	0.14395	407275
k__Bacteria|p__Fusobacteria	2|32066	24.70477	0.12514	236252
k__Bacteria|p__Bacteroidota	2|976	9.0759	0.04597	166095
k__Bacteria|p__Actinobacteria	2|201174	2.499	0.01266	78199
k__Bacteria|p__Nitrospirae	2|40117	2.18542	0.01107	35838
k__Bacteria|p__Acidobacteria	2|57723	0.00674	3e-05	120
k__Bacteria|p__Bacteria_unclassified	2|	0.00322	2e-05	50
k__Bacteria|p__Chloroflexi	2|200795	0.00253	1e-05	47
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	24.70477	0.12514	236252
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	23.63187	0.1197	587700
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	19.89218	0.10076	288824
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	8.66311	0.04388	155487
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	4.73788	0.024	93741
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.6078	0.02334	74331
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.76042	0.01398	30257
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	2.59575	0.01315	53244
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.47224	0.01252	77904
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.1663	0.00591	18443
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	1.01912	0.00516	17395
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.8734	0.00442	7163
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.67499	0.00342	18927
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.4658	0.00236	7013
k__Bacteria|p__Firmicutes|c__CFGB75497	2|1239|	0.44904	0.00227	4695
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.4128	0.00209	10608
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.35895	0.00182	4259
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.27016	0.00137	4060
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.11854	0.0006	3381
k__Bacteria|p__Firmicutes|c__CFGB9725	2|1239|	0.0523	0.00026	554
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.01935	0.0001	179
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.01466	7e-05	112
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.01361	7e-05	183
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2|201174|84995	0.00741	4e-05	116
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.00674	3e-05	120
k__Bacteria|p__Bacteria_unclassified|c__CFGB44871	2||	0.00322	2e-05	50
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.00263	1e-05	43
k__Bacteria|p__Chloroflexi|c__CFGB3213	2|200795|	0.00253	1e-05	47
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.00245	1e-05	45
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	24.70477	0.12514	236252
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	22.65851	0.11477	566041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	19.89218	0.10076	288824
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	8.66311	0.04388	155487
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	4.07729	0.02065	85542
