name,taxonomy_id,taxonomy_lvl,KH_blank_1_dedup_minimizer_filtered.bracken_num,KH_blank_1_dedup_minimizer_filtered.bracken_frac,KH_blank_2_dedup_minimizer_filtered.bracken_num,KH_blank_2_dedup_minimizer_filtered.bracken_frac,LB_blank_1_dedup_minimizer_filtered.bracken_num,LB_blank_1_dedup_minimizer_filtered.bracken_frac,LB_blank_2_dedup_minimizer_filtered.bracken_num,LB_blank_2_dedup_minimizer_filtered.bracken_frac,MS10790_dedup_minimizer_filtered.bracken_num,MS10790_dedup_minimizer_filtered.bracken_frac,MS10902_dedup_minimizer_filtered.bracken_num,MS10902_dedup_minimizer_filtered.bracken_frac,MS10903_dedup_minimizer_filtered.bracken_num,MS10903_dedup_minimizer_filtered.bracken_frac,MS10904_dedup_minimizer_filtered.bracken_num,MS10904_dedup_minimizer_filtered.bracken_frac,MS11102_dedup_minimizer_filtered.bracken_num,MS11102_dedup_minimizer_filtered.bracken_frac,MS11103_dedup_minimizer_filtered.bracken_num,MS11103_dedup_minimizer_filtered.bracken_frac,MS11107_dedup_minimizer_filtered.bracken_num,MS11107_dedup_minimizer_filtered.bracken_frac,MS11108_dedup_minimizer_filtered.bracken_num,MS11108_dedup_minimizer_filtered.bracken_frac,WH_blank_1_dedup_minimizer_filtered.bracken_num,WH_blank_1_dedup_minimizer_filtered.bracken_frac,WH_blank_2_dedup_minimizer_filtered.bracken_num,WH_blank_2_dedup_minimizer_filtered.bracken_frac
Propioniciclava coleopterorum,2714937,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,119,0.00009,132,0.00017,162,0.00025,204,0.00019,0,0.00000,0,0.00000
Planctomyces sp. SH-PL62,1636152,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,119,0.00009,56,0.00007,287,0.00044,203,0.00019,0,0.00000,0,0.00000
Streptomyces sp. NBC_00513,2975763,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00008,0,0.00000,0,0.00000,81,0.00008,0,0.00000,0,0.00000
Streptomyces drozdowiczii,202862,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Ensifer adhaerens,106592,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00008,132,0.00017,219,0.00033,115,0.00011,0,0.00000,0,0.00000
Streptomyces sp. NBC_00670,2975804,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_00459,2975749,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,161,0.00021,275,0.00042,396,0.00037,0,0.00000,0,0.00000
Nocardia yunnanensis,2382165,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,90,0.00011,53,0.00008,52,0.00005,0,0.00000,0,0.00000
Micromonospora sp. FIMYZ51,3051832,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,58,0.00007,50,0.00008,61,0.00006,0,0.00000,0,0.00000
Micromonospora endophytica,515350,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,90,0.00011,111,0.00017,61,0.00006,0,0.00000,0,0.00000
Solwaraspora sp. WMMD791,3016086,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,118,0.00015,103,0.00016,85,0.00008,0,0.00000,0,0.00000
Aeromicrobium chenweiae,2079793,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,0,0.00000,106,0.00016,122,0.00011,0,0.00000,0,0.00000
Chitinimonas koreensis,356302,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,117,0.00008,0,0.00000,293,0.00045,33,0.00003,0,0.00000,0,0.00000
Streptomyces sp. FXJ1.172,710705,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,116,0.00008,0,0.00000,0,0.00000,82,0.00008,0,0.00000,0,0.00000
Streptomyces lavendulae,1914,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,116,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Mycolicibacter heraklionensis,512402,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,116,0.00008,103,0.00013,407,0.00062,7100,0.00661,0,0.00000,0,0.00000
Plantactinospora sp. ZYX-F-223,3144103,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,116,0.00008,138,0.00018,160,0.00024,185,0.00017,0,0.00000,0,0.00000
Frankia casuarinae,106370,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,116,0.00008,51,0.00007,66,0.00010,76,0.00007,0,0.00000,0,0.00000
Streptomyces sp. QHH-9511,2684468,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,0,0.00000,97,0.00015,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_01298,2903817,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,90,0.00011,0,0.00000,291,0.00027,0,0.00000,0,0.00000
Streptomyces sp. SS7,3108485,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,124,0.00016,107,0.00016,144,0.00013,0,0.00000,0,0.00000
Streptomyces sp. Mut1,3033811,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. f51,1827742,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,124,0.00016,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Embleya sp. NBC_00896,2975961,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,39,0.00005,29,0.00004,67,0.00006,0,0.00000,0,0.00000
Tsukamurella pulmonis,47312,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,85,0.00011,62,0.00009,108,0.00010,0,0.00000,0,0.00000
Methylobacterium currus,2051553,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,0,0.00000,0,0.00000,124,0.00012,0,0.00000,0,0.00000
Dyella thiooxydans,445710,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00008,0,0.00000,65,0.00010,107,0.00010,0,0.00000,0,0.00000
Streptomyces sp. NBC_01478,2903882,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,62,0.00008,0,0.00000,91,0.00008,0,0.00000,0,0.00000
Streptomyces sp. HM190,2695266,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,106,0.00014,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. DG1A-41,3125779,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces tirandamycinicus,2174846,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,83,0.00011,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Phycicoccus sp. HDW14,2714941,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,109,0.00014,0,0.00000,119,0.00011,0,0.00000,0,0.00000
Thiobacillus denitrificans,36861,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,114,0.00008,0,0.00000,255,0.00039,30,0.00003,0,0.00000,0,0.00000
Streptomyces sp. SN-593,659352,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,113,0.00008,0,0.00000,0,0.00000,100,0.00009,0,0.00000,0,0.00000
Streptomyces sp. NBC_01276,2903808,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,113,0.00008,0,0.00000,117,0.00018,73,0.00007,0,0.00000,0,0.00000
Ruania suaedae,2897774,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,113,0.00008,92,0.00012,58,0.00009,79,0.00007,0,0.00000,0,0.00000
Niastella koreensis,354356,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,113,0.00008,77,0.00010,151,0.00023,123,0.00011,0,0.00000,0,0.00000
Streptomyces sp. CdTB01,1725411,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,0,0.00000,0,0.00000,88,0.00008,0,0.00000,0,0.00000
Streptomyces tendae,1932,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,0,0.00000,0,0.00000,88,0.00008,0,0.00000,0,0.00000
Mycolicibacterium parafortuitum,39692,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,68,0.00009,66,0.00010,79,0.00007,0,0.00000,0,0.00000
Nocardia tengchongensis,2055889,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,35,0.00004,64,0.00010,37,0.00003,0,0.00000,0,0.00000
Amycolatopsis mediterranei,33910,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,73,0.00009,143,0.00022,143,0.00013,0,0.00000,0,0.00000
Janibacter limosus,53458,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,70,0.00009,0,0.00000,117,0.00011,0,0.00000,0,0.00000
Nocardioides campestrisoli,2736757,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,69,0.00009,106,0.00016,118,0.00011,0,0.00000,0,0.00000
Blastochloris tepida,2233851,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,0,0.00000,314,0.00048,103,0.00010,0,0.00000,0,0.00000
Thalassobaculum sp. OXR-137,3100173,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00008,0,0.00000,212,0.00032,78,0.00007,0,0.00000,0,0.00000
Nocardia salmonicida,53431,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00008,94,0.00012,85,0.00013,720,0.00067,0,0.00000,0,0.00000
Rhodococcus sp. SGAir0479,2567884,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00008,76,0.00010,111,0.00017,74,0.00007,0,0.00000,0,0.00000
Nocardioides sp. InS609-2,2760705,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00008,89,0.00011,182,0.00028,191,0.00018,0,0.00000,0,0.00000
Nocardioides sp. CF8,110319,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00008,53,0.00007,161,0.00025,156,0.00015,0,0.00000,0,0.00000
Streptomyces sp. NBC_00400,2975737,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,104,0.00013,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_00299,2975705,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,0,0.00000,0,0.00000,128,0.00012,0,0.00000,0,0.00000
Streptomyces sp. CG4,408783,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,168,0.00021,0,0.00000,82,0.00008,0,0.00000,0,0.00000
Streptomyces pactum,68249,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Rhodococcus sp. W8901,2742603,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,92,0.00012,63,0.00010,100,0.00009,0,0.00000,0,0.00000
Gordonia sp. X0973,2742602,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,110,0.00008,0,0.00000,0,0.00000,164,0.00015,0,0.00000,0,0.00000
Streptomyces sp. HUAS 15-9,2981136,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,0,0.00000,0,0.00000,69,0.00006,0,0.00000,0,0.00000
Streptomyces sp. HUAS MG91,3156398,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,71,0.00009,99,0.00015,66,0.00006,0,0.00000,0,0.00000
Mycolicibacterium crocinum,388459,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,0,0.00000,0,0.00000,99,0.00009,0,0.00000,0,0.00000
Mycobacterium sp. DL,3145017,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,67,0.00009,83,0.00013,97,0.00009,0,0.00000,0,0.00000
Mycobacterium sp. SMC-4,2857059,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,0,0.00000,0,0.00000,108,0.00010,0,0.00000,0,0.00000
Frankia alni,1859,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,80,0.00010,103,0.00016,81,0.00008,0,0.00000,0,0.00000
Achromobacter veterisilvae,2069367,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00008,0,0.00000,0,0.00000,1477,0.00137,0,0.00000,0,0.00000
Streptomyces clavifer,68188,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,0,0.00000,80,0.00007,0,0.00000,0,0.00000
Mycolicibacterium fortuitum,1766,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,120,0.00018,133,0.00012,0,0.00000,0,0.00000
Mycobacterium sp. ELW1,1547487,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,0,0.00000,111,0.00010,0,0.00000,0,0.00000
Salinispora tropica,168695,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,57,0.00007,44,0.00007,62,0.00006,0,0.00000,0,0.00000
Pseudonocardia sp. HH130630-07,1690815,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,173,0.00022,189,0.00029,295,0.00027,0,0.00000,0,0.00000
Arthrobacter sp. NEB 688,904039,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,0,0.00000,122,0.00011,0,0.00000,0,0.00000
Cellulomonas sp. NTE-D12,2962632,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,0,0.00000,58,0.00005,0,0.00000,0,0.00000
Stella humosa,94,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,78,0.00010,192,0.00029,98,0.00009,0,0.00000,0,0.00000
Microvirgula aerodenitrificans,57480,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00008,0,0.00000,0,0.00000,27,0.00003,0,0.00000,0,0.00000
Streptomyces sp. WMMC500,3015154,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,68,0.00009,77,0.00012,116,0.00011,0,0.00000,0,0.00000
Streptomyces sp. NBC_00467,2975752,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_00503,2903659,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Micromonospora sp. WMMA2032,2039870,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Amycolatopsis coloradensis,76021,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,123,0.00016,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Yimella sp. cx-51,2770551,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,0,0.00000,62,0.00009,52,0.00005,0,0.00000,0,0.00000
Pengzhenrongella sicca,2819238,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,77,0.00010,128,0.00019,74,0.00007,0,0.00000,0,0.00000
Kytococcus sedentarius,1276,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,93,0.00012,0,0.00000,108,0.00010,0,0.00000,0,0.00000
Nocardioides piscis,2714938,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,48,0.00006,153,0.00023,101,0.00009,0,0.00000,0,0.00000
Ilumatobacter coccineus,467094,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00008,56,0.00007,116,0.00018,121,0.00011,0,0.00000,0,0.00000
Streptomyces sp. NBC_01803,2975946,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,68,0.00009,79,0.00012,61,0.00006,0,0.00000,0,0.00000
Streptomyces alfalfae,1642299,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,0,0.00000,100,0.00015,0,0.00000,0,0.00000,0,0.00000
Micromonospora terminaliae,1914461,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,96,0.00012,125,0.00019,154,0.00014,0,0.00000,0,0.00000
Saccharomonospora cyanea,40989,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,95,0.00012,115,0.00018,99,0.00009,0,0.00000,0,0.00000
Cutibacterium granulosum,33011,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,0,0.00000,0,0.00000,84,0.00008,0,0.00000,0,0.00000
Luteimonas fraxinea,2901869,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,0,0.00000,102,0.00016,65,0.00006,0,0.00000,0,0.00000
Pseudoxanthomonas suwonensis,314722,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,0,0.00000,177,0.00027,233,0.00022,0,0.00000,0,0.00000
Geomonas nitrogeniifigens,2847991,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,106,0.00008,0,0.00000,96,0.00015,0,0.00000,0,0.00000,0,0.00000
Nocardia yamanashiensis,209247,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,85,0.00011,60,0.00009,86,0.00008,0,0.00000,0,0.00000
Corynebacterium vitaeruminis,38305,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Allobranchiibius sp. GilTou73,2904523,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,59,0.00008,0,0.00000,54,0.00005,0,0.00000,0,0.00000
Nocardioides sp. BP30,3036374,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,67,0.00009,85,0.00013,98,0.00009,0,0.00000,0,0.00000
Nocardioides sp. cx-173,2898796,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,84,0.00011,181,0.00028,191,0.00018,0,0.00000,0,0.00000
Xanthomonas translucens,343,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,105,0.00008,0,0.00000,129,0.00020,219,0.00020,0,0.00000,0,0.00000
Streptomyces sp. NBC_01808,2975947,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Cellulomonas fimi,1708,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00007,0,0.00000,108,0.00016,135,0.00013,0,0.00000,0,0.00000
Intrasporangium calvum,53358,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,104,0.00007,47,0.00006,40,0.00006,101,0.00009,0,0.00000,0,0.00000
Streptomyces sp. Rer75,2750011,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00007,0,0.00000,393,0.00060,304,0.00028,0,0.00000,0,0.00000
Streptomyces sp. C8S0,2585716,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Arthrobacter sp. QXT-31,1357915,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00007,149,0.00019,291,0.00044,786,0.00073,0,0.00000,0,0.00000
Cellulomonas sp. NS3,2973977,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00007,0,0.00000,131,0.00020,74,0.00007,0,0.00000,0,0.00000
Rhizobacter sp. AJA081-3,2753607,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00007,188,0.00024,227,0.00035,93,0.00009,0,0.00000,0,0.00000
Streptomyces sp. NBC_01317,2903822,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,88,0.00011,88,0.00013,54,0.00005,0,0.00000,0,0.00000
Streptomyces sp. YPW6,2840373,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces vilmorinianum,3051092,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,0,0.00000,0,0.00000,74,0.00007,0,0.00000,0,0.00000
Streptomyces roseochromogenus,285450,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Mycolicibacterium chitae,1792,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,0,0.00000,126,0.00019,84,0.00008,0,0.00000,0,0.00000
Amycolatopsis sp. NBC_01488,2903563,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,67,0.00009,162,0.00025,182,0.00017,0,0.00000,0,0.00000
Amycolatopsis sp. WQ 127309,2932773,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,112,0.00014,0,0.00000,297,0.00028,0,0.00000,0,0.00000
Micrococcus porci,2856555,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,102,0.00007,0,0.00000,0,0.00000,109,0.00010,0,0.00000,0,0.00000
