name,taxonomy_id,taxonomy_lvl,KH_blank_1_dedup_minimizer_filtered.bracken_num,KH_blank_1_dedup_minimizer_filtered.bracken_frac,KH_blank_2_dedup_minimizer_filtered.bracken_num,KH_blank_2_dedup_minimizer_filtered.bracken_frac,LB_blank_1_dedup_minimizer_filtered.bracken_num,LB_blank_1_dedup_minimizer_filtered.bracken_frac,LB_blank_2_dedup_minimizer_filtered.bracken_num,LB_blank_2_dedup_minimizer_filtered.bracken_frac,MS10790_dedup_minimizer_filtered.bracken_num,MS10790_dedup_minimizer_filtered.bracken_frac,MS10902_dedup_minimizer_filtered.bracken_num,MS10902_dedup_minimizer_filtered.bracken_frac,MS10903_dedup_minimizer_filtered.bracken_num,MS10903_dedup_minimizer_filtered.bracken_frac,MS10904_dedup_minimizer_filtered.bracken_num,MS10904_dedup_minimizer_filtered.bracken_frac,MS11102_dedup_minimizer_filtered.bracken_num,MS11102_dedup_minimizer_filtered.bracken_frac,MS11103_dedup_minimizer_filtered.bracken_num,MS11103_dedup_minimizer_filtered.bracken_frac,MS11107_dedup_minimizer_filtered.bracken_num,MS11107_dedup_minimizer_filtered.bracken_frac,MS11108_dedup_minimizer_filtered.bracken_num,MS11108_dedup_minimizer_filtered.bracken_frac,WH_blank_1_dedup_minimizer_filtered.bracken_num,WH_blank_1_dedup_minimizer_filtered.bracken_frac,WH_blank_2_dedup_minimizer_filtered.bracken_num,WH_blank_2_dedup_minimizer_filtered.bracken_frac
Mesorhizobium terrae,2725666,S,429,0.22309,354,0.21758,401,0.01987,798,0.01697,0,0.00000,148,0.00233,216,0.00232,1696,0.02030,113,0.00008,0,0.00000,226,0.00034,209,0.00019,102,0.15573,0,0.00000
Acidovorax sp. KKS102,358220,S,388,0.20177,361,0.22188,240,0.01189,493,0.01049,0,0.00000,0,0.00000,0,0.00000,686,0.00821,0,0.00000,0,0.00000,0,0.00000,168,0.00016,0,0.00000,0,0.00000
Staphylococcus hominis,1290,S,208,0.10816,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1870,0.02013,1112,0.01331,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium sp. CECT 9288,2845819,S,139,0.07228,142,0.08728,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Staphylococcus epidermidis,1282,S,120,0.06240,0,0.00000,0,0.00000,45,0.00096,0,0.00000,0,0.00000,0,0.00000,547,0.00655,0,0.00000,0,0.00000,0,0.00000,242,0.00023,0,0.00000,0,0.00000
Mesorhizobium sp. PAMC28654,2880934,S,113,0.05876,102,0.06269,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,87,0.00013,54,0.00005,0,0.00000,0,0.00000
Flavobacterium ammonificans,1751056,S,109,0.05668,140,0.08605,95,0.00471,180,0.00383,0,0.00000,76,0.00120,0,0.00000,415,0.00497,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Curvibacter sp. AEP1-3,1844971,S,90,0.04680,100,0.06146,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,115,0.00138,0,0.00000,0,0.00000,0,0.00000,20,0.00002,0,0.00000,0,0.00000
Dyella caseinilytica,1849581,S,80,0.04160,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,30,0.00003,0,0.00000,0,0.00000
Cutibacterium acnes,1747,S,76,0.03952,234,0.14382,0,0.00000,1722,0.03663,0,0.00000,0,0.00000,0,0.00000,748,0.00895,288,0.00021,263,0.00034,1438,0.00219,1066,0.00099,0,0.00000,0,0.00000
Mesorhizobium sp. Pch-S,2082387,S,55,0.02860,97,0.05962,225,0.01115,529,0.01125,0,0.00000,60,0.00095,100,0.00108,670,0.00802,123,0.00009,0,0.00000,97,0.00015,75,0.00007,0,0.00000,0,0.00000
Flavobacterium sp. CHNK8,2871165,S,42,0.02184,45,0.02766,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Gordonia polyisoprenivorans,84595,S,40,0.02080,52,0.03196,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,118,0.00008,73,0.00009,120,0.00018,86,0.00008,0,0.00000,0,0.00000
Staphylococcus pettenkoferi,170573,S,34,0.01768,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia vietnamiensis,60552,S,0,0.00000,0,0.00000,2872,0.14231,5965,0.12689,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia aromaticivorans,2026199,S,0,0.00000,0,0.00000,2792,0.13834,5919,0.12591,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,165,0.00025,0,0.00000,553,0.84427,416,0.33548
Burkholderia cenocepacia,95486,S,0,0.00000,0,0.00000,1613,0.07992,2706,0.05756,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia ubonensis,101571,S,0,0.00000,0,0.00000,1581,0.07834,3212,0.06832,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,253,0.00039,69,0.00006,0,0.00000,549,0.44274
Pseudomonas aeruginosa,287,S,0,0.00000,0,0.00000,1464,0.07254,2343,0.04984,0,0.00000,0,0.00000,0,0.00000,3093,0.03702,2813,0.00202,0,0.00000,3005,0.00458,7585,0.00706,0,0.00000,0,0.00000
Burkholderia contaminans,488447,S,0,0.00000,0,0.00000,1074,0.05322,1988,0.04229,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,455,0.00069,0,0.00000,0,0.00000,0,0.00000
Pandoraea pnomenusa,93220,S,0,0.00000,0,0.00000,784,0.03885,1474,0.03135,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,584,0.00089,0,0.00000,0,0.00000,0,0.00000
Burkholderia pseudomallei,28450,S,0,0.00000,0,0.00000,688,0.03409,1377,0.02929,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,288,0.00044,0,0.00000,0,0.00000,0,0.00000
Methylorubrum extorquens,408,S,0,0.00000,0,0.00000,600,0.02973,1195,0.02542,0,0.00000,0,0.00000,0,0.00000,0,0.00000,131,0.00009,82,0.00010,222,0.00034,120,0.00011,0,0.00000,0,0.00000
Burkholderia territorii,1503055,S,0,0.00000,0,0.00000,582,0.02884,1437,0.03057,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia ambifaria,152480,S,0,0.00000,0,0.00000,523,0.02591,738,0.01570,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia stagnalis,1503054,S,0,0.00000,0,0.00000,469,0.02324,931,0.01980,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia multivorans,87883,S,0,0.00000,0,0.00000,444,0.02200,1021,0.02172,0,0.00000,0,0.00000,0,0.00000,0,0.00000,147,0.00011,0,0.00000,192,0.00029,111,0.00010,0,0.00000,275,0.22177
Paraburkholderia fungorum,134537,S,0,0.00000,0,0.00000,368,0.01823,803,0.01708,0,0.00000,0,0.00000,0,0.00000,207,0.00248,313,0.00022,0,0.00000,270,0.00041,142,0.00013,0,0.00000,0,0.00000
Burkholderia pyrrocinia,60550,S,0,0.00000,0,0.00000,358,0.01774,867,0.01844,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,190,0.00029,0,0.00000,0,0.00000,0,0.00000
Burkholderia cepacia,292,S,0,0.00000,0,0.00000,338,0.01675,718,0.01527,0,0.00000,0,0.00000,0,0.00000,0,0.00000,193,0.00014,0,0.00000,227,0.00035,0,0.00000,0,0.00000,0,0.00000
Burkholderia anthina,179879,S,0,0.00000,0,0.00000,289,0.01432,818,0.01740,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia stabilis,95485,S,0,0.00000,0,0.00000,262,0.01298,495,0.01053,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,163,0.00015,0,0.00000,0,0.00000
Methylobacterium sp. FF17,2984843,S,0,0.00000,0,0.00000,211,0.01045,61,0.00130,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,147,0.00022,38,0.00004,0,0.00000,0,0.00000
Burkholderia pseudomultivorans,1207504,S,0,0.00000,0,0.00000,188,0.00932,285,0.00606,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia dolosa,152500,S,0,0.00000,0,0.00000,167,0.00827,330,0.00702,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Cupriavidus metallidurans,119219,S,0,0.00000,0,0.00000,148,0.00733,331,0.00704,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,785,0.00120,0,0.00000,0,0.00000,0,0.00000
Burkholderia lata,482957,S,0,0.00000,0,0.00000,128,0.00634,248,0.00528,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia phytofirmans,261302,S,0,0.00000,0,0.00000,124,0.00614,226,0.00481,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia sp. FERM BP-3421,1494466,S,0,0.00000,0,0.00000,123,0.00609,185,0.00394,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Acidovorax sp. FHTAMBA,3140252,S,0,0.00000,0,0.00000,117,0.00580,115,0.00245,0,0.00000,0,0.00000,0,0.00000,336,0.00402,0,0.00000,0,0.00000,0,0.00000,95,0.00009,0,0.00000,0,0.00000
Burkholderia latens,488446,S,0,0.00000,0,0.00000,112,0.00555,261,0.00555,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia mayonis,1385591,S,0,0.00000,0,0.00000,103,0.00510,164,0.00349,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,87,0.00013,0,0.00000,0,0.00000,0,0.00000
Leptospira sp. severe_002,2838237,S,0,0.00000,0,0.00000,101,0.00500,115,0.00245,0,0.00000,0,0.00000,0,0.00000,0,0.00000,254,0.00018,0,0.00000,902,0.00137,98,0.00009,0,0.00000,0,0.00000
Burkholderia thailandensis,57975,S,0,0.00000,0,0.00000,91,0.00451,184,0.00391,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00017,0,0.00000,0,0.00000,0,0.00000
Burkholderia diffusa,488732,S,0,0.00000,0,0.00000,84,0.00416,160,0.00340,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia gladioli,28095,S,0,0.00000,0,0.00000,76,0.00377,146,0.00311,0,0.00000,0,0.00000,0,0.00000,0,0.00000,77,0.00006,0,0.00000,188,0.00029,69,0.00006,0,0.00000,0,0.00000
Burkholderia arboris,488730,S,0,0.00000,0,0.00000,69,0.00342,166,0.00353,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia singularis,1503053,S,0,0.00000,0,0.00000,63,0.00312,57,0.00121,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Massilia putida,1141883,S,0,0.00000,0,0.00000,56,0.00277,135,0.00287,191,0.00128,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,95,0.00014,49,0.00005,0,0.00000,0,0.00000
Burkholderia glumae,337,S,0,0.00000,0,0.00000,47,0.00233,76,0.00162,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,67,0.00006,0,0.00000,0,0.00000
Aquitalea denitrificans,519081,S,0,0.00000,0,0.00000,44,0.00218,74,0.00157,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Trinickia violacea,2571746,S,0,0.00000,0,0.00000,39,0.00193,85,0.00181,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,78,0.00012,29,0.00003,0,0.00000,0,0.00000
Aquitalea aquatilis,1537400,S,0,0.00000,0,0.00000,29,0.00144,136,0.00289,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Staphylococcus capitis,29388,S,0,0.00000,0,0.00000,0,0.00000,2069,0.04401,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Methylobacterium fujisawaense,107400,S,0,0.00000,0,0.00000,0,0.00000,473,0.01006,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Acidovorax temperans,80878,S,0,0.00000,0,0.00000,0,0.00000,433,0.00921,0,0.00000,547,0.00863,0,0.00000,2081,0.02491,0,0.00000,0,0.00000,0,0.00000,588,0.00055,0,0.00000,0,0.00000
Ralstonia pseudosolanacearum,1310165,S,0,0.00000,0,0.00000,0,0.00000,384,0.00817,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,122,0.00011,0,0.00000,0,0.00000
Burkholderia sp. NRF60-BP8,1637853,S,0,0.00000,0,0.00000,0,0.00000,261,0.00555,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia sp. MS455,2811788,S,0,0.00000,0,0.00000,0,0.00000,261,0.00555,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia sp. MSMB0856,1637869,S,0,0.00000,0,0.00000,0,0.00000,215,0.00457,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Bradyrhizobium betae,244734,S,0,0.00000,0,0.00000,0,0.00000,210,0.00447,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,460,0.00070,0,0.00000,0,0.00000,0,0.00000
Novosphingobium sp. EMRT-2,2571749,S,0,0.00000,0,0.00000,0,0.00000,172,0.00366,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia sp. LA-2-3-30-S1-D2,1637862,S,0,0.00000,0,0.00000,0,0.00000,154,0.00328,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia metallica,488729,S,0,0.00000,0,0.00000,0,0.00000,135,0.00287,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Phocaeicola vulgatus,821,S,0,0.00000,0,0.00000,0,0.00000,119,0.00253,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Burkholderia oklahomensis,342113,S,0,0.00000,0,0.00000,0,0.00000,76,0.00162,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Cupriavidus necator,106590,S,0,0.00000,0,0.00000,0,0.00000,67,0.00143,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,168,0.00026,76,0.00007,0,0.00000,0,0.00000
Polynucleobacter sp. JS-JIR-II-b4,1758390,S,0,0.00000,0,0.00000,0,0.00000,64,0.00136,0,0.00000,0,0.00000,0,0.00000,128,0.00153,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Caballeronia sp. Lep1P3,2878150,S,0,0.00000,0,0.00000,0,0.00000,59,0.00126,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Methylorubrum populi,223967,S,0,0.00000,0,0.00000,0,0.00000,56,0.00119,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,251,0.00038,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia tropica,92647,S,0,0.00000,0,0.00000,0,0.00000,53,0.00113,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Clostridium perfringens,1502,S,0,0.00000,0,0.00000,0,0.00000,50,0.00106,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,323,0.00030,0,0.00000,0,0.00000
Pandoraea vervacti,656178,S,0,0.00000,0,0.00000,0,0.00000,40,0.00085,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28,0.00003,0,0.00000,0,0.00000
Paraburkholderia pallida,2547399,S,0,0.00000,0,0.00000,0,0.00000,36,0.00077,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,60,0.00009,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia kirstenboschensis,1245436,S,0,0.00000,0,0.00000,0,0.00000,33,0.00070,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,49,0.00007,0,0.00000,0,0.00000,0,0.00000
Aquirufa antheringensis,2516559,S,0,0.00000,0,0.00000,0,0.00000,31,0.00066,0,0.00000,32,0.00050,0,0.00000,119,0.00142,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia sp. SOS3,1926494,S,0,0.00000,0,0.00000,0,0.00000,30,0.00064,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,49,0.00007,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia terricola,169427,S,0,0.00000,0,0.00000,0,0.00000,28,0.00060,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,107,0.00016,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia acidiphila,2571747,S,0,0.00000,0,0.00000,0,0.00000,26,0.00055,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Phreatobacter cathodiphilus,1868589,S,0,0.00000,0,0.00000,0,0.00000,26,0.00055,0,0.00000,0,0.00000,0,0.00000,0,0.00000,162,0.00012,108,0.00014,315,0.00048,62,0.00006,0,0.00000,0,0.00000
Paraburkholderia phymatum,148447,S,0,0.00000,0,0.00000,0,0.00000,25,0.00053,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,50,0.00008,0,0.00000,0,0.00000,0,0.00000
Paraburkholderia sabiae,273251,S,0,0.00000,0,0.00000,0,0.00000,25,0.00053,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,55,0.00008,0,0.00000,0,0.00000,0,0.00000
Edaphobacter flagellatus,1933044,S,0,0.00000,0,0.00000,0,0.00000,25,0.00053,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Rubrobacter xylanophilus,49319,S,0,0.00000,0,0.00000,0,0.00000,23,0.00049,0,0.00000,0,0.00000,0,0.00000,0,0.00000,52,0.00004,32,0.00004,152,0.00023,115,0.00011,0,0.00000,0,0.00000
Paraburkholderia acidicola,1912599,S,0,0.00000,0,0.00000,0,0.00000,19,0.00040,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Flavobacterium ammoniigenes,1751095,S,0,0.00000,0,0.00000,0,0.00000,19,0.00040,0,0.00000,59,0.00093,0,0.00000,276,0.00330,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Peribacillus frigoritolerans,450367,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,28701,0.19208,282,0.00445,0,0.00000,0,0.00000,586,0.00042,806,0.00103,1922,0.00293,2646,0.00246,0,0.00000,0,0.00000
Streptosporangium roseum,2001,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,14048,0.09401,13099,0.20657,28713,0.30904,11783,0.14104,362752,0.25993,203697,0.25974,59744,0.09101,113048,0.10521,0,0.00000,0,0.00000
Peribacillus simplex,1478,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,9905,0.06629,470,0.00741,0,0.00000,0,0.00000,1012,0.00073,0,0.00000,45,0.00007,1062,0.00099,0,0.00000,0,0.00000
Pseudoxanthomonas mexicana,128785,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,9854,0.06595,0,0.00000,0,0.00000,0,0.00000,289,0.00021,0,0.00000,347,0.00053,286,0.00027,0,0.00000,0,0.00000
Streptosporangium sp. NBC_01756,2975950,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,8438,0.05647,8040,0.12679,18855,0.20294,7561,0.09050,225625,0.16167,134557,0.17158,38494,0.05864,76490,0.07118,0,0.00000,0,0.00000
Streptosporangium subroseum,106412,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,4221,0.02825,4133,0.06518,8691,0.09354,3450,0.04129,113945,0.08165,63552,0.08104,17861,0.02721,33229,0.03092,0,0.00000,0,0.00000
Neobacillus sp. YX16,3047874,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,3953,0.02645,568,0.00896,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptosporangium sp. 'caverna',2202249,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,3245,0.02172,3596,0.05671,6244,0.06720,2688,0.03217,88857,0.06367,53380,0.06807,13025,0.01984,29241,0.02721,0,0.00000,0,0.00000
Peribacillus asahii,228899,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2499,0.01672,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptomyces thermocarboxydus,59299,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2412,0.01614,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Exiguobacterium artemiae,340145,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2245,0.01502,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptosporangium sp. NBC_01755,2975949,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2040,0.01365,1215,0.01916,3536,0.03806,700,0.00838,61394,0.04399,17812,0.02271,5444,0.00829,7478,0.00696,0,0.00000,0,0.00000
Pseudomonas putida,303,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2034,0.01361,0,0.00000,0,0.00000,0,0.00000,1311,0.00094,1060,0.00135,2398,0.00365,2329,0.00217,0,0.00000,0,0.00000
Streptomyces sp. NBC_01230,2903784,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1964,0.01314,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptosporangium sp. NBC_01469,2903898,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1935,0.01295,1545,0.02436,4568,0.04917,1608,0.01925,39804,0.02852,17566,0.02240,7830,0.01193,11211,0.01043,0,0.00000,0,0.00000
Acinetobacter baumannii,470,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1644,0.01100,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,680,0.00063,0,0.00000,0,0.00000
Streptomyces sp. NBC_01707,2975914,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1513,0.01013,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptosporangium sp. NBC_01810,2975951,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1466,0.00981,3507,0.05530,3061,0.03295,972,0.01163,23135,0.01658,18445,0.02352,12270,0.01869,11720,0.01091,0,0.00000,0,0.00000
Massilia litorea,2769491,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1395,0.00934,0,0.00000,0,0.00000,0,0.00000,101,0.00007,0,0.00000,72,0.00011,0,0.00000,0,0.00000,0,0.00000
Shinella zoogloeoides,352475,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1357,0.00908,387,0.00610,0,0.00000,0,0.00000,0,0.00000,0,0.00000,872,0.00133,1527,0.00142,0,0.00000,0,0.00000
Streptomyces chartreusis,1969,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1339,0.00896,0,0.00000,0,0.00000,0,0.00000,392,0.00028,167,0.00021,388,0.00059,388,0.00036,0,0.00000,0,0.00000
Shinella sp. HZN7,879274,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1339,0.00896,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,339,0.00032,0,0.00000,0,0.00000
Streptomyces cyaneochromogenes,2496836,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1111,0.00744,0,0.00000,0,0.00000,0,0.00000,395,0.00028,131,0.00017,527,0.00080,672,0.00063,0,0.00000,0,0.00000
Streptomyces nigra,1827580,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1096,0.00733,0,0.00000,0,0.00000,0,0.00000,274,0.00020,0,0.00000,133,0.00020,186,0.00017,0,0.00000,0,0.00000
Bacillus sp. FJAT-22090,1581038,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,988,0.00661,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000
Streptosporangium sp. NBC_01495,2903899,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,930,0.00622,993,0.01566,1605,0.01727,1541,0.01844,35630,0.02553,25140,0.03206,4846,0.00738,10895,0.01014,0,0.00000,0,0.00000
