clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__Enterococcus_faecalis	0.0	0.0	0.0	4.89646	1.06527	0.0	0.0	0.06742	0.0	0.0	2.79491	0.0	0.0	1.0936	0.0514	0.0
s__Lactococcus_garvieae	0.0	0.0	0.0	0.86427	1.2766	0.0	0.0	0.0	0.0	0.0	0.21403	0.0	0.0	0.07148	0.0	0.0
s__Conchiformibius_steedae	0.0	0.0	0.0	0.82475	0.06058	0.32776	0.52793	0.15281	0.06964	0.09773	0.07687	0.01525	0.04601	0.0	0.03047	0.00695
s__GGB81434_SGB115923	0.0	0.0	0.0	0.73845	0.05042	6.59436	0.01837	5.06871	0.0	0.0	0.1032	0.04214	0.0	0.0	0.08169	0.01642
s__GGB72446_SGB99643	0.0	0.0	0.0	0.67529	0.55522	0.14777	0.0	0.03529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00664
s__Canicola_haemoglobinophilus	0.0	0.0	0.0	0.62377	0.02983	0.01436	0.12551	0.01292	0.02612	0.02977	0.0	0.00969	0.00331	0.00938	0.0	0.01835
s__Shewanella_morhuae	0.0	0.0	0.0	0.48933	2.07563	0.14457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32356	0.09183	1.01504
s__Psychrobacter_faecalis	0.0	0.0	0.0	0.37578	0.95951	0.75779	0.0	0.45658	0.0	0.0	0.0	0.0	0.0	0.04765	0.01481	0.02567
s__GGB48468_SGB66515	0.0	0.0	0.0	0.32719	0.19759	0.31323	0.30226	0.49036	0.0	0.0	0.0	0.0	0.0	0.04363	0.26996	0.0
s__Gemella_palaticanis	0.0	0.0	0.0	0.28419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.00256
s__Kurthia_zopfii	0.0	0.0	0.0	0.27667	2.3809	0.32928	0.0	0.57183	0.26267	0.2805	0.0	0.0	0.01497	0.07706	0.38142	0.0
s__Helicobacter_ailurogastricus	0.0	0.0	0.0	0.26647	0.01531	0.04215	1.8483	0.0	0.0	0.0	0.05896	0.32712	0.0	0.03586	0.00676	0.0
s__Shewanella_glacialipiscicola	0.0	0.0	0.0	0.22479	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01729
s__Psychrobacter_immobilis	0.0	0.0	0.0	0.20035	2.17913	0.25644	0.0	0.47358	0.0	0.0	0.0	0.0	0.0	0.33616	0.08953	0.89865
s__Zhenhengia_yiwuensis	0.0	0.0	0.0	0.1766	0.0	0.06629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Salinicoccus_sp_YB14_2	0.0	0.0	0.0	0.12949	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_ardleyensis	0.0	0.0	0.0	0.12932	0.23883	0.26158	0.0	1.12148	0.0	0.0	0.0	0.0	0.0	0.52546	0.04205	0.49951
s__Vagococcus_fessus	0.0	0.0	0.0	0.10706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pasteurella_dagmatis	0.0	0.0	0.0	0.0959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_maritimus	0.0	0.0	0.0	0.08018	0.21906	0.29583	0.0	0.13128	0.0	0.0	0.0	0.0	0.0	0.0	0.0098	0.25895
s__Phocaeicola_faecicola	0.0	0.0	0.0	0.06128	0.0	0.0	0.0	0.0	0.3291	0.71217	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1379_SGB48439	0.0	0.0	0.0	0.0603	0.07511	0.0	0.0	0.56682	0.07639	0.14901	4.83773	2.62134	0.45858	0.03904	3.34807	0.0
s__GGB33657_SGB47663	0.0	0.0	0.0	0.05175	1.29339	0.0	0.13488	0.20964	1.55607	2.73996	0.13118	0.3124	0.42921	0.0	0.03366	0.04384
s__Brevibacterium_aurantiacum	0.0	0.0	0.0	0.04647	0.0	0.12152	0.13963	0.0	0.0	0.0	0.0	0.0	0.0	0.02457	0.0	0.0
s__Helicobacter_bilis	0.0	0.0	0.0	0.04568	0.11966	0.0	0.0	0.04743	0.01127	0.01309	0.0	0.0	0.0	0.0	0.25626	0.03224
s__Kurthia_sibirica	0.0	0.0	0.0	0.04354	0.06618	0.0	0.0	0.22162	0.0	0.0	0.0	0.0	0.0	0.24245	0.0	0.0
s__Moraxella_sp_VT_16_12	0.0	0.0	0.0	0.04273	0.00055	0.01225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_minor	0.0	0.0	0.0	0.04201	0.00677	0.0	0.0	0.0	0.0	0.0	0.0	0.01159	0.0	0.06779	0.0	0.00611
s__Frederiksenia_canicola	0.0	0.0	0.0	0.03734	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parageobacillus_toebii	0.0	0.0	0.0	0.03494	0.0	0.0	0.0	0.15515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB36351_SGB46902	0.0	0.0	0.0	0.03356	0.00549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02372	0.0	0.0	0.04332
s__GGB81431_SGB115918	0.0	0.0	0.0	0.02868	0.00961	14.13371	0.0	3.36025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Schaalia_canis	0.0	0.0	0.0	0.02788	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_paraputrificum	0.0	0.0	0.0	0.02604	0.0	0.13462	0.0	0.00709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_australis	0.0	0.0	0.0	0.02364	0.00864	0.0	0.0	0.04494	0.0	0.0	0.0	0.0	0.0	0.05628	0.0	0.01428
s__Streptococcus_suis	0.0	0.0	0.0	0.02206	0.0	0.0	0.0	0.0	0.06631	0.14929	0.0	0.117	0.0	0.02966	0.0	0.0033
s__GGB71766_SGB98730	0.0	0.0	0.0	0.01966	0.0186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06302
s__Neisseria_dumasiana	0.0	0.0	0.0	0.0184	0.0	0.03019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptobacillus_canis	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Amedibacterium_intestinale	0.0	0.0	0.0	0.00634	0.28795	0.95755	0.0	0.09613	0.03433	0.02839	1.18726	0.70472	0.4724	0.0	0.20235	1.14572
s__Providencia_alcalifaciens	0.0	0.0	0.0	0.00607	0.0	0.0	0.0	0.0	6.25728	7.34713	0.213	0.036	0.0	0.0	0.0	0.0
s__Nosocomiicoccus_ampullae	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Macrococcus_caseolyticus	0.0	0.0	0.0	0.00376	0.12605	0.0	0.0	0.07484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Gleimia_coleocanis	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035
s__Pseudomonas_fragi	0.0	0.0	0.0	0.0	2.98252	0.05404	0.0	0.05334	0.0	0.0	0.0	0.0	0.0	0.23859	0.0	0.01411
s__GGB47148_SGB47368	0.0	0.0	0.0	0.0	1.37104	0.0	0.03541	0.0	0.01538	0.02005	0.02558	2.57069	0.0	0.00444	0.02257	14.15686
s__Alcaligenes_faecalis	0.0	0.0	0.0	0.0	1.29197	0.0	0.0	0.0	0.0419	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Yersinia_frederiksenii	0.0	0.0	0.0	0.0	0.96137	0.0	0.02049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3550_SGB4746	0.0	0.0	0.0	0.0	0.90189	0.0503	0.03446	0.01625	0.35042	0.34395	0.37564	0.78502	0.0	0.0	0.60398	0.35997
s__Weissella_soli	0.0	0.0	0.0	0.0	0.72578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Vagococcus_fluvialis	0.0	0.0	0.0	0.0	0.6965	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_vulgaris	0.0	0.0	0.0	0.0	0.65989	0.0	0.0	0.0	0.01248	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microterricola_pindariensis	0.0	0.0	0.0	0.0	0.65657	0.02042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0613	0.0	0.00455
s__Blautia_SGB4793	0.0	0.0	0.0	0.0	0.5614	0.20104	0.0	0.2281	0.1087	0.15999	0.21173	0.22653	0.0	0.0	0.01384	0.17519
s__GGB78706_SGB106379	0.0	0.0	0.0	0.0	0.50053	0.0	0.0	0.0	0.0	0.0	0.51259	0.0	0.0	0.0	0.66647	0.83479
s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.45617	0.21045	0.0	0.56173	0.32319	0.38315	0.32648	0.16657	0.01669	0.0	0.04576	0.18142
s__Blautia_caecimuris	0.0	0.0	0.0	0.0	0.45494	0.09396	0.0	0.0	0.0223	0.04691	0.1001	0.99943	0.0	0.0321	0.28484	1.20652
s__Providencia_rustigianii	0.0	0.0	0.0	0.0	0.45483	0.23271	0.0	0.0	0.01112	0.01817	0.0	0.0	0.0	0.24762	0.06338	0.0
s__Acinetobacter_sp_ANC_3781	0.0	0.0	0.0	0.0	0.34103	0.03132	0.0	0.03847	0.0	0.0	0.0	0.0	0.0	3.27967	0.0	0.0
s__Algoriella_xinjiangensis	0.0	0.0	0.0	0.0	0.29562	0.10638	0.0	0.01938	0.0	0.0	0.0	0.0	0.0	0.02007	0.00852	0.0
s__Pseudoalteromonas_nigrifaciens	0.0	0.0	0.0	0.0	0.27259	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50287
s__Psychrobacter_aquimaris	0.0	0.0	0.0	0.0	0.25986	0.01281	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01072
s__Sphingobacterium_sp_ML3W	0.0	0.0	0.0	0.0	0.25357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967	0.0	0.00876
s__Enterocloster_hominis	0.0	0.0	0.0	0.0	0.21236	0.0	0.00969	0.03167	0.23899	0.08766	0.0066	0.27689	0.0	0.0	0.9658	0.38839
s__Enterococcus_hirae	0.0	0.0	0.0	0.0	0.20312	0.36981	0.0	0.01755	0.0314	0.0	0.36391	0.5341	0.50115	0.0	0.08746	0.00097
s__Plesiomonas_shigelloides	0.0	0.0	0.0	0.0	0.20081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacillus_psychrotolerans	0.0	0.0	0.0	0.0	0.20058	0.0	0.0	0.0	0.0	0.0	0.03378	0.0	0.04341	0.03995	0.0	0.10877
s__GGB41473_SGB58537	0.0	0.0	0.0	0.0	0.19553	0.0	0.0	0.05819	0.01666	0.01793	0.0	0.00442	0.0	0.0	0.11721	0.39253
s__Citrobacter_tructae	0.0	0.0	0.0	0.0	0.1934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_aerolatum	0.0	0.0	0.0	0.0	0.19256	0.0	0.0	0.0	0.0	0.0	0.32305	0.0	0.90585	0.03517	0.0	0.00926
s__Vagococcus_martis	0.0	0.0	0.0	0.0	0.18456	0.0	0.0	0.0	0.00394	0.02246	0.0	0.0	0.0	0.27957	0.0	0.0
s__Pseudomonas_helleri	0.0	0.0	0.0	0.0	0.17818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00923	0.0	0.01052
s__Enterobacter_ludwigii	0.0	0.0	0.0	0.0	0.17538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28695	0.0	0.0
s__Flavobacterium_macacae	0.0	0.0	0.0	0.0	0.16995	0.08956	0.0	0.01207	0.0	0.0	0.0	0.0	0.68871	0.88069	0.0	0.08283
s__Leucobacter_salsicius	0.0	0.0	0.0	0.0	0.15304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0359	0.03142	0.01264	0.16521
s__Firmicutes_bacterium	0.0	0.0	0.0	0.0	0.14896	0.02938	0.0	0.0	0.09025	0.2516	0.00177	0.61818	0.0	0.01641	0.24031	0.0598
s__GGB3680_SGB4994	0.0	0.0	0.0	0.0	0.14563	0.03464	0.17348	0.0706	0.03987	0.01863	0.00192	0.04697	0.0	0.0	1.85657	2.43953
s__Pseudomonas_saxonica	0.0	0.0	0.0	0.0	0.14107	0.0	0.0	0.01107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00653
s__GGB79299_SGB105707	0.0	0.0	0.0	0.0	0.13984	0.16711	0.04455	0.0	0.0	0.0	0.04457	0.0	0.0	0.0	0.07409	0.62065
s__Microbacterium_sp_Root61	0.0	0.0	0.0	0.0	0.13308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Shewanella_baltica	0.0	0.0	0.0	0.0	0.11712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9273	0.00427	0.00225
s__Mediterraneibacter_glycyrrhizinilyticus	0.0	0.0	0.0	0.0	0.11209	0.17803	0.0	0.0	0.01305	0.05699	0.11604	0.29856	0.0	0.0	0.10351	0.12157
s__GGB74511_SGB47635	0.0	0.0	0.0	0.0	0.1066	0.0	0.0	0.0	0.10524	0.13609	0.0	0.12025	0.0	0.0	0.13152	0.0762
s__Carnobacterium_maltaromaticum	0.0	0.0	0.0	0.0	0.09354	0.0	0.0	0.01274	0.0	0.0	0.0	0.0	0.0	0.0484	0.0	0.28852
s__Erysipelothrix_rhusiopathiae	0.0	0.0	0.0	0.0	0.08998	0.0	0.0	0.03025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB79384_SGB106011	0.0	0.0	0.0	0.0	0.08984	0.0	0.0	0.0	0.07751	0.08287	0.0	0.05923	0.00218	0.05291	0.01095	0.43043
s__Vagococcus_lutrae	0.0	0.0	0.0	0.0	0.08963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00949	0.0	0.0
s__Campylobacter_lari	0.0	0.0	0.0	0.0	0.06955	0.0	0.0	0.0	0.19821	0.28412	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_SGB106014	0.0	0.0	0.0	0.0	0.06693	0.0	0.02611	0.0	0.07924	0.03358	0.24336	0.72926	0.0	0.0	0.63932	0.3693
s__Arcanobacterium_phocae	0.0	0.0	0.0	0.0	0.06543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75197	0.0	0.0	0.0
s__Slackia_SGB14780	0.0	0.0	0.0	0.0	0.06376	0.0	0.0	0.0	0.0	0.0	0.0	0.20011	0.0	0.0314	0.0	0.13157
s__Microbacterium_sp_Bi121	0.0	0.0	0.0	0.0	0.0585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_pragensis	0.0	0.0	0.0	0.0	0.05452	0.11015	0.0	0.00654	0.02584	0.0	0.02961	0.0	0.06534	0.01601	0.04778	0.0
s__Clostridiaceae_unclassified_SGB66046	0.0	0.0	0.0	0.0	0.05445	0.05911	0.0	0.0	0.00707	0.0	0.00898	0.03273	0.0	0.0	0.02951	0.06235
s__Pseudomonas_weihenstephanensis	0.0	0.0	0.0	0.0	0.05217	0.13207	0.0	0.01264	0.0	0.0	0.0	0.0	0.0	0.6094	0.0	0.0026
s__Pseudomonas_lundensis	0.0	0.0	0.0	0.0	0.05099	0.0	0.0	0.04474	0.0	0.0	0.0	0.0	0.28184	0.38645	0.0	0.0
s__Acinetobacter_lwoffii	0.0	0.0	0.0	0.0	0.05098	0.0249	0.0	0.01273	0.0	0.0	0.00999	0.0	0.0	0.0671	0.0	0.0
s__Vagococcus_salmoninarum	0.0	0.0	0.0	0.0	0.05044	0.0	0.0	0.12375	0.0	0.0	0.0	0.0	0.0	0.03938	0.0045	0.04621
s__GGB25053_SGB106016	0.0	0.0	0.0	0.0	0.04973	0.03332	0.0	0.00504	0.04999	0.07492	0.03847	0.0565	0.0	0.0	0.07342	0.33177
s__Bacteroides_uniformis	0.0	0.0	0.0	0.0	0.04585	0.03547	0.00909	0.02849	0.0	0.01296	0.02413	0.33198	0.07452	0.00464	0.27616	0.07496
s__Microbacterium_murale	0.0	0.0	0.0	0.0	0.04468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244
s__Clostridium_sp_AT4	0.0	0.0	0.0	0.0	0.04094	0.12684	0.0	0.0	0.0	0.0	0.0	0.07389	0.0	0.0	0.03962	0.01933
s__Rheinheimera_salexigens	0.0	0.0	0.0	0.0	0.03777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03183
s__GGB77482_SGB107008	0.0	0.0	0.0	0.0	0.03585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04329	0.0
s__Gordonia_sp_HY002	0.0	0.0	0.0	0.0	0.03566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Providencia_heimbachae	0.0	0.0	0.0	0.0	0.03432	0.0	0.0	0.02208	0.0	0.0	0.0	0.0	0.0	0.32844	0.0	0.0
s__Acinetobacter_pseudolwoffii	0.0	0.0	0.0	0.0	0.03403	0.04027	0.0	0.03582	0.0	0.0	0.0	0.0	0.08561	0.02312	0.0	0.0
s__Citrobacter_sp_Res13_Sevr_PEB04_36	0.0	0.0	0.0	0.0	0.03297	0.03143	0.0	0.0	0.0	0.0	0.03886	0.0	0.0	0.0	0.06853	0.0
s__Streptomyces_microflavus	0.0	0.0	0.0	0.0	0.03223	0.0	0.0	0.0	0.0	0.03048	0.0	0.0	0.0	0.0	0.03963	0.0
s__GGB49980_SGB69981	0.0	0.0	0.0	0.0	0.0322	0.0	0.0	0.13599	0.04164	0.12423	0.0	0.01159	0.04895	0.0	0.26321	0.0
s__Butyricicoccus_SGB14985	0.0	0.0	0.0	0.0	0.03202	0.0	0.0	0.0	0.01752	0.0	0.0	0.05038	0.0	0.0	0.03518	0.01562
s__GGB3819_SGB5184	0.0	0.0	0.0	0.0	0.02936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06055
s__GGB4379_SGB6025	0.0	0.0	0.0	0.0	0.0266	0.04534	0.0	0.01484	0.0	0.0	0.06277	0.0	0.0	0.0	0.03645	0.01179
s__Microterricola_viridarii	0.0	0.0	0.0	0.0	0.02557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Yersinia_alsatica	0.0	0.0	0.0	0.0	0.02314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_daejeonensis	0.0	0.0	0.0	0.0	0.02263	0.0	0.0	0.0	0.02042	0.0	0.0	0.0	0.0	0.09523	0.0	0.0
s__Hydrogenoanaerobacterium_saccharovorans	0.0	0.0	0.0	0.0	0.02258	0.0	0.0	0.0	0.0	0.0	0.0	0.02557	0.0	0.0	0.0	0.00329
s__GGB1379_SGB1880	0.0	0.0	0.0	0.0	0.02228	0.0	0.0	0.14959	0.00284	0.0493	1.04527	0.77129	0.10544	0.0	0.94571	0.0
s__Psychrobacter_phenylpyruvicus	0.0	0.0	0.0	0.0	0.02109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52165_SGB72910	0.0	0.0	0.0	0.0	0.01994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacillus_sp_BL_248_WT_3	0.0	0.0	0.0	0.0	0.01984	0.00747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.0	0.0
s__GGB3576_SGB4784	0.0	0.0	0.0	0.0	0.01943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073	0.02186
s__Psychrobacter_cryohalolentis	0.0	0.0	0.0	0.0	0.01903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_albensis	0.0	0.0	0.0	0.0	0.01809	0.0	0.0	0.05283	0.0	0.0	0.0	0.0	0.0	0.35463	0.0	0.0
s__Streptomyces_halstedii	0.0	0.0	0.0	0.0	0.01787	0.0	0.0	0.0	0.00837	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Arthrobacter_beigongshangensis	0.0	0.0	0.0	0.0	0.01749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3550_SGB4747	0.0	0.0	0.0	0.0	0.01711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669
s__Mammaliicoccus_fleurettii	0.0	0.0	0.0	0.0	0.01697	0.0	0.0	0.0138	0.0	0.0	0.00764	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_namhaensis	0.0	0.0	0.0	0.0	0.01642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
s__Phocea_massiliensis	0.0	0.0	0.0	0.0	0.01624	0.0	0.0	0.0	0.01178	0.00843	0.0	0.02467	0.0	0.0	0.03613	0.06936
s__Blautia_sp_Marseille_P3201T	0.0	0.0	0.0	0.0	0.01604	0.00239	0.0	0.02544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007
s__Psychrobacter_luti	0.0	0.0	0.0	0.0	0.01601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198
s__Psychrobacter_sp_FME5	0.0	0.0	0.0	0.0	0.01582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00817
s__Parvimonas_sp_oral_taxon_110	0.0	0.0	0.0	0.0	0.01542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Slackia_faecicanis	0.0	0.0	0.0	0.0	0.01478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraprevotella_xylaniphila	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.01655	0.0	0.0	0.0	0.07798	0.0	0.0	0.0115	0.0
s__Psychrobacter_sp_FME13	0.0	0.0	0.0	0.0	0.01446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019
s__Acinetobacter_sp_ANC_3832	0.0	0.0	0.0	0.0	0.01356	0.01801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_sp_DAB_AL32B	0.0	0.0	0.0	0.0	0.01354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00551
s__Peptacetobacter_SGB6132	0.0	0.0	0.0	0.0	0.01336	0.01274	0.0	0.01264	0.47308	0.63094	0.20024	0.12363	0.0	0.0	0.01009	0.02161
s__Psychrobacter_celer	0.0	0.0	0.0	0.0	0.01255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_ARC_M6	0.0	0.0	0.0	0.0	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB81431_SGB70925	0.0	0.0	0.0	0.0	0.01183	0.76992	0.0	0.20809	0.0	0.0	0.0	0.0	0.0	0.0	0.01327	0.00426
s__Microterricola_gilva	0.0	0.0	0.0	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_dysgalactiae	0.0	0.0	0.0	0.0	0.01148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrosarchaeum_koreense	0.0	0.0	0.0	0.0	0.01105	0.0	0.38002	0.0	0.20164	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Salinibacterium_hongtaonis	0.0	0.0	0.0	0.0	0.01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Solobacterium_moorei	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3548_SGB4744	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0	0.00697	0.01799	0.0477	0.03342	0.0	0.0	0.05147	0.2165
s__Psychrobacillus_sp_INOP01	0.0	0.0	0.0	0.0	0.00927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_flava_ex_Peng_et_al_2021	0.0	0.0	0.0	0.0	0.00885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0233	0.0	0.00631
s__Halopseudomonas_bauzanensis	0.0	0.0	0.0	0.0	0.00884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22967	0.0	0.0
s__Micromonospora_orduensis	0.0	0.0	0.0	0.0	0.00869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48667_SGB72905	0.0	0.0	0.0	0.0	0.00861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00648
s__Paeniglutamicibacter_kerguelensis	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paeniglutamicibacter_cryotolerans	0.0	0.0	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148
s__GGB45559_SGB63246	0.0	0.0	0.0	0.0	0.00802	0.0	0.02845	0.0	0.0	0.0	0.0	0.11182	0.0	0.0	0.01179	0.05226
s__Alcaligenes_aquatilis	0.0	0.0	0.0	0.0	0.00777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Escherichia_fergusonii	0.0	0.0	0.0	0.0	0.00767	0.00956	0.0	0.0	0.0	0.0	0.08574	0.0	0.0	0.07782	0.0	0.0
s__Clostridium_sardiniense	0.0	0.0	0.0	0.0	0.00753	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0	0.0	0.00297
s__GGB3600_SGB4861	0.0	0.0	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03117	0.05511
s__GGB49922_SGB69917	0.0	0.0	0.0	0.0	0.00735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_quadrami	0.0	0.0	0.0	0.0	0.00729	0.0	0.0	0.0	0.0	0.0	0.05804	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_cinaedi	0.0	0.0	0.0	0.0	0.00719	0.0	1.51488	0.08156	0.0	0.0	0.0	0.57258	0.0	0.0	0.0	0.71761
