#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11770_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 15437518 -o reports_over50bp/MS11770_jun23_over50bp.metaphlan_profile.txt
#15437518 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:275420
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	90.81571	0.06711	264108
k__Archaea	2157	9.18429	0.00679	11312
k__Bacteria|p__Proteobacteria	2|1224	42.25437	0.03122	156240
k__Bacteria|p__Firmicutes	2|1239	24.8062	0.01833	51224
k__Bacteria|p__Actinobacteria	2|201174	7.58451	0.0056	21475
k__Bacteria|p__Bacteroidota	2|976	7.02127	0.00519	19552
k__Archaea|p__Euryarchaeota	2157|28890	6.78649	0.00502	8736
k__Bacteria|p__Fusobacteria	2|32066	5.14927	0.00381	6706
k__Bacteria|p__Nitrospirae	2|40117	4.00008	0.00296	8911
k__Archaea|p__Thaumarchaeota	2157|651137	2.3978	0.00177	2576
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	18.1161	0.01339	78074
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	16.2505	0.01201	36826
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	11.73099	0.00867	38105
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	7.58451	0.0056	21475
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	7.57615	0.0056	12535
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	7.46514	0.00552	25401
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	6.78649	0.00502	8736
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	5.78186	0.00427	15960
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	5.14927	0.00381	6706
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	4.38844	0.00324	13124
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	4.00008	0.00296	8911
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	2.3978	0.00177	2576
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	1.23941	0.00092	3592
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.46545	0.00034	690
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.41129	0.0003	971
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.31165	0.00023	980
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.15191	0.00011	181
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.10281	8e-05	202
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.09015	7e-05	375
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	18.1161	0.01339	78074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	16.2505	0.01201	36826
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	8.11238	0.00599	25457
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	7.57615	0.0056	12535
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	6.93121	0.00512	23450
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	6.78649	0.00502	8736
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	6.24959	0.00462	19182
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	5.78186	0.00427	15960
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	5.14927	0.00381	6706
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	4.38844	0.00324	13124
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	4.00008	0.00296	8911
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	3.61861	0.00267	12648
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	2.3978	0.00177	2576
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	1.24749	0.00092	1818
