#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11771_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 19579440 -o reports_over50bp/MS11771_jun23_over50bp.metaphlan_profile.txt
#19579440 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1527162
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.71163	0.36379	1525632
k__Archaea	2157	0.28837	0.00105	1530
k__Bacteria|p__Proteobacteria	2|1224	75.1344	0.27412	1253537
k__Bacteria|p__Firmicutes	2|1239	17.55371	0.06404	187068
k__Bacteria|p__Bacteroidota	2|976	3.65654	0.01334	50467
k__Bacteria|p__Actinobacteria	2|201174	1.85246	0.00676	20224
k__Bacteria|p__Nitrospirae	2|40117	1.05024	0.00383	11497
k__Bacteria|p__Fusobacteria	2|32066	0.46428	0.00169	2839
k__Archaea|p__Thaumarchaeota	2157|651137	0.28837	0.00105	1530
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	68.36669	0.24943	1149632
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	9.02376	0.03292	88130
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	8.52995	0.03112	98938
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	2.98312	0.01088	38550
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	2.81907	0.01029	37755
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.82335	0.00665	32159
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	1.1752	0.00429	24996
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.05024	0.00383	11497
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.94828	0.00346	6325
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.90418	0.0033	13899
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.56935	0.00208	3366
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.46428	0.00169	2839
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.389	0.00142	8014
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.37882	0.00138	5593
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	0.28837	0.00105	1530
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.28442	0.00104	3903
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.00191	1e-05	36
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	25.18277	0.09188	441760
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	24.8115	0.09052	444146
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	10.34328	0.03774	108345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	8.52995	0.03112	98938
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	7.89601	0.02881	72659
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	7.18139	0.0262	140635
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	2.98312	0.01088	38550
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	2.77913	0.01014	37025
