#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11774_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 22172485 -o reports_over50bp/MS11774_jun23_over50bp.metaphlan_profile.txt
#22172485 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:759222
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.91559	0.27067	754907
k__Archaea	2157	1.08441	0.00297	4315
k__Bacteria|p__Firmicutes	2|1239	37.72509	0.10323	280735
k__Bacteria|p__Fusobacteria	2|32066	26.37198	0.07216	128308
k__Bacteria|p__Bacteroidota	2|976	19.85814	0.05434	211163
k__Bacteria|p__Proteobacteria	2|1224	9.45754	0.02588	91656
k__Bacteria|p__Verrucomicrobia	2|74201	3.47316	0.0095	19654
k__Bacteria|p__Nitrospirae	2|40117	1.12449	0.00308	9537
k__Archaea|p__Thaumarchaeota	2157|651137	1.08441	0.00297	4315
k__Bacteria|p__Actinobacteria	2|201174	0.90519	0.00248	13854
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	26.37198	0.07216	128308
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.16501	0.06612	187386
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	19.70233	0.05391	209998
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	5.02046	0.01374	38178
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	4.46835	0.01223	28641
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4.17934	0.01144	33066
k__Bacteria|p__Verrucomicrobia|c__CFGB79351	2|74201|	3.47316	0.0095	19654
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.20126	0.00602	25293
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.35089	0.0037	8227
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	1.28122	0.00351	20433
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.12449	0.00308	9537
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	1.08441	0.00297	4315
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.88711	0.00243	6462
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.77353	0.00212	6002
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.74468	0.00204	13002
k__Bacteria|p__Firmicutes|c__CFGB75497	2|1239|	0.57762	0.00158	3262
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.47295	0.00129	2305
k__Bacteria|p__Firmicutes|c__CFGB1838	2|1239|	0.3977	0.00109	2184
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.38322	0.00105	4244
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.30536	0.00084	1530
k__Bacteria|p__Firmicutes|c__CFGB49311	2|1239|	0.27993	0.00077	1547
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.16051	0.00044	852
k__Bacteria|p__Firmicutes|c__CFGB77365	2|1239|	0.14453	0.0004	1341
k__Bacteria|p__Bacteroidota|c__CFGB628	2|976|	0.13324	0.00036	971
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.10392	0.00028	433
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.069	0.00019	750
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.05617	0.00015	454
k__Bacteria|p__Firmicutes|c__CFGB9725	2|1239|	0.03374	9e-05	193
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.02944	8e-05	453
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.02257	6e-05	194
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.00188	1e-05	7
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	26.37198	0.07216	128308
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	24.16501	0.06612	187386
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	19.70233	0.05391	209998
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	4.46835	0.01223	28641
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.17934	0.01144	33066
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	3.65669	0.01001	23259
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351	2|74201||	3.47316	0.0095	19654
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.36724	0.00374	18167
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	1.36377	0.00373	14919
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.35089	0.0037	8227
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	1.28122	0.00351	20433
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.12449	0.00308	9537
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	1.08441	0.00297	4315
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258	2|1239||	0.88711	0.00243	6462
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	0.70339	0.00192	12170
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.60616	0.00166	4719
k__Bacteria|p__Firmicutes|c__CFGB75497|o__OFGB75497	2|1239||	0.57762	0.00158	3262
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.50932	0.00139	3752
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.47295	0.00129	2305
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838	2|1239||	0.3977	0.00109	2184
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	0.38322	0.00105	4244
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.30536	0.00084	1530
k__Bacteria|p__Firmicutes|c__CFGB49311|o__OFGB49311	2|1239||	0.27993	0.00077	1547
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0.21839	0.0006	2308
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.16737	0.00046	1283
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.16051	0.00044	852
k__Bacteria|p__Firmicutes|c__CFGB77365|o__OFGB77365	2|1239||	0.14453	0.0004	1341
k__Bacteria|p__Bacteroidota|c__CFGB628|o__OFGB628	2|976||	0.13324	0.00036	971
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0.10392	0.00028	433
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939	2|1239||	0.05617	0.00015	454
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.04697	0.00013	379
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.04129	0.00011	832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2|1224|1236|135622	0.0394	0.00011	469
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.03403	9e-05	231
k__Bacteria|p__Firmicutes|c__CFGB9725|o__OFGB9725	2|1239||	0.03374	9e-05	193
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0.02944	8e-05	453
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.02257	6e-05	194
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0.02203	6e-05	371
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.01906	5e-05	194
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.01383	4e-05	172
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.00188	1e-05	7
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	26.37198	0.07216	128308
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	19.70233	0.05391	209998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	13.69431	0.03747	102843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	5.95905	0.01631	53826
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	2|1239|||	4.46835	0.01223	28641
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	4.17934	0.01144	33066
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	3.65669	0.01001	23259
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351|f__FGB79351	2|74201|||	3.47316	0.0095	19654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	3.24229	0.00887	24060
