#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11674_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 7041742 -o reports_over50bp/MS11674_jun23_over50bp.metaphlan_profile.txt
#7041742 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:161709
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	91.70409	0.05621	154315
k__Archaea	2157	8.29591	0.00509	7394
k__Bacteria|p__Firmicutes	2|1239	69.82163	0.0428	116809
k__Bacteria|p__Proteobacteria	2|1224	12.19826	0.00748	27228
k__Bacteria|p__Fusobacteria	2|32066	8.32746	0.0051	7765
k__Archaea|p__Thaumarchaeota	2157|651137	8.29591	0.00509	7394
k__Bacteria|p__Bacteroidota	2|976	0.68511	0.00042	1251
k__Bacteria|p__Actinobacteria	2|201174	0.46934	0.00029	831
k__Bacteria|p__Nitrospirae	2|40117	0.20229	0.00012	431
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	34.95722	0.02143	48601
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	34.86441	0.02137	68208
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	8.32746	0.0051	7765
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	8.29591	0.00509	7394
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	6.44117	0.00395	17249
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	4.79306	0.00294	7382
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.68511	0.00042	1251
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.41645	0.00026	1033
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.39582	0.00024	1414
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.38581	0.00024	739
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.20229	0.00012	431
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.15176	9e-05	150
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.08353	5e-05	92
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	34.86441	0.02137	68208
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	32.10585	0.01968	43891
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	8.32746	0.0051	7765
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	8.29591	0.00509	7394
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	4.81557	0.00295	14597
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	4.36216	0.00267	6232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	2.85136	0.00175	4710
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	1.38454	0.00085	2285
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.68511	0.00042	1251
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	0.43089	0.00026	1150
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	0.41645	0.00026	1033
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	0.39582	0.00024	1414
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	0.38581	0.00024	739
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	0.20229	0.00012	431
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.20013	0.00012	288
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.15176	9e-05	150
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.08353	5e-05	92
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.04094	3e-05	79
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	25.76783	0.01579	32668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	20.44092	0.01253	41407
