#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11675_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 26515180 -o reports_over50bp/MS11675_jun23_over50bp.metaphlan_profile.txt
#26515180 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:2421158
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	93.44268	0.77877	2341685
k__Archaea	2157	6.55732	0.05465	79473
k__Bacteria|p__Firmicutes	2|1239	38.4849	0.32074	907094
k__Bacteria|p__Fusobacteria	2|32066	20.80647	0.17341	309516
k__Bacteria|p__Proteobacteria	2|1224	20.63665	0.17199	690416
k__Archaea|p__Thaumarchaeota	2157|651137	6.55732	0.05465	79473
k__Bacteria|p__Actinobacteria	2|201174	6.5473	0.05457	234994
k__Bacteria|p__Bacteroidota	2|976	6.30275	0.05253	183780
k__Bacteria|p__Nitrospirae	2|40117	0.66461	0.00554	15885
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.03775	0.20034	617521
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	20.80647	0.17341	309516
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	15.98041	0.13318	546675
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	8.94948	0.07459	199178
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	6.55732	0.05465	79473
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	5.51191	0.04594	217266
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	4.83672	0.04031	136321
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	3.10745	0.0259	91371
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	2.15983	0.018	27369
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.23195	0.01027	21598
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	1.08845	0.00907	21252
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.0354	0.00863	17728
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	1.02284	0.00852	27600
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.5555	0.00463	18737
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.46493	0.00387	22541
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.4488	0.00374	11264
k__Bacteria|p__Firmicutes|c__CFGB75497	2|1239|	0.44641	0.00372	7680
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.42165	0.00351	19381
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.31874	0.00266	4759
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.28665	0.00239	7197
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	0.21581	0.0018	4621
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.15525	0.00129	3946
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.11239	0.00094	1715
k__Bacteria|p__Firmicutes|c__CFGB9725	2|1239|	0.06982	0.00058	1217
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.05738	0.00048	1273
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.04947	0.00041	2322
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.04148	0.00035	1022
k__Bacteria|p__Bacteroidota|c__CFGB628	2|976|	0.02154	0.00018	478
k__Bacteria|p__Proteobacteria|c__CFGB10055	2|1224|	0.00491	4e-05	65
k__Bacteria|p__Firmicutes|c__CFGB77365	2|1239|	0.00201	2e-05	56
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.00129	1e-05	16
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	24.03775	0.20034	617521
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	20.80647	0.17341	309516
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	6.55732	0.05465	79473
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	5.29086	0.0441	138390
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.2051	0.04338	105313
