#mpa_vJun23_CHOCOPhlAnSGB_202403
#/home/vanme090/.conda/envs/mpa/bin/metaphlan bowtie2/MS11677_over50bp.sam --input_type sam --nproc 4 -t rel_ab_w_read_stats --bowtie2db metaphlan_databases/metaphlan_jun23 --offline --nreads 15346193 -o reports_over50bp/MS11677_jun23_over50bp.metaphlan_profile.txt
#15346193 reads processed
#Average read length 1
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:224592
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	80.56856	0.06701	201053
k__Archaea	2157	19.43144	0.01616	23539
k__Bacteria|p__Proteobacteria	2|1224	30.58468	0.02544	61498
k__Bacteria|p__Firmicutes	2|1239	26.7878	0.02228	72269
k__Archaea|p__Thaumarchaeota	2157|651137	19.43144	0.01616	23539
k__Bacteria|p__Bacteroidota	2|976	14.92008	0.01241	54304
k__Bacteria|p__Fusobacteria	2|32066	7.21994	0.00601	9112
k__Bacteria|p__Actinobacteria	2|201174	0.89122	0.00074	3513
k__Bacteria|p__Nitrospirae	2|40117	0.16483	0.00014	357
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	26.69146	0.0222	72045
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	19.13137	0.01591	23141
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	14.87258	0.01237	54080
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	12.42504	0.01033	16801
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	7.21994	0.00601	9112
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	6.56303	0.00546	10523
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	5.90009	0.00491	9761
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	3.74466	0.00311	18165
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	0.89122	0.00074	3513
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.74213	0.00062	2498
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.63536	0.00053	1247
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.4368	0.00036	2119
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0.30007	0.00025	398
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.16483	0.00014	357
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.13757	0.00011	384
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.09633	8e-05	224
