TAXID,MS11771_kraken_2024-standard_conf0
1,3353130
131567,3291047
2,3262414
1224,2528157
1236,2261244
91347,1052352
543,958339
561,62897
562,41522
83334,84
1446746,73
2773706,68
2848144,68
745156,56
208962,455
1499973,278
564,261
2608889,155
2044467,101
547,8308
354276,1283
299767,646
1330545,2106
61646,2080
544,789
1344959,82
620,744
622,214
623,212
621,127
624,62
2890311,195
570,172
573,68
590,181
28901,169
59201,116
82976,90
1330547,57
1903412,19367
635,17951
636,14645
93378,323
67780,74
568,1190
569,470
546367,311
1903414,16407
586,14009
333962,7560
158850,4110
126385,268
2633465,176
587,168
158848,867
158849,867
583,251
585,93
581,227
582,227
1903409,997
551,787
55211,436
55212,206
53335,114
1903411,805
613,548
28151,253
34037,110
629,79
1903410,99
1903416,68
135614,711993
32033,685997
40323,476428
196198,107931
2770322,13217
3027225,10804
1904944,9915
3055080,5852
2691571,4014
3068324,600
3055079,373
2742129,355
3051119,142
2005046,132
2939415,110
2886359,98
2040586,96
2871174,88
1827305,87
3051120,80
2871169,65
2599307,65
216778,64323
995085,7757
40324,4667
868597,57
2961925,1976
2072414,403
2072405,157
2072413,147
2072412,105
2072407,103
2072406,97
3003272,1495
128780,1253
3003271,1152
2045451,350
2771362,230
86188,140
487698,101
338,13104
2643310,888
3115848,109
3160841,101
2971235,85
2982531,65
3240913,61
339,864
340,274
92826,71
149696,71
343,469
134874,60
152263,56
56448,358
195709,118
487821,56
2259622,312
56454,245
56458,228
347,185
48664,168
1885674,166
643453,166
346,166
743699,158
56453,152
29447,124
56459,120
56464,100
56460,97
2053930,88
1843581,87
3046274,73
2775159,69
56455,52
56450,52
1219375,52
2912242,50
68,3480
2635362,744
2904253,263
3140250,88
2762611,78
2820808,73
2290922,54
2781022,264
69,134
435897,129
1605891,96
2591633,73
2822368,72
453783,61
1792846,55
84531,50
2763317,50
83618,2258
2645906,768
1871049,189
1664560,163
2969308,153
2995142,152
314722,278
743721,139
128785,213
266062,157
415229,101
1045855,101
2480810,85
83614,1218
2629088,594
2925842,106
2799325,78
2761107,76
2799326,76
1896164,58
2508168,54
2901869,285
2006110,80
1176533,60
2565782,55
141948,547
2633315,183
2771436,109
2714945,71
215691,106
2884874,69
1463158,56
1775411,1119
75309,306
2621553,121
3031330,50
231454,243
2634549,103
242605,222
70411,73
72274,322141
135621,321655
286,305755
196821,52403
2901380,16556
2855434,958
2083054,915
2654238,898
3122375,761
3127460,655
2866808,623
1206777,476
2866278,279
2073078,252
2976883,224
2895485,204
2054914,155
2954086,137
3234143,132
3104265,121
2899657,107
2678259,91
2498848,85
2954089,85
2705472,73
1827300,70
1573712,69
2864101,64
3122079,61
2986947,59
3048607,58
3122376,51
2054919,51
640205,26789
122355,13000
47884,8444
2812000,4062
136842,2674
86185,1527
296,775
587753,226
380021,113
136843,2501
294,736
129817,275
198620,273
47883,122
76758,115
200451,93
298,83
76761,72
321662,59
1148509,1019
2056231,802
136845,550
303,299
47880,141
743720,54
2842346,341
136841,325
287,194
136849,249
251695,83
317,83
1880678,208
2600598,164
359110,150
1853130,104
2565368,101
915099,96
2745503,89
1499686,81
2745511,78
1198456,77
2815720,72
2745510,64
244566,60
1788301,57
198618,54
95300,53
2901189,4672
2901190,4384
3041098,4384
2901164,689
136846,482
578833,405
316,358
2887365,63
2742,63
2887326,52700
468,52700
469,43615
196816,9796
1646498,5349
3120518,507
2798861,227
3156489,179
1407071,163
2563897,85
2853158,77
1879049,67
2708348,55
40214,1122
28090,881
909768,466
470,242
756892,340
108981,215
2053287,209
40216,169
981334,61
2839056,159
2529843,159
70346,137
2662362,97
202956,90
202951,89
1879050,85
2715163,79
106649,76
2136182,70
29430,68
2943497,67
487316,65
2006115,64
2715164,63
497,7822
196806,6704
1699621,1177
2708350,898
3043330,186
3240930,149
3064892,119
261164,85
135622,43530
267890,42931
22,42842
62322,8914
407976,201
402882,124
196818,683
2059264,454
2991940,97
73872,523
173975,523
2726434,126
24,66
267888,267
53246,265
72275,53
135613,3329
1046,3022
67575,2878
115860,2840
2545632,2735
72276,165
135623,1411
641,1411
657,967
1935446,781
662,385
135619,769
28256,362
2745,173
2609666,86
135620,308
2893036,238
2661630,238
135624,759
84642,758
642,732
645,306
135625,279
712,279
724,69
1706369,249
1706371,123
10,95
2624793,88
1706373,85
48073,85
135618,218
403,201
416,61
413,53
3060226,100
2689614,100
469322,100
465721,100
1692040,84
1692041,84
118969,56
28211,70866
204458,39542
76892,39542
41275,36615
13160,16042
2774189,1454
2622653,508
3021811,62
2561924,57
2591463,53
588932,331
293,243
657642,156
172043,90
75,260
2648921,63
20,246
2640670,119
2903901,72
284016,57
450851,57
76890,56
356,12910
41294,2869
374,1960
2631580,532
1437360,57
1073,95
1076,61
1395974,62
1033,50
82115,1198
227290,654
379,285
2613769,88
357,55
227292,190
28105,140
323620,85
69277,721
68287,538
325217,290
2831106,658
46913,573
196773,183
2831100,459
85413,459
2653178,202
3068632,50
335928,375
556257,192
2638514,89
2562284,89
331696,88
99,53
119045,338
407,194
186650,64
45401,318
29407,177
2619116,177
674703,177
81,74
119042,218
212791,133
2632691,133
1894999,133
118882,122
2826938,107
2821832,110
31993,78
133,58
255475,78
204457,2610
41297,1688
13687,614
196159,190
165697,208
2614943,61
165695,110
2611147,51
165696,110
2644732,51
335929,196
2820280,77
335405,50
204441,1034
433,258
125216,58
2829815,258
191,166
3031144,124
2705399,124
41295,86
204455,898
31989,389
265,134
2854170,327
2800060,59
69657,59
28216,54404
80840,43612
80864,23530
283,12998
1562974,5384
2638500,650
2918299,451
2977320,90
2743470,452
2949090,211
225991,120
285,87
160825,64
34072,960
663243,431
34073,148
12916,767
2684926,373
553814,77
52972,461
2638319,347
296591,96
47420,448
2610897,265
2651974,50
80865,326
28065,264
2627954,89
238749,201
2649760,83
174951,108
94132,108
352450,89
2109915,89
3051137,80
1649468,57
665874,51
