TAXID,MS11770_kraken_2024-standard_conf0
208479,159
841,148
1766253,93
39491,93
830,66
45851,61
91061,16930
186826,11364
81852,9477
1350,9281
1354,2728
1352,1328
53345,618
2737,165
81947,135
1300,1117
1301,926
1307,51
1357,187
33958,486
46255,369
137591,340
186828,99
2747,71
2748,61
1385,5330
90964,2413
1279,2052
2815305,363
283734,244
1288,82
246432,76
2803850,210
1296,142
3076173,68
69966,61
186817,1394
1221880,899
2636677,887
2921549,92
2829187,55
2675229,214
1407,148
1386,52
186822,663
44249,588
185978,239
186818,487
1649,273
1650,263
648800,127
2637870,104
2954511,98
526524,4200
526525,4200
128827,2381
2749267,2165
2583452,2165
1647,65
2810280,1617
135858,1319
100886,555
2643636,171
2478954,171
2678885,192
1982626,192
3025755,83
1547,61
2810281,183
191303,183
154288,165
909932,450
1843488,375
909930,375
33024,371
2639160,93
2823317,93
626940,55
1737404,120
1737405,97
1570339,61
1798711,334
1117,334
3028117,334
1890424,103
1890426,67
1129,67
2626047,61
3079749,60
1890438,56
1297,166
188787,166
118964,106
183710,106
1298,106
200795,130
544448,105
31969,51
1783270,56484
68336,55955
976,55817
200643,28599
171549,28549
815,19264
816,11703
46506,6099
449673,896
820,392
674529,259
338188,246
28111,171
818,135
2646097,122
47678,101
371601,87
817,85
28116,68
909656,6300
821,3289
387090,155
357276,125
2005525,5297
375288,5293
823,1943
46503,902
2649774,352
2951805,350
2685834,78
387661,74
328812,57
171552,727
2974251,508
165179,408
577309,135
454155,95
762982,95
171550,542
239759,540
328814,369
717959,369
171551,143
836,141
36874,128
1853231,127
574697,68
283168,56
28118,56
2005519,77
397864,54
2645177,50
1965590,50
117743,19008
200644,19008
49546,17917
237,16571
196869,13392
1179672,453
1310418,123
3003258,91
1016,86
2762318,674
2782232,594
59732,555
246,131
117747,5259
200666,5259
84566,5227
28453,4253
2609468,1582
2795738,1010
2996035,267
2931400,214
2662364,310
34087,275
84567,666
2628915,135
2995161,96
984,62
485917,62
2201271,55
423349,72
768503,857
768507,857
2896860,448
120831,423
2909339,347
1853232,132
89966,94
2762286,63
89373,58
1853228,280
1853229,280
563835,280
79328,95
142182,488
219685,488
219686,488
219687,488
1706036,154
861299,154
173479,152
173480,54
379066,54
3237678,68
3062599,68
2818505,2170
32015,1246
29,1246
80811,1246
31,518
32,261
2648731,74
2831967,72
83461,76
1524215,274
161492,274
2918170,57
2620896,52
39,190
47,74
3031711,732
3031712,593
49,354
39643,219
56,124
55,50
2567896,50
1055686,130
1055688,130
927083,129
3031713,59
224463,59
53,59
2995304,59
3031714,52
224464,52
162027,52
80816,52
502025,52
1783257,1792
203682,1250
203683,1117
2691354,305
2691357,146
2691359,116
2691355,215
1914233,215
112,190
126,190
2691356,112
1763524,112
666505,58
74201,397
414999,214
415000,194
134623,194
178440,76
203494,146
48461,124
203557,111
32066,1579
203490,1579
203491,1579
203492,1492
848,1383
850,451
469616,451
856,358
57723,1526
1813735,699
2910145,699
2211325,699
2004797,699
1855912,274
2626009,207
2802971,207
204432,515
204433,372
204434,329
332160,118
1962910,118
1649475,118
1765019,64
1765020,64
533205,111
574975,89
574976,89
200940,1264
3031449,804
213115,804
194924,775
872,646
901,609
2035811,56
3031651,253
3031668,156
213422,156
28231,69
69541,76
213421,50
3024418,52
213118,52
29547,974
3031852,974
213849,967
72293,870
209,869
2593540,761
2849641,703
40117,938
203693,919
189778,919
189779,919
1234,908
42253,168
2973512,115
2652172,81
1936990,81
1325564,61
203691,354
203692,354
136,300
2845253,257
157,256
167,241
869209,241
3018035,155
3031419,97
2024979,97
263369,88
263370,68
28202,68
3031418,54
213481,54
213483,54
2759,23197
33154,23197
33208,23197
6072,23197
33213,23197
33511,23197
7711,23197
89593,23197
7742,23197
7776,23197
117570,23197
117571,23197
8287,23197
1338369,23197
32523,23197
32524,23197
40674,23197
32525,23197
9347,23197
1437010,23197
314146,23197
9443,23197
376913,23197
314293,23197
9526,23197
314295,23197
9604,23197
207598,23197
9605,23197
9606,23197
2157,15671
28890,15043
2283794,14685
183925,14676
2158,14676
2159,14676
2172,14633
2173,9722
420247,436
2638681,487
2870563,484
2290931,337
183963,303
2235,303
1963268,66
1644061,58
1783275,591
651137,573
1643678,481
1033996,298
1033997,298
497726,219
497727,109
1237085,109
31932,178
338190,178
1007082,68
2641124,68
2259673,68
338191,56
10239,22174
2731341,22167
2731360,22167
2731618,22166
2731619,22166
1982745,6601
1982746,1965
1636184,1965
1982747,1717
1636183,1717
2733105,6085
2734109,6085
2502409,6085
1978007,2882
2942964,2689
2942972,2688
2948688,2673
2955741,1426
2772067,1426
2955740,217
2772070,217
2942966,190
2942977,69
2946830,62
2946170,1945
1198136,1913
10663,1669
2560761,80
2024309,80
2560121,1018
2560782,1018
2044561,1018
2943001,765
2560222,549
2560848,549
1415148,549
2943016,94
2560065,666
2560071,660
2732968,654
2560422,101
1597976,101
2734045,56
2315766,56
2788787,329
2570911,218
2842320,236
2842411,232
2842582,227
2843988,227
926066,227
2731643,132
2731649,121
2732913,97
2733371,62
1264737,62
