TAXID,MS11770_kraken_2024-standard_conf0
1,773183
131567,747467
2,696709
1224,296789
1236,126759
91347,63514
543,59872
547,8098
354276,8063
299767,8043
561,6646
562,4582
1499973,159
544,1964
1344959,227
546,73
2890311,52
1903414,417
586,363
126385,149
158850,116
1903411,95
1903409,85
135614,41974
32033,40021
40323,28418
216778,3419
196198,2189
3055080,1006
2691571,162
2770322,112
1904944,77
3027225,65
995085,346
40324,218
2961925,93
3003272,323
128780,82
3003271,82
338,727
2643310,65
68,538
2635362,107
83614,212
2629088,141
83618,194
2645906,62
141948,68
490567,65
370777,65
1775411,407
75309,85
242605,79
231454,69
72274,8593
135621,8460
286,7839
196821,597
136842,500
86185,319
296,149
136841,105
287,73
136843,77
136845,52
2901164,52
2887365,84
2742,84
2887326,3057
468,3057
469,2581
196816,314
3120518,122
2853158,64
28090,163
2053287,123
497,417
196806,375
135623,661
641,661
662,478
657,142
1935446,92
135613,539
72276,208
106633,71
1046,199
135619,420
28256,337
2745,175
2609666,112
135622,282
267888,156
53246,154
135625,276
712,276
724,94
135618,251
403,238
413,56
416,52
1706369,148
1706373,70
48073,70
1692040,144
1692041,144
1692042,69
1675686,69
1744881,52
1620215,52
3060226,118
2689614,118
469322,118
465721,118
135624,105
84642,105
642,87
1775403,69
568386,69
28216,67711
80840,50454
80864,25898
34072,11567
663243,2384
2774875,964
3065954,116
2762322,88
2681552,73
1034889,56
34073,649
595537,82
436515,395
283,3189
2638500,549
2853257,458
285,228
225991,166
2796366,151
225992,85
363952,84
3046670,76
2743470,68
32013,66
1219032,66
80865,1111
80866,92
47420,835
2610897,483
2651974,98
1842537,58
795665,52
12916,585
2684926,366
3056107,82
52972,553
2638319,373
296591,107
174951,344
94132,344
365046,117
28065,314
2627954,103
238749,149
2649760,50
219181,76
3051137,69
75682,5256
29580,3133
29581,378
2610881,274
375286,193
2895353,924
149698,407
2609279,174
1522432,135
963,158
202907,97
303379,76
1809410,76
119060,3458
106589,664
82633,71
2640874,58
32008,555
87882,190
1822464,455
2615204,61
48736,225
209769,69
3122075,62
93217,173
1827195,77
2646786,52
506,2133
222,1206
1353891,229
3047478,92
2626865,77
517,279
152267,110
2626614,86
2975441,943
1114981,222
2627988,119
3037797,119
946333,97
93681,207
2626991,94
196013,95
316612,52
224471,290
92793,79
2620789,68
2898431,52
54066,61
212743,59
2640088,59
2753607,59
995019,72
32003,1884
2803844,861
2803845,861
2732067,408
2732487,283
2008793,318
311181,75
2609272,55
1981880,55
1054211,74
748811,74
1223802,74
3050898,59
2008790,199
919,137
2646513,78
3110231,52
1938335,52
1914471,52
90627,117
206379,97
35798,50
2772226,87
206389,1595
2008794,704
33057,308
2609274,125
12960,175
2629479,129
75787,355
146937,152
404405,104
551759,84
1769726,56
2008795,164
73029,81
2633351,53
206351,909
481,389
334107,175
153493,175
482,113
1499392,230
535,119
2897177,171
240411,89
356302,65
119066,50
28211,39665
356,15647
41294,3599
374,2586
2631580,704
1437360,58
1073,134
1076,81
1395974,78
82115,1391
227290,758
379,319
2613769,106
357,90
1612611,86
2643050,52
227292,229
28105,170
323620,106
2831106,885
46913,809
196773,557
2976680,366
69277,761
68287,534
325217,277
245876,54
2831100,642
85413,642
2653178,274
3068632,62
119045,431
407,268
186650,75
45401,426
29407,271
2619116,271
674703,271
81,90
335928,331
556257,125
331696,72
99,86
119042,229
212791,131
2632691,131
1894999,131
118882,157
2826938,146
234,54
2821832,122
255475,88
31993,85
133,64
2036754,60
28209,60
2843305,55
1632780,55
204457,4884
41297,3597
165697,1265
2614943,290
13687,864
196159,316
165695,226
2611147,94
165696,103
335929,264
2800788,81
1041,56
2820280,56
204458,4569
76892,4569
41275,3702
13160,1293
2622653,276
2591463,85
2774189,92
588932,51
75,186
20,123
2640670,68
2768684,89
2686094,89
204441,1369
2829815,360
191,211
204447,97
433,328
125216,97
3031144,200
2705399,200
2602016,90
2602015,62
41295,98
2844601,53
93,53
94,53
204455,1041
31989,480
265,175
2854170,367
2800060,60
69657,60
1783272,203035
201174,127096
1760,123695
85011,47106
2062,47106
1883,46022
2593676,14259
1535304,1984
2975928,810
2975742,227
2951988,226
3033809,223
2855836,193
2975930,185
2692235,182
3096009,157
2903781,157
2005885,154
3078227,135
2903859,126
2903752,117
3039421,100
2903773,88
701045,73
3096010,60
3026420,58
565560,50
629295,7005
1482561,3395
1892,3395
1482558,1720
1908,1720
1482601,1291
1919,1291
1477431,1275
1886,1261
67351,357
2849069,131
53451,131
68188,96
2838335,79
28894,76
85006,24596
85016,11472
162491,10601
2619021,10601
1179673,10601
1707,301
2620175,94
665568,62
85023,5161
33882,2895
2609290,476
2782166,373
33877,244
518733,150
412690,150
55968,118
2034,77
257496,54
190323,59
1268,1748
1663,1061
235627,525
2828862,413
199136,372
1742989,312
37930,114
256701,85
861360,85
1775880,52
57493,148
1275,78
85017,615
157920,448
1710,86
254250,61
85019,278
1696,271
85020,188
43668,184
2623841,79
145360,87
60919,87
2645534,52
85021,62
85007,12513
85025,9576
1827,8053
33008,2057
2840174,629
334542,302
1833,235
192944,275
1817,1349
2637762,948
2903594,870
53431,95
1762,1809
1866885,1007
2636767,578
2908837,448
3064286,104
1763,260
2642494,53
1653,389
1716,389
160386,82
1285583,82
1717,69
85026,80
2053,75
85029,80
37914,80
85008,9923
28056,9923
1873,8374
47871,3637
709883,601
2617518,396
709868,123
35753,150
1865,116
53365,53
2645785,53
2728827,53
2037,2965
2049,2965
28263,2439
131112,1374
28264,755
1654,259
2755559,66
2529408,191
131111,102
1660,67
85012,2443
2004,2191
83681,1785
2047744,1456
2000,273
2001,122
479432,122
2632669,74
2012,145
1988,116
83676,51
85009,1684
85015,1362
1839,1051
2615069,324
2931390,101
2040,84
31957,134
2726069,85
182639,85
2644121,59
85010,597
2070,597
1813,235
2618356,139
1847,79
85004,249
31953,249
1678,245
1643682,52
85030,52
84998,641
84999,490
84107,372
102106,359
74426,324
1643824,77
1643822,122
1643826,122
1497346,410
588673,309
320583,84
191494,84
2600303,66
84992,252
84993,252
633392,204
467975,63
84995,53
84996,53
84997,53
42255,53
1239,72049
186801,47666
186802,22055
31979,16048
1485,15081
1502,5061
1561,2771
1415775,270
2614128,113
1266,568
2619470,568
2726954,568
216572,3440
1905344,1383
1550024,1383
216851,981
853,214
2646395,85
2892396,542
2714355,430
2714353,98
1263,156
2608920,135
946234,63
292800,63
186806,1991
1730,1982
2041044,870
53442,449
1736,53
538999,110
1392389,50
1297617,50
3082720,12055
186804,11898
1501226,5085
1507512,4523
1115758,216
2626894,97
2724150,56
1849822,4704
1505,3509
1490,581
2743582,699
89152,699
1505652,140
1505657,123
261299,123
1870884,74
1496,74
3030910,87
86331,67
3085636,10821
186803,10796
2316020,2483
33039,2222
657313,2160
33038,161
2569097,1836
39488,1836
572511,1384
40520,387
411459,185
657314,173
1322,312
537007,312
418240,136
1121115,136
2648079,123
2479767,123
1912897,95
89014,72
189330,990
39486,573
88431,406
207244,924
649756,910
2944198,607
2763667,607
33042,309
410072,142
116085,99
1506553,247
29347,230
2719313,178
