TAXID,MS11669_kraken_2024-standard_conf0
1,1216849
131567,1213491
2,1183156
1224,491181
28211,198832
204457,71078
41297,57780
165697,24752
2614943,5787
2830667,542
2486273,463
2482763,453
1874061,405
2968500,303
1357916,277
2565556,247
2911495,222
3114367,215
1914525,195
2976533,187
292913,146
1866325,76
1515612,781
33050,777
2054227,458
180400,310
33052,259
2448440,259
310580,248
310581,248
267128,232
436663,177
117207,160
317655,160
13687,16647
196159,12001
1030157,8872
745310,375
3114300,148
1938607,147
3018446,105
3062169,104
3014784,88
2903960,69
3095343,68
2653203,64
1609977,119
2949093,82
93064,78
1327635,65
397260,61
1123269,61
2681549,55
2899123,53
2599297,52
165695,1004
2611147,463
13690,65
165696,931
158500,497
2644732,194
1649486,131
160791,50
2676233,102
2711215,63
2709685,97
1434046,91
2614947,71
335929,1068
2800788,256
1041,182
2633097,105
1111,50
2683265,50
1855416,160
361177,98
2614945,73
1295327,77
2800686,58
2820280,181
335405,134
335406,78
356,56141
2831106,9500
46913,8580
196773,3492
2976680,1788
2806348,187
3026161,162
2976459,146
3017325,100
1736675,85
2499144,77
1871048,71
3126689,56
3049774,55
400770,480
2917991,223
191302,213
2657486,178
2801335,176
2860336,70
2774137,57
1082930,88
1827478,50
1447062,50
82115,8735
323620,2693
352475,966
2643062,635
879274,198
2715959,115
227290,2006
379,949
2613769,277
357,267
1183400,88
358,69
1612611,134
2643050,84
1525371,109
227292,798
28105,583
2613772,241
1842534,207
663276,59
380,59
106591,137
106592,69
41294,7931
374,5700
2631580,1700
2782641,284
2782665,132
2954771,53
2831780,52
1437360,108
190148,73
2840469,69
1073,233
1076,132
2638247,66
1395974,149
2631404,62
1033,73
911,63
69277,4711
68287,2861
325217,1319
2654248,61
2108445,57
2725666,53
31988,618
2644704,163
2774562,59
245876,137
28100,102
2911176,60
2831100,3674
85413,3674
2653178,1406
2020412,230
2969621,117
2599640,109
1867715,102
2015316,82
1792307,80
3080057,61
3068632,371
151416,84
118882,967
2826938,894
234,525
2632610,109
94625,50
119045,682
407,403
2615210,74
186650,151
2617746,61
45401,583
29407,342
2619116,342
674703,342
81,149
2619925,68
335928,545
556257,214
331696,101
2638514,89
2562284,89
99,120
279,68
2821832,295
1406135,72
2624130,72
152161,71
150830,63
119042,286
212791,140
2632691,140
1894999,140
1734920,64
1235591,64
169055,58
2623691,58
2712222,58
255475,204
414371,103
293088,57
31993,153
133,122
45404,125
1156568,65
2843305,111
1632780,111
2813035,97
655351,72
655352,72
1002545,60
1002546,60
2843308,58
2036754,56
28209,56
2829814,53
204458,23511
76892,23511
41275,19124
13160,2712
2622653,1344
2591463,232
3015999,210
3015997,141
1938605,92
2561924,75
3021811,70
2861285,60
2774189,970
588932,364
74313,181
293,176
657642,133
172043,123
2774190,102
2800818,86
1312364,71
114552,62
213418,62
74329,58
20,656
2640670,372
3015177,175
2903901,141
284016,119
450851,119
75,577
2648921,129
88688,67
2768684,134
2686094,134
76890,80
2628350,54
204441,2956
2829815,644
191,365
204447,171
433,624
125216,154
3031144,509
2705399,509
2602016,188
2602015,162
41295,194
13134,70
1081,56
2844601,107
93,107
94,107
2844864,68
204455,2201
31989,970
265,373
2688777,56
2854170,768
74030,84
60136,79
191028,62
2800060,131
69657,131
85,83
2800059,78
2800061,78
1236,87551
135614,39773
32033,31535
40323,10235
216778,2158
196198,986
2691571,155
3055080,149
2770322,147
1904944,69
3027225,64
995085,289
40324,184
2961925,78
128780,87
3003272,60
338,1876
2643310,190
343,80
339,60
68,1826
2635362,255
2865112,76
435897,64
2763317,60
69,52
83618,1547
2645906,473
2995142,124
1664560,111
1871049,86
314722,132
128785,102
266062,54
83614,452
2629088,220
2901869,81
141948,432
1463158,113
2633315,85
2202149,52
490567,55
370777,55
1775411,3784
75309,1560
2621553,388
2778082,95
