TAXID,MS11669_kraken_2024-standard_conf0
3031330,83
3158582,58
416169,202
666685,145
582702,108
231454,410
2634549,163
3075430,56
445710,50
242605,183
70411,96
1453544,54
2976241,54
72274,21388
135621,21108
286,19232
196821,3586
3122079,117
1981174,101
2654238,92
2083054,61
136843,327
294,90
136841,160
287,68
122355,126
136842,125
296,65
136845,101
303,57
136849,88
62104,87
114707,87
1148509,70
2901164,156
136846,115
578833,87
316,80
2901189,129
2887365,142
2742,142
83889,52
91347,8068
1903411,4470
613,4260
28151,2845
629,77
543,2052
544,509
1344959,105
547,143
354276,77
561,113
562,65
2890311,111
570,76
1903412,252
568,126
569,55
1903409,138
53335,58
1903414,111
1903410,95
1706369,966
1706371,706
10,630
2624793,566
1945512,137
1706373,136
48073,136
2619833,61
135613,960
1046,361
67575,93
115860,76
72276,361
106633,128
1335745,60
3067276,59
135619,804
28256,569
2745,332
2609666,209
135620,93
224372,55
2887326,749
468,749
469,396
40214,52
497,326
196806,269
3060226,491
2689614,491
469322,491
465721,491
135622,475
267890,150
22,148
267888,133
53246,133
72275,91
135623,377
641,377
662,247
657,93
135618,365
403,343
413,94
416,70
72273,317
135616,280
40222,262
2881052,82
754476,80
135624,229
84642,229
642,181
1692040,215
1692041,215
1692042,97
1675686,97
1744881,89
1620215,89
1775403,105
568386,105
413435,69
2637139,69
2303331,69
135625,83
712,83
118969,63
28216,82904
80840,58553
80864,19903
47420,5824
2610897,3879
2651974,1588
434010,350
1842537,314
795665,150
2806347,141
2565558,65
2806262,58
3098762,54
65656,154
2716225,132
199682,81
199683,81
283,1947
2638500,354
2853257,264
225991,112
285,96
2796366,72
225992,55
34072,1649
663243,773
1034889,73
1795631,55
34073,264
12916,516
2684926,307
80878,56
28065,446
2627954,147
2509614,61
1842727,52
52972,443
2638319,265
296591,96
174951,215
94132,215
238749,175
2649760,75
80865,146
219181,128
665874,92
2626134,92
3051137,86
80867,54
201096,52
179636,52
506,10647
222,1950
217203,180
1353891,138
2626865,112
85698,78
2987599,1401
2987600,620
2962065,620
2028345,585
507,1045
511,209
259357,149
2813780,80
3136634,56
305976,741
2640016,741
1007105,675
2716226,57
517,726
2630031,96
1697043,55
94624,52
1148163,388
2631622,388
2901142,388
359336,162
2617606,59
3140381,59
546114,56
152267,148
2626614,118
2488560,51
290425,100
1921582,86
2987605,83
2979868,83
119060,5302
106589,941
2640874,85
82633,81
164546,66
68895,53
32008,906
87882,321
2613784,86
111527,75
1822464,885
2615204,110
48736,292
209769,72
3122075,61
3116862,68
93217,226
1827195,150
2646786,95
44013,109
2640945,60
75682,2681
2895353,1200
149698,548
2609279,231
1522432,164
212744,51
2620350,51
3039386,51
29580,268
2610881,157
375286,70
963,232
202907,84
303379,82
1809410,82
2975441,1319
93681,416
2626991,227
2877940,122
452439,56
452440,56
1114981,275
2627988,152
3037797,152
946333,120
196013,134
316612,90
34102,72
88,54
34029,54
395495,54
28067,50
28068,50
983917,50
224471,446
92793,115
2620789,94
2898431,73
32012,87
54066,72
212743,67
2640088,67
2753607,67
1597779,56
1597781,56
995019,62
32003,2471
2803844,753
2803845,753
2732067,346
2732487,283
90627,451
453161,286
453162,99
2647919,67
2559597,67
314343,51
2008793,411
3050898,98
1054211,84
748811,84
1223802,84
311181,79
2609272,53
1981880,53
157591,51
157592,51
378210,51
2639971,51
1842540,51
2008790,233
919,168
2646513,89
3110231,55
36861,60
292415,60
1938335,59
1914471,59
206379,158
35798,99
914,54
2772226,131
1778653,58
2772198,51
2715678,51
32011,92
206389,2188
2008794,987
33057,392
2609274,156
2005884,55
12960,243
2629479,173
418699,59
2891294,72
2016596,51
75787,459
146937,177
404405,119
551759,124
1769726,69
2008795,233
73029,98
2633351,66
206351,1080
1499392,341
535,194
481,295
482,106
2897177,242
240411,92
356302,72
2897176,57
119066,81
1783272,312395
201174,228589
1760,224403
85007,83912
85025,72076
1827,69573
33008,12274
2840174,4084
1833,2329
1289591,151
234621,129
1136179,129
334542,1254
192944,1544
2054902,289
1727214,169
2742603,124
1723645,116
1045808,114
2507582,74
3031999,71
2567884,51
2979332,624
43767,431
1543852,61
1817,289
2637762,63
1762,7685
1866885,4385
2636767,2597
2908837,2460
3064286,50
1763,577
2642494,152
670516,66
1653,687
1716,687
1705,175
160386,113
1285583,113
1697,51
85029,317
37914,317
322509,147
85026,156
2053,152
85006,37173
1268,19055
1663,18014
235627,16561
2828862,16199
1742989,309
256701,103
861360,103
37930,95
85016,7181
162491,6164
2619021,6164
1179673,6164
1707,592
2620175,140
2968084,80
85023,4345
33882,1530
2609290,347
235888,133
2632331,86
33877,107
2034,105
257496,69
55968,69
33886,65
337004,59
2680004,55
69578,54
518733,54
412690,54
46352,52
1573,51
85017,521
157920,348
1710,75
85019,284
1696,282
2614124,60
85020,167
43668,147
2623841,85
145360,164
60919,164
60920,104
446469,104
85021,116
53457,62
2805590,53
85011,28483
2062,28483
1883,27386
2593676,5600
2975928,1170
3078227,236
2929798,198
3096009,129
2903752,121
1535304,118
2903859,99
1736046,72
3026420,72
2903790,67
2692235,58
629295,4734
1482561,2553
1892,2553
1482601,1295
1919,1295
1303692,101
66883,498
1482558,85
1908,85
67351,205
1477431,147
1886,134
2849069,142
53451,142
2838335,55
2063,90
2633591,67
85009,15155
85015,14134
1839,12456
2615069,6044
2840457,4341
196162,171
2931390,93
2996826,65
2763008,63
2582905,55
1643322,81
2760089,66
2663857,52
2518371,52
2040,138
2044,89
2045,89
31957,266
1912216,64
72763,51
2726069,135
182639,135
2644121,103
85008,8873
28056,8873
1873,6832
47871,3363
2617518,380
2975986,61
709883,105
709868,93
35753,196
2621675,76
1865,188
2626549,101
53365,100
2645785,100
2728827,100
907364,67
673534,52
2631981,52
85004,6465
31953,6465
1678,6438
216816,1150
1682,245
1685,111
85010,982
2070,982
1813,333
2618356,162
1847,118
2619320,51
1835,59
2071,56
85012,654
2004,362
83681,160
2000,116
2632669,51
2012,151
1988,95
83676,92
2013,66
2037,212
2049,212
1654,97
2529408,55
1643682,86
85030,86
85013,62
74712,62
1497346,390
588673,301
320583,86
191494,86
2600303,73
2600304,50
2843198,51
2843199,51
2843200,51
84992,260
84993,260
633392,211
467975,50
84998,225
1643822,150
1643826,150
84111,103
2690837,69
84999,66
84995,69
84996,69
84997,69
42255,69
1239,79098
186801,47527
186802,40701
31979,40292
1485,39945
1502,18112
1561,267
2614128,59
216572,102
538999,65
3082720,5578
186804,5535
1849822,3431
1505,2980
1490,56
1501226,1353
1507512,1252
2743582,255
89152,255
3085636,474
186803,468
572511,205
1322,176
537007,176
2316020,81
33039,59
657313,56
91061,29879
1385,27229
186817,13715
1221880,11673
2636677,11628
2921549,1116
2303505,766
2829187,70
2804231,583
1467,583
1386,175
400634,123
2800373,106
86664,68
182709,50
90964,5602
1279,3774
246432,425
29385,50
2803850,1404
1296,1262
3076173,224
69966,186
186818,4497
1569,4142
1571,1499
3020056,1280
2647733,368
2921557,178
3056444,252
1649,75
1650,74
1372,69
186822,1387
44249,1205
185978,347
55080,52
186826,2134
81852,989
1350,861
1354,360
1352,51
2737,119
81947,61
186828,758
82800,637
82801,637
2747,92
2751,52
1300,161
1301,98
1357,62
186827,116
1375,97
51665,54
33958,67
909932,164
909929,84
1843490,56
1737404,119
1737405,92
526524,56
526525,56
1798711,546
1117,546
3028117,546
3079749,159
1890438,158
3081713,142
47251,142
2650499,142
2812896,139
1890424,124
1890426,89
1129,87
2626047,85
1297,281
188787,281
118964,176
183710,176
1298,176
68933,79
188786,79
200795,216
544448,71
29547,121215
3031852,121204
213849,120212
2808963,114060
28196,58917
1278212,14723
663365,14723
1054033,8237
1849015,2869
1054034,1156
913109,1152
1315211,845
2593671,469
944547,432
28199,466
572480,466
2961520,284
873191,197
1935204,96
2320140,53
2321111,7047
28197,2169
888827,158
1036172,149
944546,115
28198,2137
1032070,350
28200,330
1032239,180
1564138,318
255507,241
1355374,201
544718,133
1032240,133
708186,126
1032241,126
2321114,1197
1080223,343
603050,203
1032238,203
1032072,138
870501,138
1912871,127
197482,91
505249,67
2321115,801
2622948,273
2321133,273
663364,180
1462615,129
877500,116
2321187,444
1904463,379
1850254,57
72293,308
209,307
2593540,202
2849641,176
2771471,215
202746,213
72294,196
194,196
1783270,25812
68336,24786
976,24533
117747,8501
200666,8501
84566,8410
84567,4386
2628915,755
2995161,392
2482728,51
3140251,51
2201271,277
363852,141
2679963,141
984,140
485917,140
2605747,122
2895286,77
28453,1856
2609468,1333
2795738,821
2996035,174
1538644,147
423349,429
2617802,97
3088888,68
3088889,68
3036359,68
117743,6537
200644,6537
49546,5097
237,1762
196869,317
178469,248
2040469,117
616991,79
153265,159
76831,141
52959,100
104267,55
2762318,445
2782232,282
59732,201
1853230,92
332102,65
191579,65
755732,65
768503,1090
768507,1090
1853232,277
89966,189
89373,117
107,80
2896860,101
120831,65
563798,94
2762286,89
1433993,78
2321403,78
200643,948
171549,855
815,549
816,423
46506,252
909656,106
171552,81
171550,65
1970189,74
1853228,893
1853229,893
563835,893
79328,524
536979,276
1090,60
191410,60
191411,60
191412,57
1853220,54
1853222,54
1853224,54
142182,959
219685,959
219686,959
219687,959
173479,288
173480,121
379066,121
2732249,58
1706036,243
861299,243
3237678,198
3062599,198
2818505,4283
32015,2212
29,2212
80811,2212
31,634
32,207
83461,145
224458,52
2813578,52
39,445
47,155
83451,82
40,69
41,69
378806,69
1524215,388
161492,388
2620896,68
404589,53
2918170,67
2918171,52
1524213,56
1524214,56
1391653,56
3031711,1708
3031712,1469
49,865
39643,548
56,296
55,107
2567896,107
50,55
52,55
1055686,419
1055688,419
927083,419
1524216,78
1524217,78
1391654,78
3031714,91
224464,91
162027,91
80816,91
502025,91
3031713,76
224463,76
53,76
2995304,76
1783257,2527
203682,1706
203683,1571
2691354,533
2691359,290
2691417,197
2650471,133
2691357,189
2691355,273
1914233,273
113,76
112,260
126,260
118,60
2648843,60
2691356,175
1763524,175
666505,58
74201,665
414999,400
415000,376
134623,376
178440,105
2649488,66
1882749,66
203494,208
48461,177
203557,149
518753,84
2637149,57
57723,1865
1813735,852
2910145,852
2211325,852
2004797,852
1855912,328
2626009,266
2802971,266
204432,641
204433,467
204434,430
392733,55
388463,50
940557,50
332160,138
1962910,138
1649475,138
1765019,59
1765020,59
533205,125
574975,110
574976,110
44675,67
40117,1456
203693,1444
189778,1444
189779,1444
1234,1432
42253,236
2652172,157
1936990,157
2973512,133
1325564,108
1715989,55
3018035,1166
3031419,688
2024979,688
263369,655
263370,433
28202,433
146784,208
960,208
3031418,469
213481,469
213483,469
958,296
2633795,95
2862745,108
453816,108
1184267,108
200940,908
3031651,381
3031668,230
213422,230
2651583,80
28231,76
69541,122
213421,84
890,74
3031449,261
213115,261
194924,230
2035811,55
3024418,78
213118,78
32066,180
203490,180
203491,180
203492,155
848,132
203691,126
203692,126
136,66
1643688,51
170,51
68525,58
28221,58
1779134,52
2759,11309
33154,11309
33208,11309
6072,11309
33213,11309
33511,11309
7711,11309
89593,11309
7742,11309
7776,11309
117570,11309
117571,11309
8287,11309
1338369,11309
32523,11309
32524,11309
40674,11309
32525,11309
9347,11309
1437010,11309
314146,11309
9443,11309
376913,11309
314293,11309
9526,11309
314295,11309
9604,11309
207598,11309
9605,11309
9606,11309
2157,1031
1783275,535
651137,524
1643678,256
31932,222
338190,222
338191,133
651142,185
1825023,162
28890,482
2290931,448
183963,412
2235,412
1963268,99
1644056,73
1644061,62
10239,1391
2731341,1382
2731360,1382
2731618,1381
2731619,1381
2788787,447
2570911,395
2946646,189
2733124,186
2946175,99
2961508,99
1887657,99
2731643,83
2733193,77
2734251,77
2059856,77
2842320,56
2842570,53
