TAXID,MS11677_kraken_2024-standard_conf0
1,763509
131567,760962
2,710786
1783272,235883
1239,127130
186801,116391
186802,106105
31979,104489
1485,103477
1502,46862
1561,1277
1415775,73
2614128,77
216572,768
946234,248
292800,248
216851,173
1905344,60
1550024,60
186806,345
1730,340
2041044,191
53442,59
538999,86
3082720,6724
186804,6685
1501226,3164
1507512,3019
2626894,64
1849822,1868
1505,1232
1490,140
29358,61
2743582,905
89152,905
1870884,59
1496,59
3085636,1588
186803,1563
572511,308
1322,170
537007,170
2719313,296
208479,208
333367,86
518636,86
1506553,268
29347,259
2316020,141
33038,93
91061,8045
1385,5136
90964,3782
1279,2908
29385,354
246432,317
2803850,634
1296,370
42858,133
71237,90
3076173,114
69966,97
227979,50
186822,409
44249,335
185978,113
186817,298
1386,66
186818,244
1569,153
2647733,68
1649,59
1650,57
186826,2741
1300,1932
1301,1834
28037,98
2608887,95
1357,85
81852,386
1350,353
1354,51
186828,151
117563,93
2747,52
186827,94
1375,75
33958,89
526524,331
526525,331
128827,215
2749267,208
2583452,208
2810280,112
3025755,60
909932,180
909929,70
1843488,69
909930,69
33024,56
201174,105039
1760,99909
85012,17354
2004,15104
83681,7117
2047744,5695
2593643,137
2976003,70
2976002,66
2219224,80
1291556,71
404386,57
1122611,57
2000,5851
2632669,1771
2975950,590
2202249,112
2975951,67
2001,971
479432,971
106412,94
2005,127
2614687,53
2012,1404
1988,1077
2626254,270
2742128,158
1993,69
46165,57
2019,57
83676,121
2013,91
85006,16870
85016,6271
162491,5329
2619021,5329
1179673,5329
1707,626
2968084,241
2620175,116
85019,2978
1696,2973
273384,307
629680,275
2614124,119
3020906,53
2898795,113
85023,1804
33882,533
2609290,142
518733,117
412690,117
2034,86
257496,56
33877,74
235888,58
1268,1357
1742989,846
1775880,525
1663,252
235627,178
2828862,102
1331736,456
2828348,416
2675754,416
85020,414
43668,400
2623841,234
1903186,171
85017,345
157920,229
1710,54
85021,74
145360,57
60919,57
2805590,54
85008,13533
28056,13533
1873,6803
47871,2349
2617518,544
2975986,136
709868,98
47858,59
35753,4222
2621675,2121
2975959,1940
2862460,99
35754,448
47989,57
1865,157
2626549,69
53365,139
2645785,139
2728827,139
907364,61
673534,54
2631981,54
85011,8957
2062,8957
1883,8209
2593676,1497
629295,564
66883,237
1482601,216
1919,216
1482561,71
1892,71
68188,164
2063,79
2633591,60
85007,6867
85025,4246
1827,3688
33008,1131
192944,218
2840174,164
1833,80
334542,61
38310,50
1817,265
1762,1289
1866885,501
2636767,113
2908837,60
1763,296
2642494,78
1653,270
1716,270
85026,110
2053,105
85029,98
37914,98
85009,3050
85015,2686
1839,2107
2615069,576
2840457,163
196162,58
2040,159
31957,136
2726069,99
182639,99
2644121,79
85010,860
2070,860
1813,283
2618356,173
1847,100
165301,99
1835,70
1643682,805
85030,805
38501,360
2619396,118
3144973,50
1564165,70
88138,64
1860,59
85004,244
31953,244
1678,239
2037,170
2049,170
1654,92
85013,69
74712,69
1497346,1507
588673,1308
320583,522
191494,522
191495,365
469383,365
2627773,110
2600303,157
2600304,100
2997333,54
2758916,105
2758920,105
2976758,71
2976759,71
2884022,71
2843198,61
2843199,61
2843200,61
84992,491
84993,491
633392,421
467975,122
467976,50
2789775,79
2789776,79
1648491,64
2633173,64
2849779,64
3075137,54
2884263,54
84998,163
84999,110
84107,68
102106,63
1798711,364
1117,364
3028117,363
1890424,105
1890426,65
1129,65
2626047,64
1161,66
3079749,52
200795,158
1297,143
188787,143
118964,101
183710,101
1298,101
544448,76
31969,60
1224,179358
28211,60124
356,33731
41294,18027
374,14433
2631580,5486
2782641,1474
2782665,652
858422,281
2831780,153
2954771,83
3049772,65
3080013,63
3039158,62
190148,247
3056648,192
1274631,166
1437360,118
1355477,73
2840469,72
1073,155
1076,110
1395974,76
911,69
1033,65
2831100,1955
85413,1955
2653178,654
2020412,199
3068632,315
82115,1327
227290,786
379,356
2613769,124
357,66
1612611,53
227292,225
28105,160
323620,66
69277,1287
68287,862
325217,465
31988,136
119045,571
407,296
186650,98
2282523,89
45401,485
29407,323
2619116,323
674703,323
81,91
335928,447
556257,175
331696,87
2638514,72
2562284,72
99,87
152053,74
2615126,74
2709380,74
2831106,407
46913,296
196773,124
119042,250
212791,115
2632691,115
1894999,115
1734920,73
1235591,73
169055,52
2623691,52
2712222,52
2821832,123
255475,96
31993,93
133,78
2813035,69
2843305,65
1632780,65
45404,65
204457,3945
41297,2554
13687,821
196159,303
165697,498
2614943,149
165695,130
2611147,55
165696,79
335929,241
2800788,67
2820280,82
335405,60
204458,2684
76892,2684
41275,870
2622653,110
13160,92
20,668
2640670,274
2903901,141
3015177,96
284016,217
450851,217
75,380
2648921,79
2768684,56
2686094,56
204441,2583
41295,676
1231242,557
2594003,557
1081,55
2829815,439
191,260
204447,80
3031144,411
2705399,411
2602016,163
2602015,122
433,366
125216,68
2844601,60
93,60
94,60
204455,1204
31989,524
265,168
2854170,402
74030,53
60136,52
2800060,74
69657,74
1236,43343
135614,14608
32033,11619
40323,1493
196198,205
3055080,78
995085,133
40324,80
216778,90
68,1272
2635362,226
2904253,60
435897,63
69,53
1324796,52
338,1020
2643310,94
83618,749
2645906,238
2995142,66
1871049,51
128785,59
314722,55
83614,276
2629088,150
141948,238
2633315,60
1463158,54
490567,59
370777,59
1775411,946
75309,275
2621553,67
416169,51
231454,123
2634549,57
242605,88
323413,85
323415,85
1300342,85
72274,9497
135621,9354
286,8131
196821,1202
3122375,99
2954094,84
1880678,458
122355,243
136841,114
136843,114
136842,94
2600598,52
2901164,113
136846,73
578833,53
2887365,90
2742,90
91347,6039
543,3720
561,471
562,334
544,210
547,54
1903411,1419
629,1330
29484,506
630,455
1903414,122
1903409,102
1903412,90
1903410,81
135622,1075
267888,750
53246,748
166935,114
1315283,106
194690,54
267890,110
22,103
72275,68
135625,1057
712,1057
724,391
729,166
735,85
745,107
753,69
1649317,106
123824,106
2887326,946
468,946
497,578
196806,499
1699621,61
469,278
196816,53
135619,745
28256,493
2745,209
2609666,136
135620,136
135613,453
1046,181
72276,153
1706369,314
1706371,143
10,58
2624793,50
1706373,86
48073,86
135618,296
403,282
416,79
413,69
3060226,234
2689614,234
469322,234
465721,234
135623,183
641,183
662,140
135624,125
84642,125
642,90
118969,96
118968,54
1692040,63
1692041,63
72273,62
1775403,55
568386,55
28216,32018
80840,23142
80864,5895
34072,625
663243,285
34073,108
52972,612
2638319,334
296591,106
47420,537
2610897,357
2651974,130
12916,290
2684926,179
283,283
28065,278
2627954,90
174951,110
94132,110
665874,103
2626134,103
238749,76
219181,53
506,5230
222,3996
1353891,1038
3047478,124
2626865,104
217203,89
517,184
507,73
119060,3945
32008,1362
87882,404
2613784,50
1822464,493
2026199,100
106589,370
48736,159
93217,100
44013,96
1827195,59
75682,1462
29580,601
29581,77
2610881,57
2895353,426
149698,206
2609279,109
1522432,62
963,80
401469,51
2975441,474
1114981,127
2627988,62
3037797,62
946333,58
93681,125
2626991,56
196013,51
224471,156
995019,115
40544,71
206351,2017
