TAXID,MS11677_kraken_2024-standard_conf0
481,1665
334107,1121
153493,1121
482,302
1931275,53
326522,50
1499392,170
535,79
2897177,117
32003,1083
2803844,545
2803845,545
2732067,259
2732487,177
2008793,127
206379,93
914,64
2008790,76
919,57
90627,73
32011,57
206389,663
2008794,306
33057,110
12960,91
2629479,74
75787,143
146937,50
2008795,97
1783270,146168
68336,145053
976,144884
200643,130960
171549,130793
815,119593
909656,70586
821,37374
357276,1615
997877,76
387090,145
376805,63
667015,63
816,45612
46506,32143
449673,3780
47678,1828
338188,1192
28111,529
674529,517
818,321
28116,221
820,207
2646097,204
2755405,74
371601,132
817,104
291644,86
2650157,61
2792859,55
2005525,2297
375288,2285
46503,1098
823,361
2685834,78
1853231,1636
574697,940
1472416,282
544645,164
1472417,54
283168,692
28118,692
171550,970
239759,969
328814,498
717959,498
2585119,182
2005519,432
1348911,378
1501392,277
2751153,277
1099853,101
397864,54
171552,200
838,97
577309,69
171551,56
836,52
1970189,71
117743,4086
200644,4086
49546,3202
237,1744
196869,786
2478552,544
1016,110
52959,54
2762318,326
2782232,239
59732,149
2782231,54
1853228,3126
1853229,3126
563835,3126
79328,2612
536979,1769
2619133,130
2604421,70
117747,1549
200666,1549
84566,1300
84567,562
2628915,122
2995161,57
28453,239
2609468,72
423349,185
2617802,51
3088888,225
3088889,225
3036359,225
768503,997
768507,997
1853232,208
89966,125
2762286,174
1433993,144
2321403,144
2896860,114
120831,71
89373,89
107,65
563798,55
142182,1045
219685,1045
219686,1045
219687,1045
3237678,379
3062599,379
1706036,217
861299,217
173479,212
173480,74
379066,74
29547,29146
3031852,29146
213849,29125
72293,28738
209,28723
2593540,21174
2849641,19084
3040201,235
2849642,157
213,5346
37372,127
35817,115
56877,72
1002804,72
72294,161
194,161
260714,65
2808963,63
2818505,2835
32015,1597
29,1597
80811,1597
31,494
32,193
83455,60
83461,114
39,311
47,145
83451,81
1524215,229
161492,229
3031711,961
3031712,836
49,352
39643,208
56,123
55,71
2567896,71
1055686,287
1055688,287
927083,286
1524216,105
1524217,105
1391654,105
1783257,2290
203682,1312
203683,1224
2691354,528
2691359,348
2691417,274
2650471,201
2691357,141
2691355,180
1914233,180
112,176
126,176
118,55
2648843,55
2691356,94
1763524,94
74201,866
414999,671
415000,651
134623,651
178440,257
2649488,199
1882749,199
1961799,63
1838286,63
203494,129
48461,102
203557,89
203691,2277
203692,2277
1643688,2206
170,2206
171,2185
2633828,1361
3235172,1026
3235171,69
172,85
145259,85
136,57
32066,1238
203490,1238
203491,1238
203492,1086
848,914
850,314
469616,314
2764326,69
57723,1063
1813735,496
2910145,496
2211325,496
2004797,496
1855912,194
2626009,150
2802971,150
204432,351
204433,268
204434,246
332160,66
1962910,66
1649475,66
533205,75
574975,63
574976,63
200940,856
3031449,412
213115,412
194924,394
872,267
901,250
3031651,238
3031668,157
213422,157
28231,58
69541,75
213421,58
890,55
3024418,59
213118,59
40117,415
203693,406
189778,406
189779,406
1234,401
42253,69
3018035,231
3031418,158
213481,158
213483,158
958,109
3031419,67
2024979,67
263369,60
2323,127
1783234,127
95818,120
2759,36203
33154,36203
33208,36203
6072,36203
33213,36203
33511,36203
7711,36203
89593,36203
7742,36203
7776,36203
117570,36203
117571,36203
8287,36203
1338369,36203
32523,36203
32524,36203
40674,36203
32525,36203
9347,36203
1437010,36203
314146,36203
9443,36203
376913,36203
314293,36203
9526,36203
314295,36203
9604,36203
207598,36203
9605,36203
9606,36203
2157,3937
1783275,3464
651137,3459
1643678,1960
31932,1890
338190,1890
1007082,981
2641124,981
2259673,981
338191,472
2619919,64
1033996,63
1033997,63
651142,1305
1825023,1273
2647429,264
2259672,264
1353246,201
28890,457
2290931,312
183963,279
2235,279
1963268,52
2283794,138
183925,134
2158,134
2159,134
2172,120
2173,77
10239,1585
2731341,1581
2731360,1581
2731618,1578
2731619,1578
1978007,1249
2942966,620
2942977,340
2946830,218
2955499,64
2986420,64
2946811,108
2955382,51
2986419,51
2942974,158
2948644,91
2955559,91
2772084,91
2942965,520
2942967,520
2942979,476
2956046,430
2986405,430
2942963,83
2942971,83
2948774,83
2956035,50
2986395,50
2946646,100
2948775,79
2842320,99
2842570,96
