TAXID,MS11676_kraken_2024-standard_conf0
2886045,63
629680,142
1268,6444
1742989,4211
256701,1798
861360,1798
37930,1691
1775880,52
57493,594
1275,486
1663,502
235627,382
1652545,198
1742993,114
85023,5941
33882,2308
2609290,370
3019890,112
104336,77
518733,865
412690,865
46352,341
2615065,222
2810513,113
3153752,61
2034,249
257496,66
55968,212
2621730,103
2813744,102
96492,130
2627005,130
2994664,84
190323,102
33877,77
33886,57
85016,941
1707,608
2968084,245
2620175,96
162491,285
2619021,285
1179673,285
85020,835
43668,817
2623841,290
2759167,68
1903186,59
2017485,76
2017484,56
85021,613
53457,535
2649294,111
3115209,52
53458,87
2805590,258
125287,244
2615080,129
2908651,129
145360,65
60919,65
85008,14797
28056,14797
1873,13431
47871,8008
2617518,317
2975986,64
709883,132
709868,60
35753,148
2621675,59
1865,68
85012,10334
2004,8710
2000,6462
2632669,1963
2975950,683
2202249,104
2001,1042
479432,1042
106412,115
83681,379
2593643,80
2005,99
2012,1026
1988,873
46158,190
2626254,156
2742128,94
83676,60
85007,7350
85025,2349
1827,2073
33008,1012
192944,88
1817,134
1762,2096
1866885,833
2636767,239
3064286,116
2908837,90
1804,51
278137,51
1763,333
2642494,100
1653,1419
1716,1419
160386,463
1285583,463
1705,117
1697,57
1404244,52
1404245,52
85029,689
37914,689
322509,292
499555,52
85026,105
2053,104
85011,4511
2062,4511
1883,4052
2593676,1059
2975928,145
2063,56
85009,1895
85015,1580
1839,1140
2615069,297
2017486,52
402297,69
2040,233
1736691,67
2633570,61
31957,167
2726069,53
182639,53
85010,466
2070,466
1813,166
2618356,106
1847,76
2037,271
2049,271
1654,164
2755559,52
85004,58
31953,58
1678,53
84998,999
84999,856
84107,688
102106,608
147206,425
74426,139
1643824,61
1643822,62
1643826,62
1497346,274
588673,228
320583,62
191494,62
84992,150
84993,150
633392,123
1798711,282
1117,282
3028117,278
1890424,53
1297,166
188787,166
118964,121
183710,121
1298,121
544448,114
200795,95
1783270,85009
68336,84694
976,84539
117743,43502
200644,43502
49546,40653
237,36463
196869,31186
2478552,29996
1016,573
2640652,207
28189,146
28188,95
153265,239
101385,62
746697,62
76831,84
52959,83
104267,52
2762318,1811
2782232,1276
2782231,647
1241979,329
2038776,66
59732,382
2593645,112
59734,105
59735,91
1735111,88
3088764,72
2758037,72
200643,32849
171549,32656
815,24119
816,16841
46506,9709
449673,1579
28111,490
818,483
820,478
674529,257
371601,256
817,249
338188,203
2646097,143
2528203,59
329854,98
139043,94
162156,94
246787,81
1796613,60
2650157,59
291644,50
909656,4036
821,1196
387090,725
357276,570
376805,207
667015,207
2005525,1832
375288,1810
823,568
46503,118
2649774,51
171552,617
2974251,340
165179,230
838,153
577309,65
1853231,544
574697,531
544645,488
171551,134
836,127
36874,92
2005519,117
397864,106
2645177,69
1965590,69
171550,75
239759,72
1970189,73
117747,3298
200666,3298
84566,3258
84567,1424
2628915,284
2995161,175
2201271,71
363852,65
28453,1094
2609468,634
2795738,341
1538644,196
423349,140
768503,490
768507,490
1853232,102
89966,74
2896860,82
120831,60
563798,57
1853228,171
1853229,171
563835,171
79328,54
142182,289
219685,289
219686,289
219687,289
1706036,83
861299,83
173479,69
3237678,69
3062599,69
32066,17768
203490,17768
203491,17768
203492,15620
848,12389
850,2882
469616,2882
2764326,1256
856,411
861,257
849,150
469615,150
76859,138
2663009,130
859,124
76857,100
851,73
180162,521
188913,521
167639,288
544432,62
544433,62
1129771,353
32067,216
2633022,78
168808,52
187101,52
3072461,91
3072462,91
2996794,91
29547,3246
3031852,3244
213849,3229
72293,2089
209,2087
2593540,1836
2849641,1648
2808963,931
2321111,613
28198,514
1032070,334
28196,118
72294,127
194,127
2593542,61
2818505,1179
3031711,592
3031712,534
1055686,229
1055688,229
927083,229
49,218
39643,127
56,70
32015,493
29,493
80811,493
31,162
32,52
1524215,115
161492,115
39,89
1783257,1048
203682,665
203683,589
2691354,133
2691357,71
2691355,132
1914233,132
113,50
112,113
126,113
2691356,82
1763524,82
74201,281
414999,161
415000,153
134623,153
203494,97
48461,84
203557,69
57723,889
1813735,448
2910145,448
2211325,448
2004797,448
1855912,203
2626009,134
2802971,134
204432,260
204433,170
204434,144
332160,71
1962910,71
1649475,71
533205,56
200940,444
3031449,158
213115,158
194924,137
3031651,137
3031668,66
213422,66
69541,60
203691,349
203692,349
136,154
2845253,103
157,103
167,69
869209,69
1643688,146
170,146
171,138
2633828,84
40117,326
203693,321
189778,321
189779,321
1234,312
42253,62
3018035,275
3031419,180
2024979,180
263369,159
263370,80
28202,80
146784,74
960,74
3031418,84
213481,84
213483,84
958,74
2759,62457
33154,62457
33208,62457
6072,62457
33213,62457
33511,62457
7711,62457
89593,62457
7742,62457
7776,62457
117570,62457
117571,62457
8287,62457
1338369,62457
32523,62457
32524,62457
40674,62457
32525,62457
9347,62457
1437010,62457
314146,62457
9443,62457
376913,62457
314293,62457
9526,62457
314295,62457
9604,62457
207598,62457
9605,62457
9606,62457
2157,3527
28890,3099
2283794,2887
183925,2883
2158,2883
2159,2883
2172,2839
2173,1961
420247,102
2638681,74
2870563,73
2290931,201
183963,162
2235,162
1783275,411
651137,403
1643678,280
31932,203
338190,203
338191,114
1033996,74
1033997,74
10239,42928
2731341,42911
2731360,42911
2731618,42910
2731619,42910
2946170,19987
1198136,18062
10663,15837
2560761,616
2024309,616
2846205,120
2024321,120
1913652,114
1913651,1627
1980959,72
576789,72
1911928,8661
1914852,8658
1914855,971
1131317,971
1914853,217
399183,217
1914854,210
1327956,210
2560448,152
1675606,152
2560455,115
1981500,115
2560462,90
1720495,90
1914856,84
1446490,84
2842320,752
2842570,702
2843991,152
1162305,152
2843992,76
1162306,76
2843990,60
1162304,60
2731643,451
2731649,395
2732913,323
2733371,234
1264737,234
2946646,174
2733124,156
2788787,131
