TAXID,MS11683_kraken_2024-standard_conf0
1,1348904
131567,1336581
2,1284362
1783272,522988
201174,351920
1760,328085
85007,65010
85025,58234
1827,55707
223392,28000
192944,785
2567884,238
2962047,57
1829,465
103816,458
2840174,308
334542,205
1833,57
38310,136
33008,97
2811421,79
1830,61
1817,847
2637762,225
2975992,123
2979332,288
43767,217
1762,2654
1866885,1020
2636767,114
36814,72
710685,72
1763,601
2642494,131
2249310,59
670516,54
1653,437
1716,437
85026,254
2053,243
2657482,59
85029,96
37914,96
85028,63
2060,63
85006,38783
85016,13840
162491,9933
2619021,9933
1179673,9933
1707,3294
2968084,1682
2620175,393
2973977,80
1708,57
2819978,50
665568,65
85023,8050
33882,2951
2609290,1152
3019890,512
2048898,65
57043,81
2851649,62
33877,237
235888,224
2632331,119
2079791,59
2034,222
257496,171
55968,130
337004,118
33886,113
110932,107
2663824,73
46352,97
69578,76
2680004,62
1573,60
447237,54
85017,3749
157920,3488
1710,478
2624466,210
1906273,92
2587808,52
186188,63
254250,63
1268,2248
1663,978
199136,433
235627,333
2828862,68
1742989,533
37930,282
1775880,110
57493,120
1742993,89
32207,64
85019,1091
1696,1086
2614124,274
2886045,188
145360,514
60919,514
2645534,461
2714931,429
85021,314
53457,140
85020,201
43668,179
2623841,98
2805590,146
125287,68
265976,57
145357,94
145358,92
154116,92
1331736,73
626119,55
577468,72
85008,27204
28056,27204
1873,22364
47871,8639
709883,1342
2617518,1101
2975986,320
3018339,62
47858,107
285665,99
47850,89
35753,1096
2621675,414
2975959,331
2862460,70
35754,133
1865,316
2626549,138
673534,105
2631981,105
907364,90
390988,65
85009,24428
85015,21880
1839,17274
2615069,4406
2840457,1905
196162,159
2017486,149
2895565,129
2763008,123
2898796,121
2931390,105
110319,103
2582905,97
2996826,94
2592334,88
2760705,84
2917724,81
3044187,71
2662361,66
2976000,58
3036374,53
2486272,50
402297,204
2500546,141
2575440,133
2894081,131
2736757,119
2760089,117
2872154,109
2045452,107
1774216,106
1643322,103
2712223,101
2518371,101
2589074,99
3095075,90
3095076,87
449461,83
642780,83
160826,81
2518370,80
450734,79
1300347,79
2663857,79
2714938,78
2558918,78
2483798,77
419476,74
627624,67
2803858,65
433659,62
200618,62
2685869,58
1542737,57
2849501,57
2040,759
2633570,144
3009077,88
1736691,87
2044,181
2045,181
1546255,89
2621872,89
31957,491
72763,120
29404,106
2726069,468
182639,468
2644121,336
2805400,68
117156,68
117157,68
85011,23202
2062,23202
1883,20856
2593676,4432
1736046,265
2975712,85
2903774,80
1535304,54
2975928,50
629295,292
1482601,146
1919,146
66883,75
67345,279
35620,201
1535768,82
