TAXID,MS11679_kraken_2024-standard_conf0,MS11669_kraken_2024-standard_conf0,MS11774_kraken_2024-standard_conf0,MS11675_kraken_2024-standard_conf0,MS11683_kraken_2024-standard_conf0,MS11686_kraken_2024-standard_conf0,MS11673_kraken_2024-standard_conf0,MS11771_kraken_2024-standard_conf0,MS11775_kraken_2024-standard_conf0,MS11677_kraken_2024-standard_conf0,MS11670_kraken_2024-standard_conf0,MS11770_kraken_2024-standard_conf0,MS11676_kraken_2024-standard_conf0,MS11674_kraken_2024-standard_conf0,MS11684_kraken_2024-standard_conf0,MS11678_kraken_2024-standard_conf0
28105,101.0,583.0,190.0,144.0,225.0,0.0,299.0,140.0,162.0,160.0,111.0,170.0,164.0,0.0,0.0,130.0
118882,1218.0,967.0,163.0,624.0,297.0,118.0,0.0,122.0,1479.0,0.0,0.0,157.0,210.0,0.0,0.0,0.0
354349,1082.0,0.0,0.0,369.0,238.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0
2647013,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864102,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2834768,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826938,124.0,894.0,0.0,239.0,0.0,0.0,0.0,107.0,250.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0
2831106,1138.0,9500.0,830.0,1443.0,650.0,1325.0,212.0,658.0,4253.0,407.0,128.0,885.0,1622.0,0.0,1236.0,1494.0
46913,890.0,8580.0,687.0,1186.0,518.0,1206.0,137.0,573.0,3780.0,296.0,0.0,809.0,1417.0,0.0,1170.0,1396.0
196773,440.0,3492.0,243.0,289.0,212.0,746.0,0.0,183.0,1069.0,124.0,0.0,557.0,383.0,0.0,895.0,1030.0
2976680,241.0,1788.0,0.0,0.0,110.0,572.0,0.0,0.0,238.0,0.0,0.0,366.0,0.0,0.0,711.0,773.0
69277,987.0,4711.0,1959.0,817.0,1434.0,984.0,1949.0,721.0,1254.0,1287.0,781.0,761.0,1249.0,233.0,574.0,1148.0
68287,614.0,2861.0,893.0,577.0,1002.0,477.0,1417.0,538.0,818.0,862.0,530.0,534.0,897.0,163.0,304.0,684.0
325217,310.0,1319.0,439.0,313.0,543.0,218.0,759.0,290.0,394.0,465.0,285.0,277.0,451.0,102.0,174.0,338.0
2831100,650.0,3674.0,2309.0,182.0,485.0,755.0,301.0,459.0,979.0,1955.0,182.0,642.0,676.0,0.0,275.0,3404.0
85413,650.0,3674.0,2309.0,182.0,485.0,755.0,301.0,459.0,979.0,1955.0,182.0,642.0,676.0,0.0,275.0,3404.0
2653178,255.0,1406.0,801.0,0.0,266.0,268.0,182.0,202.0,418.0,654.0,0.0,274.0,291.0,0.0,112.0,1117.0
119045,413.0,682.0,519.0,547.0,647.0,321.0,784.0,338.0,302.0,571.0,336.0,431.0,495.0,145.0,270.0,569.0
407,247.0,403.0,343.0,300.0,394.0,181.0,393.0,194.0,160.0,296.0,185.0,268.0,221.0,0.0,145.0,330.0
335928,230.0,545.0,325.0,307.0,434.0,130.0,559.0,375.0,200.0,447.0,218.0,331.0,328.0,128.0,147.0,368.0
45401,220.0,583.0,368.0,330.0,558.0,137.0,485.0,318.0,315.0,485.0,239.0,426.0,368.0,163.0,200.0,351.0
29407,126.0,342.0,221.0,187.0,337.0,0.0,264.0,177.0,141.0,323.0,123.0,271.0,224.0,112.0,129.0,231.0
2619116,126.0,342.0,221.0,187.0,337.0,0.0,264.0,177.0,141.0,323.0,123.0,271.0,224.0,112.0,129.0,231.0
674703,126.0,342.0,221.0,187.0,337.0,0.0,264.0,177.0,141.0,323.0,123.0,271.0,224.0,112.0,129.0,231.0
119042,169.0,286.0,267.0,142.0,316.0,0.0,379.0,218.0,104.0,250.0,157.0,229.0,135.0,0.0,0.0,215.0
212791,101.0,140.0,108.0,0.0,163.0,0.0,173.0,133.0,0.0,115.0,0.0,131.0,0.0,0.0,0.0,0.0
2632691,101.0,140.0,108.0,0.0,163.0,0.0,173.0,133.0,0.0,115.0,0.0,131.0,0.0,0.0,0.0,0.0
1894999,101.0,140.0,108.0,0.0,163.0,0.0,173.0,133.0,0.0,115.0,0.0,131.0,0.0,0.0,0.0,0.0
204457,5964.0,71078.0,5844.0,2919.0,5562.0,7047.0,2583.0,2610.0,2295.0,3945.0,1604.0,4884.0,6187.0,520.0,2081.0,4827.0
41297,3801.0,57780.0,3524.0,2087.0,3005.0,4355.0,1605.0,1688.0,1620.0,2554.0,1132.0,3597.0,4504.0,351.0,1586.0,3696.0
165697,1370.0,24752.0,524.0,866.0,683.0,1859.0,133.0,208.0,483.0,498.0,147.0,1265.0,1490.0,0.0,739.0,1745.0
2614943,545.0,5787.0,139.0,194.0,267.0,460.0,0.0,0.0,118.0,149.0,0.0,290.0,368.0,0.0,301.0,535.0
2482763,143.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0
13687,970.0,16647.0,1163.0,403.0,979.0,854.0,681.0,614.0,354.0,821.0,339.0,864.0,1225.0,119.0,319.0,762.0
196159,299.0,12001.0,399.0,136.0,341.0,274.0,236.0,190.0,178.0,303.0,139.0,316.0,450.0,0.0,108.0,261.0
165695,144.0,1004.0,177.0,125.0,170.0,140.0,133.0,110.0,153.0,130.0,174.0,226.0,168.0,0.0,0.0,135.0
165696,116.0,931.0,121.0,111.0,152.0,0.0,0.0,110.0,0.0,0.0,0.0,103.0,100.0,0.0,0.0,117.0
335929,502.0,1068.0,282.0,221.0,766.0,693.0,264.0,196.0,195.0,241.0,144.0,264.0,273.0,0.0,122.0,269.0
204458,1828.0,23511.0,1696.0,4176.0,1896.0,2957.0,681.0,39542.0,601.0,2684.0,694.0,4569.0,3866.0,137.0,1971.0,1030.0
76892,1828.0,23511.0,1696.0,4176.0,1896.0,2957.0,681.0,39542.0,601.0,2684.0,694.0,4569.0,3866.0,137.0,1971.0,1030.0
41275,1204.0,19124.0,780.0,3350.0,936.0,2025.0,170.0,36615.0,394.0,870.0,344.0,3702.0,3105.0,0.0,1626.0,663.0
13160,166.0,2712.0,0.0,497.0,0.0,644.0,0.0,16042.0,0.0,0.0,0.0,1293.0,342.0,0.0,0.0,111.0
20,166.0,656.0,148.0,0.0,270.0,364.0,140.0,246.0,0.0,668.0,0.0,123.0,128.0,0.0,0.0,0.0
75,158.0,577.0,426.0,139.0,222.0,181.0,185.0,260.0,0.0,380.0,0.0,186.0,145.0,0.0,0.0,119.0
204455,859.0,2201.0,1076.0,1771.0,1472.0,592.0,1682.0,898.0,2339.0,1204.0,781.0,1041.0,2148.0,348.0,532.0,1018.0
31989,406.0,970.0,491.0,802.0,662.0,309.0,675.0,389.0,932.0,524.0,304.0,480.0,1366.0,184.0,259.0,477.0
265,159.0,373.0,172.0,372.0,230.0,130.0,240.0,134.0,349.0,168.0,104.0,175.0,1059.0,0.0,138.0,205.0
2854170,297.0,768.0,360.0,493.0,534.0,188.0,609.0,327.0,518.0,402.0,288.0,367.0,422.0,0.0,180.0,353.0
204441,842.0,2956.0,2101.0,1288.0,1889.0,536.0,5948.0,1034.0,1375.0,2583.0,1429.0,1369.0,1821.0,514.0,614.0,1416.0
433,314.0,624.0,403.0,320.0,483.0,155.0,703.0,258.0,429.0,366.0,281.0,328.0,333.0,117.0,183.0,351.0
2829815,210.0,644.0,348.0,275.0,507.0,157.0,1103.0,258.0,258.0,439.0,320.0,360.0,325.0,111.0,161.0,311.0
191,140.0,365.0,218.0,162.0,327.0,102.0,616.0,166.0,162.0,260.0,197.0,211.0,193.0,0.0,0.0,175.0
1783270,66726.0,25812.0,307487.0,209732.0,72721.0,164932.0,9734.0,96566.0,899083.0,146168.0,101404.0,56484.0,85009.0,7509.0,57601.0,142899.0
68336,65204.0,24786.0,306827.0,209194.0,70860.0,164387.0,8701.0,96135.0,898782.0,145053.0,100663.0,55955.0,84694.0,7395.0,57140.0,142296.0
976,64994.0,24533.0,306569.0,208880.0,70625.0,164232.0,8491.0,95916.0,898408.0,144884.0,100532.0,55817.0,84539.0,7348.0,56991.0,142053.0
200643,51567.0,948.0,294284.0,137054.0,60929.0,155131.0,5353.0,14501.0,824548.0,130960.0,28136.0,28599.0,32849.0,5105.0,46736.0,123756.0
171549,51490.0,855.0,293964.0,136732.0,60774.0,154772.0,5307.0,14423.0,823686.0,130793.0,28058.0,28549.0,32656.0,5071.0,46476.0,123512.0
815,44543.0,549.0,256075.0,117637.0,51872.0,129409.0,3803.0,12583.0,716671.0,119593.0,14867.0,19264.0,24119.0,3357.0,36218.0,86395.0
816,22176.0,423.0,149490.0,91737.0,26112.0,64161.0,1866.0,7985.0,252551.0,45612.0,10874.0,11703.0,16841.0,1462.0,14244.0,45046.0
46506,15790.0,252.0,101484.0,66996.0,18192.0,39068.0,493.0,5362.0,99935.0,32143.0,4188.0,6099.0,9709.0,603.0,7058.0,25933.0
449673,2006.0,0.0,15453.0,9443.0,2393.0,5098.0,0.0,768.0,21343.0,3780.0,540.0,896.0,1579.0,102.0,1024.0,3702.0
818,555.0,0.0,2341.0,1480.0,692.0,1915.0,0.0,134.0,16472.0,321.0,0.0,135.0,483.0,174.0,323.0,1771.0
338188,336.0,0.0,2971.0,565.0,399.0,1238.0,0.0,127.0,21563.0,1192.0,288.0,246.0,203.0,0.0,431.0,698.0
674529,264.0,0.0,2834.0,1800.0,415.0,207.0,0.0,0.0,8111.0,517.0,710.0,259.0,257.0,0.0,183.0,946.0
820,199.0,0.0,932.0,805.0,242.0,520.0,0.0,0.0,973.0,207.0,113.0,392.0,478.0,0.0,345.0,431.0
371601,195.0,0.0,319.0,507.0,211.0,353.0,0.0,0.0,1176.0,132.0,0.0,0.0,256.0,0.0,180.0,244.0
28111,168.0,0.0,1528.0,1025.0,202.0,220.0,0.0,0.0,3783.0,529.0,0.0,171.0,490.0,0.0,130.0,543.0
28116,146.0,0.0,473.0,284.0,140.0,174.0,0.0,0.0,1847.0,221.0,417.0,0.0,0.0,0.0,0.0,286.0
2646097,100.0,0.0,1045.0,452.0,160.0,646.0,0.0,0.0,1990.0,204.0,0.0,122.0,143.0,0.0,171.0,483.0
909656,19446.0,106.0,91348.0,17199.0,22042.0,55695.0,1599.0,3570.0,416486.0,70586.0,2093.0,6300.0,4036.0,982.0,15593.0,36603.0
821,10035.0,0.0,47601.0,8392.0,11172.0,18470.0,741.0,1773.0,217380.0,37374.0,884.0,3289.0,1196.0,363.0,6465.0,18918.0
357276,784.0,0.0,1910.0,592.0,846.0,793.0,0.0,114.0,7142.0,1615.0,368.0,125.0,570.0,0.0,688.0,1499.0
387090,542.0,0.0,1528.0,1085.0,776.0,20005.0,0.0,142.0,1376.0,145.0,133.0,155.0,725.0,179.0,2095.0,431.0
2005525,2530.0,0.0,5144.0,4943.0,3194.0,9169.0,631.0,231.0,26106.0,2297.0,2192.0,5297.0,1832.0,174.0,592.0,5990.0
375288,2520.0,0.0,5134.0,4917.0,3187.0,9160.0,627.0,229.0,26083.0,2285.0,2190.0,5293.0,1810.0,168.0,586.0,5975.0
46503,1679.0,0.0,1381.0,3146.0,2051.0,7024.0,0.0,120.0,12741.0,1098.0,1368.0,902.0,118.0,0.0,125.0,2698.0
823,221.0,0.0,1123.0,664.0,285.0,399.0,148.0,0.0,3505.0,361.0,138.0,1943.0,568.0,0.0,221.0,884.0
171552,351.0,0.0,1648.0,1526.0,418.0,1764.0,114.0,210.0,673.0,200.0,451.0,727.0,617.0,114.0,349.0,13113.0
577309,232.0,0.0,863.0,1184.0,266.0,1507.0,0.0,138.0,192.0,0.0,0.0,135.0,0.0,0.0,112.0,1005.0
454155,143.0,0.0,557.0,840.0,200.0,1103.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0
762982,143.0,0.0,557.0,840.0,200.0,1103.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0
171550,197.0,0.0,1050.0,613.0,193.0,522.0,0.0,0.0,11866.0,970.0,304.0,542.0,0.0,0.0,0.0,3980.0
239759,193.0,0.0,1049.0,607.0,185.0,520.0,0.0,0.0,11853.0,969.0,302.0,540.0,0.0,0.0,0.0,3975.0
328814,122.0,0.0,652.0,272.0,0.0,297.0,0.0,0.0,8988.0,498.0,177.0,369.0,0.0,0.0,0.0,2352.0
717959,122.0,0.0,652.0,272.0,0.0,297.0,0.0,0.0,8988.0,498.0,177.0,369.0,0.0,0.0,0.0,2352.0
117747,5598.0,8501.0,1170.0,29678.0,2737.0,1451.0,152.0,16810.0,5877.0,1549.0,460.0,5259.0,3298.0,172.0,5054.0,1449.0
200666,5598.0,8501.0,1170.0,29678.0,2737.0,1451.0,152.0,16810.0,5877.0,1549.0,460.0,5259.0,3298.0,172.0,5054.0,1449.0
84566,5534.0,8410.0,1113.0,29650.0,2652.0,1412.0,138.0,16763.0,5853.0,1300.0,436.0,5227.0,3258.0,168.0,5048.0,1391.0
28453,4831.0,1856.0,351.0,27091.0,2193.0,1016.0,0.0,13314.0,2178.0,239.0,0.0,4253.0,1094.0,0.0,4593.0,709.0
2609468,3050.0,1333.0,138.0,22581.0,1305.0,803.0,0.0,7582.0,1519.0,0.0,0.0,1582.0,634.0,0.0,3544.0,427.0
2961941,2751.0,0.0,0.0,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0
2996035,129.0,174.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,140.0,0.0
1010,413.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662364,299.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,403.0,0.0
84567,251.0,4386.0,442.0,1577.0,141.0,232.0,0.0,2466.0,2576.0,562.0,182.0,666.0,1424.0,0.0,265.0,380.0
423349,142.0,429.0,104.0,140.0,133.0,0.0,0.0,179.0,199.0,185.0,0.0,0.0,140.0,0.0,0.0,134.0
117743,2050.0,6537.0,3066.0,33246.0,1736.0,1783.0,694.0,55986.0,51026.0,4086.0,69562.0,19008.0,43502.0,1483.0,1615.0,3900.0
200644,2050.0,6537.0,3066.0,33246.0,1736.0,1783.0,694.0,55986.0,51026.0,4086.0,69562.0,19008.0,43502.0,1483.0,1615.0,3900.0
49546,1310.0,5097.0,2227.0,24085.0,1022.0,1272.0,515.0,38088.0,37436.0,3202.0,68161.0,17917.0,40653.0,1152.0,904.0,2512.0
237,510.0,1762.0,1234.0,14305.0,445.0,697.0,265.0,27927.0,20443.0,1744.0,65686.0,16571.0,36463.0,512.0,437.0,1251.0
1016,104.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,573.0,314.0,0.0,0.0
2762318,332.0,445.0,376.0,6517.0,293.0,288.0,0.0,15387.0,9330.0,326.0,703.0,674.0,1811.0,239.0,536.0,933.0
2782232,218.0,282.0,275.0,5143.0,226.0,204.0,0.0,14856.0,8303.0,239.0,607.0,594.0,1276.0,203.0,475.0,768.0
59732,160.0,201.0,190.0,1540.0,161.0,184.0,0.0,13176.0,1510.0,149.0,135.0,555.0,382.0,0.0,461.0,300.0
768503,1277.0,1090.0,899.0,745.0,1223.0,610.0,537.0,875.0,1137.0,997.0,435.0,857.0,490.0,0.0,386.0,958.0
768507,1277.0,1090.0,899.0,745.0,1223.0,610.0,537.0,875.0,1137.0,997.0,435.0,857.0,490.0,0.0,386.0,958.0
2762286,388.0,0.0,185.0,140.0,254.0,135.0,0.0,138.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,204.0
1433993,365.0,0.0,166.0,114.0,224.0,123.0,0.0,123.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,176.0
2321403,365.0,0.0,166.0,114.0,224.0,123.0,0.0,123.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,176.0
1853232,169.0,277.0,199.0,154.0,316.0,128.0,189.0,177.0,121.0,208.0,132.0,132.0,102.0,0.0,0.0,229.0
89966,113.0,189.0,142.0,0.0,191.0,0.0,148.0,106.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,159.0
1853228,1075.0,893.0,2216.0,325.0,858.0,2104.0,636.0,1567.0,219.0,3126.0,215.0,280.0,171.0,108.0,995.0,8213.0
1853229,1075.0,893.0,2216.0,325.0,858.0,2104.0,636.0,1567.0,219.0,3126.0,215.0,280.0,171.0,108.0,995.0,8213.0
563835,1075.0,893.0,2216.0,325.0,858.0,2104.0,636.0,1567.0,219.0,3126.0,215.0,280.0,171.0,108.0,995.0,8213.0
79328,548.0,524.0,1656.0,165.0,233.0,1631.0,293.0,971.0,0.0,2612.0,0.0,0.0,0.0,0.0,837.0,7438.0
536979,362.0,276.0,1106.0,0.0,0.0,1178.0,178.0,618.0,0.0,1769.0,0.0,0.0,0.0,0.0,510.0,6026.0
142182,1463.0,959.0,622.0,483.0,1772.0,497.0,990.0,394.0,250.0,1045.0,700.0,488.0,289.0,0.0,432.0,553.0
219685,1463.0,959.0,622.0,483.0,1772.0,497.0,990.0,394.0,250.0,1045.0,700.0,488.0,289.0,0.0,432.0,553.0
219686,1463.0,959.0,622.0,483.0,1772.0,497.0,990.0,394.0,250.0,1045.0,700.0,488.0,289.0,0.0,432.0,553.0
219687,1463.0,959.0,622.0,483.0,1772.0,497.0,990.0,394.0,250.0,1045.0,700.0,488.0,289.0,0.0,432.0,553.0
3237678,458.0,198.0,128.0,0.0,458.0,114.0,242.0,0.0,0.0,379.0,164.0,0.0,0.0,0.0,0.0,132.0
3062599,458.0,198.0,128.0,0.0,458.0,114.0,242.0,0.0,0.0,379.0,164.0,0.0,0.0,0.0,0.0,132.0
1706036,341.0,243.0,202.0,146.0,458.0,154.0,262.0,115.0,0.0,217.0,185.0,154.0,0.0,0.0,147.0,142.0
861299,341.0,243.0,202.0,146.0,458.0,154.0,262.0,115.0,0.0,217.0,185.0,154.0,0.0,0.0,147.0,142.0
173479,337.0,288.0,131.0,124.0,383.0,119.0,201.0,113.0,0.0,212.0,163.0,152.0,0.0,0.0,0.0,159.0
173480,178.0,121.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379066,178.0,121.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29547,6292.0,121215.0,6610.0,15553.0,7765.0,24403.0,616.0,5509.0,34635.0,29146.0,2769.0,974.0,3246.0,3009.0,4404.0,6816.0
3031852,6291.0,121204.0,6610.0,15551.0,7764.0,24399.0,615.0,5509.0,34625.0,29146.0,2766.0,974.0,3244.0,3009.0,4404.0,6814.0
213849,6276.0,120212.0,6596.0,15514.0,7759.0,24379.0,612.0,5499.0,34573.0,29125.0,2746.0,967.0,3229.0,3008.0,4397.0,6795.0
72294,4243.0,196.0,0.0,7235.0,5592.0,1385.0,0.0,0.0,316.0,161.0,167.0,0.0,127.0,156.0,0.0,3490.0
194,4243.0,196.0,0.0,7235.0,5592.0,1385.0,0.0,0.0,316.0,161.0,167.0,0.0,127.0,156.0,0.0,3490.0
201,2309.0,0.0,0.0,4142.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488545,1081.0,0.0,0.0,2051.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031536,127.0,0.0,0.0,357.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72293,1922.0,308.0,6194.0,7973.0,2051.0,22782.0,519.0,5344.0,32892.0,28738.0,487.0,870.0,2089.0,2751.0,4306.0,3107.0
209,1922.0,307.0,6188.0,7969.0,2047.0,22767.0,517.0,5341.0,32864.0,28723.0,487.0,869.0,2087.0,2750.0,4303.0,3100.0
2593540,1030.0,202.0,3349.0,4585.0,1191.0,16752.0,279.0,4893.0,855.0,21174.0,154.0,761.0,1836.0,2239.0,3856.0,562.0
2849641,922.0,176.0,3079.0,4199.0,1097.0,15300.0,253.0,4420.0,775.0,19084.0,142.0,703.0,1648.0,2033.0,3527.0,505.0
37372,343.0,0.0,2105.0,2208.0,279.0,292.0,102.0,0.0,1703.0,127.0,226.0,0.0,0.0,292.0,128.0,728.0
213,303.0,0.0,148.0,543.0,352.0,4040.0,0.0,0.0,27018.0,5346.0,0.0,0.0,0.0,0.0,0.0,1399.0
56877,101.0,0.0,168.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002804,101.0,0.0,168.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818505,5604.0,4283.0,2330.0,2456.0,5536.0,3074.0,2769.0,1564.0,886.0,2835.0,1721.0,2170.0,1179.0,539.0,1603.0,3544.0
32015,3352.0,2212.0,1181.0,1203.0,3444.0,2150.0,1544.0,823.0,448.0,1597.0,791.0,1246.0,493.0,275.0,794.0,2133.0
29,3352.0,2212.0,1181.0,1203.0,3444.0,2150.0,1544.0,823.0,448.0,1597.0,791.0,1246.0,493.0,275.0,794.0,2133.0
80811,3352.0,2212.0,1181.0,1203.0,3444.0,2150.0,1544.0,823.0,448.0,1597.0,791.0,1246.0,493.0,275.0,794.0,2133.0
31,975.0,634.0,308.0,326.0,1039.0,1145.0,409.0,190.0,113.0,494.0,223.0,518.0,162.0,0.0,195.0,719.0
32,260.0,207.0,124.0,122.0,290.0,519.0,139.0,0.0,0.0,193.0,101.0,261.0,0.0,0.0,0.0,205.0
83461,212.0,145.0,0.0,0.0,257.0,205.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,132.0
39,632.0,445.0,197.0,211.0,608.0,209.0,272.0,187.0,0.0,311.0,128.0,190.0,0.0,0.0,163.0,355.0
47,226.0,155.0,0.0,101.0,271.0,0.0,123.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,152.0
83451,133.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524215,367.0,388.0,278.0,302.0,488.0,238.0,397.0,169.0,146.0,229.0,198.0,274.0,115.0,0.0,189.0,322.0
161492,367.0,388.0,278.0,302.0,488.0,238.0,397.0,169.0,146.0,229.0,198.0,274.0,115.0,0.0,189.0,322.0
3031711,1758.0,1708.0,860.0,979.0,1669.0,686.0,908.0,593.0,373.0,961.0,749.0,732.0,592.0,202.0,629.0,1082.0
3031712,1478.0,1469.0,677.0,833.0,1403.0,559.0,731.0,458.0,287.0,836.0,632.0,593.0,534.0,166.0,529.0,893.0
1055686,679.0,419.0,178.0,180.0,645.0,161.0,146.0,0.0,0.0,287.0,170.0,130.0,229.0,0.0,162.0,213.0
1055688,679.0,419.0,178.0,180.0,645.0,161.0,146.0,0.0,0.0,287.0,170.0,130.0,229.0,0.0,162.0,213.0
927083,676.0,419.0,178.0,180.0,644.0,160.0,146.0,0.0,0.0,286.0,170.0,129.0,229.0,0.0,162.0,212.0
49,439.0,865.0,372.0,488.0,508.0,285.0,456.0,276.0,192.0,352.0,349.0,354.0,218.0,0.0,280.0,525.0
39643,263.0,548.0,229.0,291.0,290.0,172.0,277.0,171.0,125.0,208.0,221.0,219.0,127.0,0.0,171.0,314.0
56,139.0,296.0,134.0,166.0,168.0,102.0,159.0,0.0,0.0,123.0,139.0,124.0,0.0,0.0,104.0,180.0
1524216,182.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
1524217,182.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
1391654,182.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
3031714,103.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224464,103.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162027,103.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80816,103.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502025,103.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783257,2164.0,2527.0,2246.0,1504.0,3157.0,1514.0,2851.0,1569.0,1243.0,2290.0,1454.0,1792.0,1048.0,474.0,1123.0,1758.0
203682,1090.0,1706.0,1373.0,973.0,1356.0,1024.0,1635.0,975.0,731.0,1312.0,966.0,1250.0,665.0,355.0,814.0,1141.0
203683,990.0,1571.0,1225.0,872.0,1221.0,944.0,1494.0,879.0,656.0,1224.0,879.0,1117.0,589.0,330.0,741.0,1060.0
2691354,374.0,533.0,406.0,218.0,346.0,401.0,301.0,288.0,172.0,528.0,197.0,305.0,133.0,0.0,209.0,277.0
2691359,236.0,290.0,192.0,0.0,146.0,288.0,121.0,146.0,0.0,348.0,0.0,116.0,0.0,0.0,103.0,117.0
2691417,182.0,197.0,119.0,0.0,0.0,242.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
2650471,118.0,133.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
2691357,115.0,189.0,165.0,105.0,144.0,0.0,134.0,117.0,104.0,141.0,101.0,146.0,0.0,0.0,0.0,138.0
112,156.0,260.0,252.0,153.0,206.0,137.0,252.0,148.0,121.0,176.0,152.0,190.0,113.0,0.0,150.0,178.0
126,156.0,260.0,252.0,153.0,206.0,137.0,252.0,148.0,121.0,176.0,152.0,190.0,113.0,0.0,150.0,178.0
2691355,144.0,273.0,217.0,193.0,257.0,131.0,469.0,145.0,138.0,180.0,228.0,215.0,132.0,135.0,123.0,192.0
1914233,144.0,273.0,217.0,193.0,257.0,131.0,469.0,145.0,138.0,180.0,228.0,215.0,132.0,135.0,123.0,192.0
74201,937.0,665.0,736.0,423.0,1629.0,403.0,1063.0,493.0,408.0,866.0,379.0,397.0,281.0,0.0,230.0,509.0
414999,744.0,400.0,498.0,177.0,1355.0,244.0,750.0,365.0,109.0,671.0,164.0,214.0,161.0,0.0,100.0,300.0
415000,722.0,376.0,468.0,165.0,1318.0,237.0,728.0,353.0,0.0,651.0,156.0,194.0,153.0,0.0,0.0,278.0
134623,722.0,376.0,468.0,165.0,1318.0,237.0,728.0,353.0,0.0,651.0,156.0,194.0,153.0,0.0,0.0,278.0
178440,343.0,105.0,143.0,0.0,585.0,0.0,355.0,161.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0
2649488,306.0,0.0,0.0,0.0,478.0,0.0,293.0,125.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0
1882749,306.0,0.0,0.0,0.0,478.0,0.0,293.0,125.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0
203494,115.0,208.0,196.0,205.0,180.0,129.0,233.0,0.0,263.0,129.0,178.0,146.0,0.0,0.0,112.0,165.0
32066,2116.0,180.0,9942.0,14656.0,2243.0,3899.0,854.0,467.0,13794.0,1238.0,885.0,1579.0,17768.0,1139.0,21199.0,28498.0
