TAXID,MS11774_kraken_2024-standard_conf0
1,1810896
131567,1746531
2,1644803
1783272,760308
201174,580750
1760,570080
85012,268275
2004,250726
2000,183837
2632669,56813
2975950,18515
2975951,5385
2202249,2285
2903899,1015
2903898,532
2975949,480
2001,27391
479432,27391
106412,2874
83681,11550
2593643,2328
2976002,1286
2976003,993
404386,1840
1122611,1840
2047744,1226
2219224,1133
93944,692
1955412,486
1909395,486
1291556,477
2005,2560
2614687,1113
2903583,572
3144104,387
568844,675
147067,300
2006,300
2871671,100
2871672,100
3031114,100
2012,1950
1988,1147
2626254,392
2742128,252
1219491,68
2750812,123
1993,115
46165,109
46158,86
2019,290
2020,138
471852,138
1411117,137
58122,154
2642701,154
2976007,154
667113,120
2624323,120
2903557,120
83676,557
2013,274
280236,91
1235441,91
83677,126
2913367,61
2820884,61
104204,50
2498135,50
85011,52178
2062,52178
1883,46158
2593676,11564
2975923,305
3028710,284
2975928,175
2705439,149
2903670,138
2975917,135
2975740,134
3238634,115
2903651,114
3238625,114
3075199,106
2975752,75
2801029,69
2975708,64
2903787,60
3075825,50
2903881,50
193462,948
629295,891
1482601,654
1919,654
1482561,77
1892,77
66883,69
2838335,127
2839105,121
1912,61
68042,57
58346,89
3051092,67
1690221,58
1969,54
2710756,53
1906,52
35621,50
1223523,50
2063,513
2633591,254
2991545,95
2699295,69
2699296,69
2995702,67
235986,51
228398,55
2643834,55
85008,23834
28056,23834
1873,17507
47871,2756
2617518,2192
2975986,732
3018339,139
2903586,121
2903585,79
2975977,70
709868,1091
709883,544
47858,240
285665,156
1881,51
35753,2097
47989,936
2621675,557
2975959,389
2862460,157
35754,132
53359,56
1865,323
2626549,115
673534,94
2631981,94
265431,93
2627926,93
907364,91
53365,83
2645785,83
2728827,83
338583,61
338584,61
85006,7521
85023,2856
33882,781
2609290,223
518733,200
412690,200
55968,195
2621730,76
2813744,70
33877,109
190323,82
2034,81
257496,55
33886,56
46352,55
110932,52
1268,1186
1663,392
235627,266
1742989,188
256701,94
861360,94
1742993,105
2647000,87
1742990,57
2639426,57
85016,1113
162491,737
2619021,737
1179673,737
1707,294
2620175,100
85021,291
2805645,105
443156,105
53457,64
85017,105
157920,52
85020,84
43668,77
2805590,69
85019,67
1696,61
85007,6609
85025,2915
1827,1855
33008,546
192944,143
2840174,63
1817,850
2637762,311
2975990,218
204891,59
1762,2150
1866885,778
2636767,97
1763,486
2642494,115
120793,76
1764,51
1653,417
1716,417
85026,190
2053,176
85010,2686
2070,2686
1813,783
2618356,425
1835,247
1836,71
1847,224
2619320,98
43356,170
43357,87
1449976,87
2071,133
2593673,77
165301,121
2643253,96
1851,109
2029,109
860235,109
65496,104
85009,2498
85015,1693
1839,1233
2615069,309
2040,157
31957,326
29404,75
72763,56
2726069,291
182639,291
2644121,246
2903578,55
2037,360
2049,360
1654,162
2529408,129
1660,79
85013,190
74712,190
1854,60
2994362,57
2994368,57
298653,57
1643682,123
85030,123
38501,52
85004,66
31953,66
1678,63
1643684,59
85031,59
53460,59
85014,56
85034,56
283810,52
283811,52
446470,52
84998,764
84999,550
84107,370
102106,327
147206,171
74426,101
1643824,84
1643822,152
1643826,152
1497346,438
588673,327
320583,81
191494,81
2600303,81
2600304,66
2843198,61
2843199,61
2843200,61
84992,303
84993,303
633392,256
467975,82
1239,169086
186801,134395
186802,76680
31979,73768
1485,72979
1502,30855
107819,68
1561,1847
1415775,172
2614128,207
1155388,63
411486,55
216572,1906
216851,552
853,157
718252,56
411483,76
2646395,65
946234,289
292800,289
2172004,203
2108523,203
1905344,149
1550024,149
1263,148
2608920,118
2892396,66
2842531,66
2780922,66
186806,213
1730,210
53442,81
2624479,63
2841528,63
538999,140
3082720,30771
186804,30524
2743582,16814
89152,16814
1501226,7191
1507512,6742
2626894,169
2724150,129
1849822,4211
1505,3062
1490,191
29358,95
1870884,231
1496,227
1505652,57
3030910,107
3085636,19984
186803,19911
2316020,4648
33039,2236
657313,984
33038,2018
46228,260
471875,260
572511,4524
1322,1485
537007,1485
1912897,889
40520,369
657314,168
411459,110
418240,193
1121115,193
33035,165
89014,124
2877527,74
2648079,53
2479767,53
1506553,1845
29347,1749
2569097,768
39488,768
189330,714
88431,532
39486,158
841,339
166486,153
2637578,71
33042,298
410072,202
116085,64
1766253,218
39491,218
207244,153
649756,117
3076670,126
3028070,126
2719313,105
208479,59
2719231,84
1649459,79
154046,79
2944193,75
2763672,75
830,54
91061,22941
186826,13236
81852,9752
1350,9509
1352,2127
1354,1867
1351,493
53345,363
2737,188
2738,126
1300,2628
1301,2569
1329,226
1307,142
2608887,110
1304,53
33958,374
46255,229
137591,211
186828,174
2747,123
2751,70
186827,90
1375,79
1385,9356
186818,6806
1649,6480
1650,6359
648800,136
2637870,111
2048654,101
1569,80
90964,1188
1279,852
2815305,457
283734,333
3076173,164
69966,134
2803850,106
1296,56
186817,423
1386,82
186822,338
44249,253
185978,92
526524,5082
526525,5082
128827,3399
2749267,3159
2583452,3159
2810280,1639
3025755,847
1547,820
135858,589
2643636,221
2478954,221
100886,174
2678885,178
1982626,178
909932,590
1843488,409
909930,409
33024,390
2639160,74
2823317,74
626940,64
909929,110
1843491,88
158846,53
437897,51
1737404,249
1737405,230
1570339,184
543311,129
33033,129
1798711,523
1117,523
3028117,523
3079749,143
1890438,141
3081713,129
47251,129
2650499,127
2812896,120
1890424,135
1890426,106
1129,104
2626047,98
1161,71
1297,214
188787,214
118964,127
183710,127
1298,127
68933,65
188786,65
200795,128
544448,119
31969,77
1224,353815
1236,190202
91347,113780
543,106199
561,22570
562,9683
2854732,355
83334,209
1499973,7865
208962,78
544,20924
1344959,2861
546,1271
2644389,87
2890311,233
570,107
573,59
160674,85
547,172
354276,145
299767,110
620,99
622,54
702,85
703,85
1903414,1812
586,1734
158850,1284
126385,160
1903411,217
629,104
613,76
1903409,89
1903412,64
135614,23255
32033,20613
40323,4563
196198,572
3055080,272
2770322,63
995085,228
40324,139
2961925,52
216778,177
128780,110
3003271,58
68,3757
2635362,545
2904253,370
435897,501
84531,492
69,70
338,1188
2643310,135
339,61
83618,718
2645906,215
2995142,61
314722,56
128785,50
83614,219
2629088,105
141948,168
1775411,540
231454,125
2634549,61
75309,110
242605,75
72274,21043
135621,20784
286,16539
196821,2147
3074146,268
2994661,196
2604941,106
2866808,68
3133144,53
62104,759
114707,759
136841,430
53406,254
136845,107
303,53
136843,101
136842,78
640205,74
136849,67
2901164,196
136846,125
578833,82
316,72
2901261,144
521720,144
2901189,76
2887365,84
2742,84
