TAXID,MS11774_kraken_2024-standard_conf0
2887326,8716
468,8716
469,4307
196816,1629
3120518,1113
1646498,282
40214,304
28090,76
202951,51
497,4291
196806,3845
3043330,499
1699621,349
2708350,256
1699623,206
2772254,203
3240930,94
3064892,71
135623,5930
641,5930
662,2868
2614977,166
3035453,121
47951,121
29497,111
136468,87
657,2536
1935446,1468
875932,392
659,120
511678,206
40269,91
668,75
135622,3659
267890,2310
22,2300
62322,372
196818,78
2726434,56
267888,1191
53246,1190
166935,127
1315283,117
194690,92
135613,885
1046,513
67575,299
115860,291
2545632,254
72276,256
106633,91
1335745,69
135619,509
28256,353
2745,188
2609666,105
135620,75
135618,293
403,260
413,90
416,66
3060226,289
2689614,289
469322,289
465721,289
135625,195
712,195
1706369,172
1706371,75
1706373,57
48073,57
135624,153
84642,134
642,110
1692040,135
1692041,135
1692042,64
1675686,64
1775403,76
568386,76
413435,57
2637139,57
2303331,57
28216,47863
80840,29055
80864,8666
34072,1295
663243,687
282217,113
1034889,53
34073,145
283,685
2638500,83
12916,571
2684926,357
2518343,61
3056107,54
52972,487
2638319,371
296591,95
47420,470
2610897,264
2651974,59
238749,304
2649760,140
2714925,58
174951,270
94132,270
365046,81
28065,256
2627954,97
1842727,50
219181,79
80865,67
3051137,57
119060,3826
32008,843
111527,252
28450,194
87882,206
2613784,61
106589,680
82633,63
164546,54
2640874,51
1822464,509
2615204,53
48736,236
3116862,64
209769,51
93217,108
1827195,81
75682,1609
2895353,837
149698,361
2609279,161
1522432,141
75654,50
29580,159
963,156
2975441,1596
93681,407
2626991,132
2714952,50
452439,109
452440,109
1114981,370
2627988,216
3037797,216
946333,137
196013,126
316612,83
34102,77
88,61
34029,61
395495,61
506,1096
517,297
222,275
152267,92
2626614,80
359336,65
224471,383
212743,88
2640088,88
2753607,88
92793,86
2620789,58
32012,70
54066,60
995019,379
40544,268
2494234,116
32003,2502
2803844,1400
2803845,1400
2732067,720
2732487,393
2008793,312
1054211,77
748811,77
1223802,77
3050898,77
311181,55
206379,170
914,104
2609265,59
35798,57
90627,153
2008790,145
919,109
2646513,67
3110231,51
2772226,98
32011,51
206389,1609
2008794,741
33057,307
2609274,124
12960,193
2629479,147
75787,344
146937,137
404405,91
551759,79
1769726,65
2008795,164
73029,80
2633351,55
206351,1038
481,492
334107,281
153493,281
482,86
1499392,258
535,130
2897177,160
240411,56
119066,72
28211,44098
356,19408
41294,3415
374,2451
2631580,634
1437360,57
1073,122
1076,81
1395974,54
2831100,2309
85413,2309
2653178,801
2020412,187
1867715,69
2969621,58
2015316,57
3068632,282
151416,59
69277,1959
68287,893
325217,439
31988,720
2644704,131
374606,113
83265,83
245876,58
82115,1726
227290,1158
379,364
2613769,131
1612611,159
2643050,136
2986923,101
357,113
1183400,67
358,63
227292,249
28105,190
323620,79
2831106,830
46913,687
196773,243
1736675,51
119045,519
407,343
2615210,72
186650,96
45401,368
29407,221
2619116,221
674703,221
81,88
335928,325
556257,118
331696,76
99,62
279,50
119042,267
169055,110
2623691,110
2712222,110
212791,108
2632691,108
1894999,108
118882,163
354349,96
2826938,55
2821832,153
255475,110
31993,81
133,65
2843305,70
1632780,70
204457,5844
41297,3524
13687,1163
196159,399
3095343,59
165697,524
2614943,139
165695,177
2611147,59
165696,121
2644732,54
1649486,64
335929,282
2800788,85
1041,58
2820280,138
335405,115
2644549,51
1892855,51
204441,2101
41295,573
1231242,477
2594003,477
433,403
125216,112
2829815,348
191,218
204447,59
3031144,252
2705399,252
2602016,113
2602015,73
2844601,70
93,70
94,70
204458,1696
76892,1696
41275,780
13160,87
2622653,74
75,426
88688,95
20,148
2640670,57
2768684,54
2686094,54
204455,1076
31989,491
265,172
2854170,360
60136,61
2800060,62
69657,62
1783270,307487
68336,306827
976,306569
200643,294284
171549,293964
815,256075
816,149490
46506,101484
449673,15453
338188,2971
674529,2834
818,2341
28111,1528
2646097,1045
2528203,357
2755405,214
2785531,168
820,932
997890,60
291644,489
817,478
28116,473
329854,330
371601,319
2792859,248
1796613,211
139043,156
162156,156
2650157,151
47678,123
246787,107
291645,81
909656,91348
821,47601
357276,1910
997877,53
387090,1528
376805,795
667015,795
2005525,5144
375288,5134
46503,1381
823,1123
435591,58
2649774,354
2951805,353
1853231,1861
574697,1812
544645,1394
1472416,287
171552,1648
577309,863
454155,557
762982,557
454154,151
2974251,501
165179,362
2518605,59
838,201
171550,1050
239759,1049
328814,652
717959,652
214856,55
2005519,318
397864,254
397865,132
880074,132
2645177,115
1965590,115
1348911,60
1970189,61
117743,3066
200644,3066
49546,2227
237,1234
196869,372
2478552,214
2762318,376
2782232,275
59732,190
1853228,2216
1853229,2216
563835,2216
79328,1656
536979,1106
2619133,71
1860196,127
661488,127
2698688,62
117747,1170
200666,1170
84566,1113
84567,442
2628915,50
28453,351
2609468,138
423349,104
3088888,51
3088889,51
3036359,51
768503,899
768507,899
1853232,199
89966,142
2762286,185
1433993,166
2321403,166
89373,88
107,61
2896860,66
563798,59
1853220,64
1853222,64
1853224,64
142182,622
219685,622
219686,622
219687,622
1706036,202
861299,202
173479,131
3237678,128
3062599,128
32066,9942
203490,9942
203491,9942
203492,8960
848,7333
850,1453
469616,1453
2764326,538
856,291
861,219
2663009,70
849,61
469615,61
859,51
180162,212
188913,212
167639,113
1129771,118
32067,69
29547,6610
3031852,6610
213849,6596
72293,6194
209,6188
2593540,3349
2849641,3079
37372,2105
56877,168
1002804,168
213,148
2808963,235
28196,83
2321111,55
72294,86
194,86
2818505,2330
32015,1181
29,1181
80811,1181
31,308
32,124
83461,85
1524215,278
161492,278
2620896,54
2918170,52
39,197
47,87
3031711,860
3031712,677
49,372
39643,229
56,134
55,66
2567896,66
1055686,178
1055688,178
927083,178
1524216,66
1524217,66
1391654,66
3031714,81
224464,81
162027,81
80816,81
502025,81
1783257,2246
203682,1373
203683,1225
2691354,406
2691359,192
2691417,119
2650471,51
2691357,165
112,252
126,252
118,88
2648843,88
1636152,65
2691355,217
1914233,217
113,69
2691356,99
1763524,99
666505,67
74201,736
414999,498
415000,468
134623,468
178440,143
2649488,87
1882749,87
107709,51
452637,51
203494,196
48461,176
203557,130
518753,66
2637149,53
57723,1347
1813735,585
2910145,585
2211325,585
2004797,585
1855912,247
2626009,149
2802971,149
204432,481
204433,354
204434,325
940557,51
332160,90
1962910,90
1649475,90
533205,97
574975,85
574976,85
40117,1029
203693,1023
189778,1023
189779,1023
1234,1006
42253,156
2652172,109
1936990,109
2973512,96
1325564,72
200940,987
3031449,529
213115,529
194924,492
872,330
901,306
3031651,249
3031668,147
213422,147
69541,82
213421,63
890,55
3024418,54
213118,54
3031451,51
3024411,51
3018035,205
3031419,164
2024979,164
263369,128
146784,78
960,78
203691,135
203692,135
136,73
2759,82843
33154,82843
33208,82843
6072,82843
33213,82843
33511,82843
7711,82843
89593,82843
7742,82843
7776,82843
117570,82843
117571,82843
8287,82843
1338369,82843
32523,82843
32524,82843
40674,82843
32525,82843
9347,82843
1437010,82843
314146,82843
9443,82843
376913,82843
314293,82843
9526,82843
314295,82843
9604,82843
207598,82843
9605,82843
9606,82843
2157,914
28890,596
2290931,562
183963,530
2235,530
1644061,156
2236,91
2239,78
1644056,76
1963268,76
1783275,308
651137,294
1643678,253
1033996,206
1033997,206
497726,191
497727,127
1237085,127
10239,57984
2731341,56829
2731360,56829
2731618,56828
2731619,56828
2731690,27659
2732013,27438
187218,13842
1982564,618
1728958,618
2592163,167
2847284,167
10726,116
2695836,116
2846099,110
2592195,110
2733991,100
2053625,100
1112008,89
2681605,89
2733990,87
1920294,87
2733988,86
1647411,86
2712979,82
2991865,82
2846093,74
2713222,74
2732017,1485
3059990,89
2910950,89
2946170,11551
1198136,7724
10663,7024
1913651,3720
1980959,130
576789,130
2560442,87
1981499,87
1985353,80
448384,80
2956086,70
2250214,70
2946646,5188
2733124,4803
2956305,89
2696431,89
2948775,235
1985285,1372
1198140,1178
1978007,957
2942966,943
2942974,404
2948644,275
2955559,275
2772084,275
2942977,368
2946811,335
2955382,189
2986419,189
2955384,131
2772088,131
2731643,834
2731649,727
2732913,529
2733371,372
1264737,372
2733141,796
2734156,64
2508193,64
3044645,598
1918725,598
1918727,99
1541883,99
2560443,58
1970797,58
1911928,375
1914852,375
1914855,71
1131317,71
2842320,324
2842570,319
2733088,67
2560094,64
2732004,1149
2732005,1149
2732008,1147
2732529,1147
2732559,1147
10508,1147
10509,1141
130310,1004
651580,56
