TAXID,MS11775_kraken_2024-standard_conf0
1,2392713
131567,2389572
2,2352753
1783270,899083
68336,898782
976,898408
200643,824548
171549,823686
815,716671
909656,416486
821,217380
357276,7142
997877,503
387090,1376
376805,332
667015,332
816,252551
46506,99935
449673,21343
338188,21563
818,16472
674529,8111
28111,3783
2646097,1990
2528203,950
2755405,223
2785531,146
556259,143
2763022,126
28116,1847
47678,1556
817,1245
2650157,1207
371601,1176
820,973
997890,95
291644,682
2792859,461
139043,291
162156,291
246787,258
290053,196
693979,196
1796613,181
291645,165
329854,135
2715212,130
2650158,125
2005525,26106
375288,26083
46503,12741
823,3505
435591,1084
2649774,164
2951805,163
387661,135
328812,109
2685834,67
171550,11866
239759,11853
328814,8988
717959,8988
214856,280
679935,224
1288121,210
328813,127
538948,102
538949,102
2585118,79
171552,673
838,331
1177574,188
577309,192
454155,111
762982,111
454154,64
2974251,82
1853231,663
574697,598
1472416,532
283168,65
28118,65
2005519,579
1348911,409
1099853,377
397864,166
397865,84
880074,84
2645177,54
1965590,54
2005473,227
2518495,172
2518971,168
171551,67
1970189,150
1471398,66
117743,51026
200644,51026
49546,37436
237,20443
196869,4590
2478552,1381
2986834,627
239,352
2986831,148
3073563,59
2748319,56
3097547,50
2038737,883
2897181,294
1678728,235
2895947,230
2893886,226
1563479,113
1355330,98
2830782,81
89279,79
165435,79
1871076,74
312277,74
1094466,74
96345,67
3003262,67
683124,66
986,64
3003263,63
2893883,57
1751056,55
2201181,51
2893884,50
29533,50
52959,432
196858,126
527198,367
264023,104
3045158,87
2643887,84
2027857,84
104267,190
2635139,71
76831,188
2642485,62
3119977,60
286104,176
2615021,65
153265,156
225842,130
2644710,85
291183,119
2647285,61
1016,85
252356,84
104264,65
261827,62
1386924,55
292691,53
2762318,9330
2782232,8303
2782231,4170
2038776,1375
1241979,579
266748,535
2878534,206
266749,176
2762626,68
2908645,68
59732,1510
2593645,490
2594269,220
1871047,82
3042315,104
2547600,86
308865,88
501783,51
1853230,63
39782,55
34098,55
117747,5877
200666,5877
84566,5853
84567,2576
2628915,325
2995161,120
2201271,212
2679963,161
984,123
485917,123
363852,95
28453,2178
2609468,1519
1538644,1014
2795738,297
423349,199
768503,1137
768507,1137
563798,394
246875,262
2641541,165
3141702,155
319458,83
316068,83
649349,83
2896860,121
120831,88
1853232,121
89966,74
89373,59
1853228,219
1853229,219
563835,219
79328,69
142182,250
219685,250
219686,250
219687,250
1706036,72
861299,72
173479,66
1783272,814418
1239,713879
186801,534632
186802,320353
31979,303978
1485,301659
1502,119578
195103,148
883064,131
107819,105
1561,6240
1415775,581
2614128,740
1155388,267
411486,255
1216932,233
1491,101
1529,71
1504,56
238834,56
46867,51
216572,11975
1905344,3097
1550024,3097
2172004,2169
2108523,2169
216851,1754
853,385
718252,112
411483,222
2646395,147
3030638,122
946234,1400
292800,1400
1263,513
2608920,304
657323,78
438033,81
2842531,387
2780922,387
2892396,253
2714355,115
2714353,109
2892397,197
2714358,197
292632,164
214851,51
512297,50
512298,50
3079925,158
3029272,143
459786,108
2763056,77
2591381,52
2093857,52
186806,642
1730,624
53442,276
39496,137
2624479,98
2841528,98
538999,537
1392389,188
1297617,188
1918454,176
2610894,176
2610895,176
2717089,87
2086584,87
3085642,219
1928820,188
2635293,188
3079303,188
3082771,104
1918385,62
1796620,62
3082720,93729
186804,93215
2743582,72980
89152,72980
1501226,8886
1507512,8324
2626894,203
2724150,161
1849822,5870
1505,4133
1490,331
29358,114
1870884,1047
1496,1042
1505652,105
3030910,168
1926556,104
2642996,92
3114296,92
2060094,54
3118656,66
114627,53
3085636,92084
186803,91602
572511,27188
1322,11521
537007,11521
1912897,3098
40520,1852
657314,717
411459,594
418240,1113
1121115,1113
89014,797
33035,792
2877527,681
2648079,253
2479767,253
1796616,139
53443,110
476272,110
1532,85
2779518,51
2316020,20992
33038,16101
33039,3483
657313,860
46228,875
471875,875
1506553,6336
29347,5950
1871021,133
1512,83
89153,78
189330,2966
88431,2448
39486,462
841,1040
166486,374
657315,58
301301,252
2637578,248
1261634,131
1261635,103
2763062,64
33042,908
116085,486
410072,320
2719313,789
208479,642
2569097,738
39488,738
3076670,700
3028070,700
207244,603
649756,299
2635253,169
3036926,169
105841,56
1766253,513
39491,513
2719231,294
84030,77
1769710,285
1653434,285
2888809,270
2068655,270
2944198,237
2763667,237
1649459,233
154046,233
742737,72
248744,223
168384,223
478749,223
1843210,170
2642604,65
1164882,150
2490855,112
830,128
2944193,113
2763672,113
2163168,78
2625420,78
3118652,95
2039240,95
2685769,60
3070814,60
91061,78973
186826,60449
1300,27720
1301,26217
1304,1497
1308,762
2608887,757
2975324,68
1305,537
1307,481
45634,374
889201,192
671232,345
1338,242
1303,280
1343,161
1318,154
1329,154
82348,127
28037,94
2382163,53
113107,50
1234680,50
1357,1338
1364,373
297352,373
2749961,109
1359,98
2816960,97
1104322,97
186828,22200
2747,21793
2751,19862
1234679,255
147709,1389
1266845,1389
257487,66
208596,55
174587,64
117563,235
46124,148
137732,77
81852,7944
1350,7793
1352,2556
1354,712
53345,573
417368,85
1351,62
2737,93
33958,798
1243,205
3016637,174
115778,95
1578,99
2767887,97
2767885,66
186827,589
1375,558
51665,272
1385,16730
90964,9357
1279,7600
246432,571
2815305,483
283734,360
1290,187
1282,122
45972,75
2803850,1443
71237,1282
227979,56
186817,2453
1221880,947
2636677,891
2829187,375
1386,275
185979,74
2675229,188
1407,117
400634,81
84406,63
186818,1940
1569,1612
2647733,226
2921556,50
1571,64
1476,60
1372,130
648800,104
186822,705
44249,598
185978,200
