TAXID,MS11684_kraken_2024-standard_conf0
2951988,176
2855836,135
2692235,98
3096010,50
629295,2244
1482561,1189
1892,1189
66883,680
1482558,102
1908,102
1482601,83
1919,83
67345,444
2838335,250
188770,180
3031124,240
1477431,239
1886,211
1827580,235
35620,231
59299,221
68188,163
67282,86
67581,77
665577,77
2063,103
2633591,60
85012,55368
2004,46672
2000,22326
2632669,6577
2975950,2392
2202249,302
2903899,84
2903898,76
2975951,70
2001,3643
479432,3643
106412,335
83681,17242
2047744,14849
2593643,329
2976003,198
2976002,125
404386,107
1122611,107
2219224,105
1955412,83
1909395,83
1291556,81
93944,68
2005,321
2614687,138
2903583,66
3144104,51
568844,81
2012,5850
1988,5381
46158,2033
2626254,613
2742128,203
2591108,198
1219491,172
46163,180
1993,117
46165,55
58122,59
2642701,59
2976007,59
83676,692
2013,604
163604,155
53437,80
1205910,80
85006,20362
85016,7737
162491,7318
2619021,7318
1179673,7318
1707,157
1268,5113
1742989,2570
37930,1165
256701,481
861360,481
1775880,449
1663,1392
235627,908
1652545,618
2828862,195
199136,349
57493,179
1275,134
1742993,115
2647000,64
32207,84
43675,72
85023,4260
33882,2486
2609290,1068
2925844,746
2782166,206
33877,211
46352,136
2034,121
257496,74
190323,56
85017,200
157920,138
85019,170
1696,167
85021,158
53457,115
85020,96
43668,90
1331736,91
2828348,75
2675754,75
2805590,54
85007,9284
85025,5043
1827,3614
33008,291
192944,221
1805827,54
2840174,157
334542,104
223392,136
1817,507
2637762,170
2903594,52
2979332,375
43767,278
1762,2765
1866885,1243
2636767,242
2908837,194
67081,220
1763,403
2642494,185
2675523,128
85029,171
37914,171
322509,96
1653,158
1716,158
85026,125
2053,119
85008,4346
28056,4346
1873,3379
47871,838
2617518,397
2975986,88
709883,212
356851,75
35753,216
47989,130
1865,98
85009,2055
85015,1711
1839,1234
2615069,371
2840457,126
2040,220
1736691,55
31957,117
2726069,94
182639,94
2644121,70
85010,1301
2070,1301
1813,319
2618356,153
1847,110
1835,85
2071,66
2037,129
2049,129
1654,85
85004,113
31953,113
1678,112
85013,74
74712,74
1643682,51
85030,51
1497346,699
588673,545
320583,145
191494,145
2627773,71
191495,61
469383,61
2600303,92
2600304,66
2758916,60
2758920,60
2976758,52
2976759,52
2884022,52
84992,481
84993,481
633392,424
467975,121
467976,50
2789775,62
2789776,62
3075137,52
2884263,52
1648491,51
2633173,51
2849779,51
84998,152
84999,101
84107,61
102106,50
84995,57
84996,57
84997,57
42255,57
1239,123241
91061,65025
186826,44099
81852,39977
1350,39659
1351,8299
1206105,61
1354,3976
37734,807
2608891,226
2057791,143
1353,146
53346,140
1352,137
2737,167
2738,90
1300,3451
1357,2526
1363,1109
1301,892
1307,67
33958,119
1385,20274
186817,11913
1221880,8869
2636677,8832
2921549,836
2303505,569
2829187,358
84406,987
2620237,695
403957,694
1482,90
2675229,717
450367,245
1407,91
1386,276
185979,91
1581038,64
400634,79
2675230,74
1399,70
2804231,70
1467,70
2800373,68
186818,3447
1569,1944
1571,687
3056444,458
2647733,402
2921557,311
3020056,204
648800,1174
2637870,208
2921474,59
1649,226
1650,215
90964,2953
1279,2103
246432,197
1288,196
29385,159
2815305,52
3076173,357
69966,305
2803850,348
71237,242
186822,828
44249,757
185978,258
186801,45678
186802,21188
31979,18211
1485,17578
1502,5673
1561,3074
1415775,216
2614128,116
411486,56
1216932,60
1491,55
1266,100
2619470,100
2726954,100
216572,1893
216851,896
2646395,194
2929489,130
853,122
2892396,294
2714353,253
1263,62
946234,59
292800,59
292632,56
1905344,53
1550024,53
538999,241
1392389,140
1297617,140
186806,98
1730,97
3082720,11219
186804,11157
2743582,4100
89152,4100
1849822,3271
1505,2945
1490,129
1501226,2609
1507512,1870
2626894,459
2724150,341
2708053,81
1115758,84
1870884,206
1496,206
3085636,10000
186803,9977
572511,4240
1322,3120
537007,3120
1912897,240
418240,152
1121115,152
40520,101
2316020,1177
33038,957
33039,167
1506553,869
29347,839
2719313,483
208479,464
189330,406
88431,371
841,87
33042,80
1649459,67
154046,67
1766253,52
39491,52
526524,8996
526525,8996
128827,8816
2749267,8625
2583452,8625
2810280,154
3025755,118
1547,87
909932,135
909929,64
1843491,57
1843488,63
909930,63
33024,63
1737404,80
1737405,66
1798711,199
1117,199
3028117,199
1890424,68
1297,130
188787,130
118964,88
183710,88
1298,88
200795,93
544448,68
1783270,57601
68336,57140
976,56991
200643,46736
171549,46476
815,36218
909656,15593
821,6465
387090,2095
376805,942
667015,942
357276,688
816,14244
46506,7058
449673,1024
338188,431
820,345
818,323
291644,272
817,200
674529,183
371601,180
2646097,171
28111,130
1796613,129
139043,119
162156,119
28116,76
47678,60
2792859,51
2005525,592
375288,586
823,221
46503,125
2649774,106
2951805,105
387661,57
171552,349
577309,112
454155,84
762982,84
838,105
2974251,89
1853231,314
574697,312
1472416,259
2005519,139
397864,107
2645177,95
1965590,95
171550,74
239759,71
1970189,65
117747,5054
200666,5054
84566,5048
28453,4593
2609468,3544
2795738,2854
2961941,331
2996035,140
2662364,403
1010,52
84567,265
2628915,58
423349,60
117743,1615
200644,1615
49546,904
237,437
196869,100
1563479,84
2762318,536
2782232,475
59732,461
254,261
1853228,995
1853229,995
563835,995
79328,837
536979,510
2619133,54
768503,386
768507,386
1853232,89
89966,68
2762286,58
1433993,53
2321403,53
142182,432
219685,432
219686,432
219687,432
1706036,147
861299,147
3237678,97
3062599,97
173479,76
32066,21199
203490,21199
203491,21199
203492,20745
848,20094
856,14142
469618,296
850,465
469616,465
861,274
469617,111
2764326,203
180162,86
188913,86
1129771,88
29547,4404
3031852,4404
213849,4397
72293,4306
209,4303
2593540,3856
2849641,3527
37372,128
56877,53
1002804,53
2818505,1603
32015,794
29,794
80811,794
31,195
32,68
1524215,189
161492,189
39,163
47,81
3031711,629
3031712,529
49,280
39643,171
56,104
55,51
2567896,51
1055686,162
1055688,162
927083,162
1783257,1123
203682,814
203683,741
2691354,209
2691359,103
2691417,52
2691357,76
112,150
126,150
2691355,123
1914233,123
2691356,75
1763524,75
74201,230
203494,112
48461,100
203557,83
518753,61
414999,100
415000,96
134623,96
57723,811
1813735,395
2910145,395
2211325,395
2004797,395
1855912,156
2626009,107
2802971,107
204432,245
204433,183
204434,164
533205,71
574975,63
574976,63
40117,629
203693,622
189778,622
189779,622
1234,612
42253,78
2652172,68
1936990,68
2973512,58
200940,387
3031651,127
3031668,68
213422,68
3031449,111
213115,111
194924,106
3018035,145
3031419,102
2024979,102
263369,91
263370,84
28202,84
203691,62
203692,62
2759,14375
33154,14375
33208,14375
6072,14375
33213,14375
33511,14375
7711,14375
89593,14375
7742,14375
7776,14375
117570,14375
117571,14375
8287,14375
1338369,14375
32523,14375
32524,14375
40674,14375
32525,14375
9347,14375
1437010,14375
314146,14375
9443,14375
376913,14375
314293,14375
9526,14375
314295,14375
9604,14375
207598,14375
9605,14375
9606,14375
2157,1020
1783275,598
651137,590
1643678,461
1033996,381
1033997,381
497726,272
497727,167
1237085,167
31932,72
338190,72
1007082,55
2641124,55
2259673,55
651142,95
1825023,90
28890,351
2290931,314
183963,276
2235,276
10239,16349
2731341,16338
2731360,16338
2731618,16338
2731619,16338
1911928,12857
1914852,12851
1914855,2694
1131317,2694
1914854,286
1327956,286
1914853,212
399183,212
2560448,134
1675606,134
2560455,114
1981500,114
1914856,94
1446490,94
2560438,82
1655314,82
2560462,78
1720495,78
1985285,968
1198140,807
2733105,650
2734109,650
2502409,650
2731643,508
2731649,489
2732913,419
2733371,283
1264737,283
2946646,479
2733124,355
2948775,50
3044645,209
1918725,209
2731691,178
2732049,75
2734029,75
2496547,75
2788787,51
