TAXID,MS11675_kraken_2024-standard_conf0
1,3418098
131567,3213105
2,3168059
1224,1396398
1236,1116677
91347,383934
543,229994
544,45169
2562449,8262
1344959,3337
546,1432
57706,409
1639133,58
2644389,106
561,24423
1499973,12296
562,5218
208962,98
547,11719
354276,1742
299767,913
702,9111
703,9111
2890311,708
160674,378
570,196
573,73
82976,225
590,191
28901,180
59201,88
620,123
1903411,67822
629,66830
29484,44795
2890317,864
630,369
2339259,101
631,80
1649845,74
263819,53
613,140
1903414,67122
583,43044
585,26371
584,697
1574161,109
586,22013
158850,17225
333962,1216
126385,227
587,125
2633465,58
581,406
582,406
158848,206
158849,206
1903412,1607
568,996
546367,439
569,153
82982,143
82983,143
635,50
1903409,208
53335,69
32199,58
9,58
551,52
1903410,111
72274,285488
135621,285023
286,277525
136842,16739
296,15988
86185,596
587753,54
2600598,7833
196821,7457
3122375,1875
3234143,1259
1886807,426
1206777,422
3048607,189
2604941,157
2866808,77
2073078,76
3122376,62
2745519,53
2316085,1361
122355,1311
136843,448
294,117
136849,301
251695,70
317,70
47884,195
136841,166
287,71
136845,156
303,89
1788301,100
62104,69
114707,69
3043408,60
2901189,948
2901190,565
3041098,565
797277,283
2901261,354
521720,354
2901164,161
136846,115
578833,86
316,73
2887365,95
2742,95
2887326,195031
468,195031
497,159817
196806,140050
1699621,19707
2708350,15601
3043330,5268
3064892,4469
3240930,3910
3156079,723
56811,566
1699624,526
1028416,417
1699622,283
1699623,253
2772254,222
2983299,220
571800,172
2517899,169
3067275,124
2058324,116
2733866,94
888436,90
1415574,82
1720344,60
861445,290
334543,267
259536,267
330922,225
45610,204
261164,194
256326,131
469,32141
196816,13979
3120518,11305
1646498,939
1407071,198
2853158,80
2708348,58
1879049,51
28090,934
40214,407
2053287,383
909768,210
470,107
756892,116
202951,94
108981,87
40216,61
70346,54
2839056,52
2529843,52
475,142
135614,162921
32033,150327
40323,62293
196198,7892
3055080,4170
2770322,1446
3068324,177
3027225,162
3055079,112
1904944,95
2691571,91
2742129,85
2005046,56
995085,2155
40324,1273
2961925,571
2072414,97
2072405,69
2072413,57
216778,1503
128780,1295
3003271,423
3003272,306
2771362,70
338,8481
2643310,486
339,393
343,244
56454,166
56448,150
195709,53
56458,149
347,131
48664,114
29447,88
1885674,84
56453,80
743699,76
56459,75
643453,70
346,70
1843581,66
2775159,63
56460,59
56464,52
68,2460
2635362,477
2904253,79
2762611,62
3140250,60
2290922,54
2820808,52
435897,104
69,77
2822368,69
453783,65
2763317,56
2591633,52
1792846,52
83618,1696
2645906,570
1871049,180
2969308,118
1664560,96
2995142,96
314722,191
743721,89
128785,174
266062,138
415229,71
1045855,71
2480810,63
83614,656
2629088,341
2799325,78
2925842,62
2006110,85
2901869,64
141948,475
2633315,113
2771436,59
2714945,53
215691,101
1463158,73
2884874,62
1775411,969
75309,270
2621553,121
3031330,65
231454,201
2634549,81
242605,141
70411,71
135622,44447
267890,27916
22,27655
62322,4832
693970,203
407976,113
402882,87
196818,495
2029986,117
2059264,82
2726434,187
24,172
73872,92
173975,92
332186,84
70863,51
211586,51
267888,15511
53246,15498
166935,3101
1315283,2804
194690,342
3071082,116
2951137,97
28109,174
72275,72
267889,59
135625,1287
712,1287
745,277
753,206
724,259
729,144
1649317,168
123824,168
135613,745
1046,324
67575,116
115860,105
72276,263
106633,99
1335745,62
135619,654
28256,449
2745,219
2609666,133
135620,87
135623,587
641,587
662,371
657,149
1935446,100
135624,346
84642,339
642,272
135618,316
403,299
413,107
416,74
1706369,240
1706371,99
10,55
1706373,81
48073,81
1692040,170
1692041,170
1744881,71
1620215,71
1692042,56
1675686,56
72273,115
135616,50
118969,110
118968,68
59195,60
1775403,73
568386,73
413435,55
2637139,55
2303331,55
3060226,72
2689614,72
469322,72
465721,72
135615,63
3018589,52
28216,143188
80840,126494
506,102957
507,99540
511,53688
259357,360
2953809,120
2918755,114
323284,80
2994643,72
222,806
217203,66
2626865,50
517,349
2630031,50
2987599,182
2987600,83
2962065,83
2028345,70
305976,128
2640016,128
1007105,108
1148163,107
2631622,107
2901142,107
152267,86
2626614,66
80864,6412
283,980
2743470,117
225991,90
225992,69
2638500,69
285,66
2949090,57
34072,780
663243,387
34073,111
47420,576
2610897,333
795665,57
12916,278
2684926,152
28065,207
2627954,54
52972,149
2638319,90
174951,134
94132,134
238749,124
2649760,52
80865,96
219181,53
119060,5606
32008,1815
87882,472
101571,70
111527,86
2613784,63
1822464,694
2026199,150
2615204,73
106589,589
164546,66
48736,234
209769,64
3122075,60
93217,152
1827195,116
2646786,73
44013,78
75682,1529
2895353,672
149698,337
2609279,141
1522432,107
29580,169
2610881,101
963,161
303379,56
1809410,56
2975441,640
93681,154
2626991,66
1114981,154
2627988,94
3037797,94
946333,58
196013,88
224471,246
212743,63
2640088,63
2753607,63
92793,60
2620789,53
995019,200
40544,141
2494234,56
206351,1835
481,1268
334107,768
153493,768
482,307
1499392,259
535,137
2897177,189
240411,68
356302,54
32003,1685
2803844,566
2803845,566
2732067,269
2732487,199
2008793,292
3050898,68
1054211,67
748811,67
1223802,67
311181,63
2609272,52
1981880,52
2008790,197
919,151
2646513,82
36861,50
292415,50
90627,175
206379,130
35798,69
914,50
2772226,109
32011,56
206389,1390
2008794,656
33057,243
2609274,87
12960,164
2629479,115
2891294,59
75787,310
146937,124
404405,91
551759,84
1769726,53
2008795,129
73029,67
119066,51
28211,35792
356,14820
41294,2814
374,2025
2631580,570
1437360,58
1073,86
1076,55
911,80
912,64
323097,64
1395974,55
82115,1951
227290,1465
379,331
2613769,117
1612611,206
2643050,196
2986923,171
357,65
227292,200
28105,144
323620,63
2831106,1443
46913,1186
196773,289
400770,62
69277,817
68287,577
325217,313
118882,624
354349,369
2647013,98
2826938,239
234,79
119045,547
407,300
2615210,73
2282523,98
186650,67
45401,330
29407,187
2619116,187
674703,187
81,87
335928,307
556257,103
331696,60
99,79
2831100,182
85413,182
2653178,99
119042,142
212791,89
2632691,89
1894999,89
2821832,130
255475,96
31993,83
133,63
2843305,58
1632780,58
204458,4176
76892,4176
41275,3350
13160,497
2774189,218
2622653,134
588932,77
293,64
75,139
20,88
2768684,50
2686094,50
204457,2919
41297,2087
165697,866
2614943,194
13687,403
196159,136
165695,125
2611147,59
165696,111
335929,221
2800788,79
1041,66
2820280,51
204455,1771
31989,802
265,372
2688777,58
2854170,493
60136,64
74030,56
204441,1288
433,320
125216,83
2829815,275
191,162
204447,53
3031144,202
2705399,202
2602016,73
2602015,72
41295,105
2844601,52
93,52
94,52
2800060,66
69657,66
1783272,1281930
1239,797761
186801,422854
186802,285044
31979,280524
1485,277653
1502,108157
107819,169
195103,163
883064,146
451751,66
1561,10646
1415775,977
2614128,490
411486,158
1155388,67
1491,158
1216932,115
46867,95
1504,85
36845,84
704125,74
94869,71
1529,63
36745,55
1266,104
2619470,104
2726954,104
216572,2221
216851,414
853,79
411483,66
946234,398
292800,398
1263,229
2608920,154
1905344,102
1550024,102
