TAXID,MS11670_kraken_2024-standard_conf0
219181,90
80865,80
3051137,65
352450,65
2109915,65
119060,3435
32008,960
87882,259
111527,71
1822464,427
2026199,77
106589,353
48736,275
209769,84
3122075,78
93217,97
44013,95
1827195,80
75682,1040
2895353,435
149698,196
2609279,82
1522432,77
29580,194
2610881,67
963,90
506,771
222,189
517,168
152267,50
2975441,663
93681,225
2626991,114
1768242,51
1114981,96
196013,66
224471,215
92793,60
32012,55
32003,2640
2803844,1945
2803845,1945
2732487,1172
2732067,457
2008793,188
2008790,94
919,80
2646513,55
90627,88
2772226,75
206379,64
32011,56
206389,929
2008794,374
33057,135
2609274,60
12960,98
2629479,79
75787,227
146937,86
404405,53
551759,61
2008795,132
73029,59
206351,604
481,229
482,87
1499392,174
535,81
2897177,110
119066,51
28211,23298
356,9354
41294,2099
374,1599
2631580,436
1437360,60
1073,75
1076,54
69277,781
68287,530
325217,285
82115,777
227290,374
379,222
2613769,68
227292,160
28105,111
323620,69
119045,336
407,185
186650,60
45401,239
29407,123
2619116,123
674703,123
81,66
335928,218
556257,60
99,57
2831100,182
85413,182
2653178,91
119042,157
212791,80
2632691,80
1894999,80
2831106,128
46913,90
2821832,102
31993,94
133,75
255475,76
45404,51
204457,1604
41297,1132
13687,339
196159,139
165695,174
2611147,74
165697,147
2614943,58
165696,63
335929,144
2800788,51
204441,1429
2829815,320
191,197
204447,67
3031144,291
2705399,291
2602015,108
2602016,101
433,281
125216,71
41295,89
204455,781
31989,304
265,104
2854170,288
204458,694
76892,694
41275,344
13160,53
75,99
20,78
2800060,53
69657,53
1783270,101404
68336,100663
976,100532
117743,69562
200644,69562
49546,68161
237,65686
196869,57807
2478552,55907
1179672,248
2893883,236
2762318,703
2782232,607
2782231,316
2038776,157
59732,135
200643,28136
171549,28058
815,14867
816,10874
46506,4188
449673,540
817,1758
674529,710
28116,417
338188,288
329854,274
820,113
818,94
28111,72
2650158,67
2646097,64
909656,2093
821,884
357276,368
387090,133
2005525,2192
375288,2190
46503,1368
823,138
171552,451
2974251,293
165179,245
577309,71
454155,53
762982,53
171550,304
239759,302
328814,177
717959,177
1853231,261
574697,239
544645,201
2005520,82
156973,77
2630389,71
117747,460
200666,460
84566,436
84567,182
28453,83
2609468,56
423349,59
768503,435
768507,435
1853232,132
89966,93
89373,55
2896860,50
1853228,215
1853229,215
563835,215
142182,700
219685,700
219686,700
219687,700
1706036,185
861299,185
3237678,164
3062599,164
173479,163
2732249,51
29547,2769
3031852,2766
213849,2746
2808963,1968
28196,963
1278212,239
663365,239
1054033,135
1849015,63
2321111,126
72293,487
209,487
37372,226
2593540,154
2849641,142
213,62
72294,167
194,167
2818505,1721
32015,791
29,791
80811,791
31,223
32,101
1524215,198
161492,198
39,128
47,50
3031711,749
3031712,632
49,349
39643,221
56,139
1055686,170
1055688,170
927083,170
1524216,55
1524217,55
1391654,55
57723,1552
1813735,731
2910145,731
2211325,731
2004797,731
1855912,297
2626009,192
2802971,192
204432,500
204433,325
204434,277
332160,137
1962910,137
1649475,137
1765019,63
1765020,63
533205,85
574975,81
574976,81
1783257,1454
203682,966
203683,879
2691355,228
1914233,228
113,53
2774146,52
2774151,52
2691354,197
2691357,101
2691359,68
112,152
126,152
2691356,97
1763524,97
74201,379
203494,178
48461,159
203557,143
1348508,77
2711230,77
2711231,77
414999,164
415000,156
134623,156
178440,58
32066,885
203490,885
203491,885
203492,843
848,785
856,316
850,133
469616,133
200940,736
3031449,304
213115,304
194924,291
872,174
901,149
3031651,227
3031668,138
213422,138
28231,65
69541,78
3024418,50
213118,50
40117,637
203693,629
189778,629
189779,629
1234,615
42253,87
2973512,63
1325564,61
2652172,60
1936990,60
203691,275
203692,275
1643688,228
170,228
171,226
2633828,127
3235172,90
2759,3644
33154,3643
33208,3643
6072,3643
33213,3643
33511,3643
7711,3643
89593,3643
7742,3643
7776,3643
117570,3643
117571,3643
8287,3643
1338369,3643
32523,3643
32524,3643
40674,3643
32525,3643
9347,3643
1437010,3643
314146,3643
9443,3643
376913,3643
314293,3643
9526,3643
314295,3643
9604,3643
207598,3643
9605,3643
9606,3643
2157,621
1783275,319
651137,309
1643678,269
1033996,162
1033997,162
497726,120
497727,51
1237085,51
31932,104
338190,104
28890,289
2290931,268
183963,239
2235,239
1644061,52
10239,8701
2731341,8696
2731360,8696
2731618,8696
2731619,8696
1978007,6241
2942964,5476
2942972,5472
2948688,5436
2955741,3035
2772067,3035
2955740,450
2772070,450
2942966,758
2942968,297
2942989,297
2942974,237
2948644,151
2955559,151
2772084,151
2942977,158
2946811,137
2955382,86
2986419,86
2842320,2402
2842411,1874
2842582,1874
2843988,1874
926066,1874
2842570,527
2843991,97
1162305,97
2843992,56
1162306,56
