TAXID,MS11678_kraken_2024-standard_conf0
102106,1380
74426,1231
411903,54
147206,104
1643824,137
1643822,268
1643826,268
644652,78
471189,63
657308,63
1497346,645
588673,568
2600303,201
2600304,183
2997333,107
320583,142
191494,142
191495,126
469383,126
84992,635
84993,635
633392,562
467975,176
467976,73
2624035,61
2722752,61
1648491,77
2633173,77
2849779,77
2789775,75
2789776,75
3075137,68
2884263,68
84995,63
84996,63
84997,63
42255,63
1239,219306
186801,154056
186802,85364
31979,75449
1485,74691
1502,33566
1561,833
1415775,66
2614128,162
411486,64
1504,134
1491,57
1216932,53
1492,52
216572,6095
216851,1523
853,350
718252,55
2646395,167
3030638,81
411483,53
2892396,1159
2714355,832
2714353,253
1263,851
2608920,770
1905344,612
1550024,612
946234,473
292800,473
2892397,158
2714358,158
459786,93
2629304,56
2109687,56
3079925,87
3029274,56
2172004,76
2108523,76
2591381,70
2093857,70
292632,67
186806,1518
1730,1502
2041044,750
53442,370
39496,79
538999,417
1392389,329
1297617,329
3082771,128
1918385,107
1796620,107
3082720,34735
186804,33240
2743582,14416
89152,14416
1501226,9791
1507512,5828
1115758,1976
2626894,1015
2724150,664
2708053,282
1849822,4203
1505,2588
1490,252
29358,132
1505652,845
1541,92
36841,81
1121315,81
1460447,73
1505657,640
261299,640
1870884,278
1496,276
3030910,1324
1926556,768
2642996,255
3114296,255
1776384,251
86331,179
86332,51
2060094,119
3085636,26519
186803,26439
572511,10574
1322,7207
537007,7207
418240,666
1121115,666
40520,571
657314,346
411459,179
89014,328
1912897,243
2648079,186
2479767,186
33035,50
2316020,3346
33039,2425
657313,2276
33038,722
46228,105
471875,105
2569097,1700
39488,1700
1506553,1406
29347,1339
33042,1239
410072,669
116085,523
841,768
301301,225
166486,184
2637578,126
1261634,65
1261635,54
2763062,114
189330,768
88431,588
39486,173
2719313,508
208479,475
1766253,476
39491,476
657317,91
2944198,320
2763667,320
207244,253
649756,199
28050,212
39485,212
2944193,188
2763672,188
830,95
45851,62
2944152,86
2763670,86
1649459,80
154046,80
3076670,71
3028070,71
91061,47756
1385,36311
90964,16406
1279,11190
246432,1085
3076173,1910
69966,1651
2803850,1790
71237,1431
1296,117
227979,947
2630462,678
2708346,656
1461582,68
186818,10023
1649,9396
1650,9009
2644826,89
1372,380
2662419,56
1569,80
186817,5218
1906945,1021
153151,767
1223503,50
129337,299
2642459,136
391290,114
1386,172
186820,2978
2755,2958
2756,2958
186822,405
44249,230
185978,67
85151,90
55079,90
539002,143
539742,136
33986,136
539738,65
1378,65
186826,10775
81852,4261
1350,4038
1354,889
1351,517
1352,234
53345,55
2737,187
1300,3375
1301,3118
2608887,123
1302,89
1234680,54
1357,234
1359,140
186828,1317
2747,1053
2751,900
147709,89
1266845,89
1470540,116
2621505,78
2908211,78
117563,88
46124,56
33958,1112
2767885,748
1599,597
28038,107
2767886,89
1580,85
2767887,64
1243,56
186827,443
1375,408
51665,183
526524,8980
526525,8980
2810280,4760
2678885,3774
1982626,3774
135858,632
100886,241
2643636,165
2478954,165
3025755,257
1547,199
128827,3192
2749267,1560
2583452,1560
1647,1149
1648,411
123375,99
102148,99
2810281,979
191303,979
154288,890
909932,1482
1843488,1268
909930,1268
33024,1247
2639160,302
2823317,302
626940,220
909929,136
1843491,126
158846,82
437897,73
1843489,61
31977,61
1737404,277
1737405,245
1570339,219
543311,141
33033,141
1798711,376
1117,376
3028117,375
1890424,96
1890426,68
1129,67
2626047,63
1161,78
1301283,50
1297,258
188787,258
118964,169
183710,169
1298,169
68933,68
188786,68
544448,199
31969,113
186328,51
2790996,51
2895623,51
200795,161
1224,387869
1236,216420
91347,89026
1903412,57907
635,57595
636,49159
93378,65
568,106
543,19311
561,4252
562,3539
83334,119
696406,55
1499973,250
544,1704
1344959,197
547,342
354276,66
2890311,292
160674,145
570,95
573,70
1330545,88
61646,85
1903414,4800
583,2055
584,1254
585,101
183417,77
158848,1174
158849,1174
586,869
333962,609
158850,50
1903411,1146
613,766
28151,300
47917,86
34037,242
58169,123
629,72
1903409,326
551,146
55212,86
53335,110
1903410,71
135614,52482
32033,46494
40323,15813
216778,2524
196198,1036
3055080,384
2691571,192
2770322,110
995085,339
40324,189
2961925,100
128780,111
3003272,74
3003271,64
68,2672
2635362,400
2904252,70
2762611,62
2925843,59
2904253,52
435897,181
69,74
2865112,74
84531,70
1324796,64
2763317,64
338,2188
2643310,228
339,93
343,90
56458,51
83618,2150
2645906,646
2995142,239
1664560,113
1871049,98
2969308,64
314722,148
128785,136
266062,89
415229,52
1045855,52
83614,528
2629088,297
2799325,56
2761107,53
2901869,60
141948,457
2633315,107
2714945,68
1463158,89
215691,70
2202149,59
490567,78
370777,78
1775411,848
75309,195
2621553,61
231454,187
2634549,76
242605,108
70411,55
323413,51
323415,51
1300342,51
2887326,30911
468,30911
497,24063
196806,20055
3043330,2143
1699621,1637
2708350,1299
3240930,1116
3064892,1002
1699623,217
2772254,178
3156079,66
56811,60
261164,293
861445,74
469,6329
196816,1673
1646498,1121
3120518,202
40214,298
28090,169
2053287,166
909768,55
72274,25996
135621,25857
286,24775
196821,3859
2901380,1500
1206777,583
3122375,188
3019968,93
136842,866
86185,572
296,251
2600598,790
47884,703
1880678,367
136843,233
294,69
122355,223
1148509,190
2745482,174
136849,114
33069,53
136845,97
303,68
216142,79
136841,73
2901164,77
136846,57
2901189,76
2887365,82
2742,82
135622,1214
267888,849
53246,843
166935,176
1315283,167
267890,236
22,236
135625,784
712,784
724,292
729,125
249188,83
416916,109
732,57
745,66
1649317,64
123824,64
135613,733
1046,321
67575,70
72276,245
106633,86
1335745,52
3067276,57
135619,514
28256,361
2745,193
2609666,99
135620,55
3060226,325
2689614,325
469322,325
465721,325
135618,304
403,281
413,93
416,62
135624,295
84642,291
642,196
225143,73
135623,279
641,279
662,155
657,90
1935446,61
1692040,219
1692041,219
1744881,93
1620215,93
1692042,84
1675686,84
1706369,189
1706373,75
48073,75
1706371,51
1775403,94
568386,94
413435,59
2637139,59
2303331,59
72273,67
28216,53365
80840,29237
80864,7873
34072,1542
663243,602
34073,196
47420,810
2610897,508
2651974,180
52972,369
2638319,232
296591,87
174951,338
94132,338
365046,97
12916,266
2684926,183
28065,256
2627954,99
283,248
238749,79
219181,73
119060,5968
32008,1874
87882,506
101571,64
111527,89
2613784,58
1822464,680
2026199,133
2615204,54
106589,637
164546,58
82633,50
48736,276
209769,58
3116862,55
93217,168
1827195,126
2646786,70
75682,1687
2895353,871
149698,378
2609279,147
1522432,135
29580,215
2610881,75
963,151
506,1312
517,366
222,317
152267,122
2626614,109
507,69
2975441,856
1114981,191
2627988,106
3037797,106
946333,83
93681,167
2626991,72
196013,115
34102,66
316612,53
995019,371
40544,248
2494234,112
224471,268
92793,73
2620789,61
54066,52
32003,4316
206379,2191
914,2102
44577,1824
2609265,128
261292,89
35798,82
2803844,1010
2803845,1010
2732067,496
2732487,315
2008793,330
3050898,93
311181,64
1054211,58
748811,58
1223802,58
378210,50
2639971,50
1842540,50
2008790,219
919,149
2646513,89
3110231,54
1938335,54
1914471,54
90627,180
2249462,52
1682490,52
2772226,119
2772198,53
2715678,53
206351,2692
481,2092
334107,1216
153493,1216
482,541
326522,116
1931275,91
1499392,253
535,130
2897177,200
240411,84
356302,72
206389,1927
2008794,874
33057,340
2609274,124
12960,213
2629479,151
418699,54
2891294,70
2016596,51
75787,441
146937,160
404405,114
551759,121
1769726,63
2008795,173
73029,80
2633351,53
119066,86
28211,38353
356,19693
2831100,3404
85413,3404
2653178,1117
2020412,247
2969621,109
2599640,94
1867715,76
1792307,52
3068632,428
151416,94
41294,3302
374,2113
2631580,534
1437360,52
911,168
913,80
323098,80
912,62
323097,62
1073,116
1076,66
1395974,54
82115,1760
227290,1329
379,326
2613769,133
1612611,128
2643050,120
2986923,98
357,68
227292,167
28105,130
323620,62
2831106,1494
46913,1396
196773,1030
2976680,773
1736675,72
69277,1148
68287,684
325217,338
31988,205
119045,569
407,330
2615210,65
2282523,93
186650,69
335928,368
556257,134
2638514,70
2562284,70
331696,52
99,75
279,58
45401,351
29407,231
2619116,231
674703,231
81,70
119042,215
212791,89
2632691,89
1894999,89
169055,75
2623691,75
2712222,75
2821832,128
31993,86
133,63
255475,78
2843305,58
1632780,58
118882,57
204457,4827
41297,3696
165697,1745
2614943,535
2830667,91
2482763,86
2486273,56
1515612,98
33050,65
13687,762
196159,261
165695,135
2611147,66
165696,117
2644732,50
335929,269
2800788,83
1041,66
2820280,60
204441,1416
433,351
125216,97
2829815,311
191,175
204447,69
41295,248
1231242,175
2594003,175
3031144,132
2705399,132
2602016,73
2844601,63
93,63
94,63
2844864,58
204458,1030
76892,1030
41275,663
13160,111
2622653,76
75,119
20,82
204455,1018
31989,477
265,205
2854170,353
2800060,50
69657,50
1783270,142899
68336,142296
976,142053
200643,123756
171549,123512
815,86395
816,45046
46506,25933
449673,3702
818,1771
246787,1200
674529,946
338188,698
28111,543
2646097,483
2763022,103
2528203,76
2755405,73
2847299,71
2785531,65
820,431
817,298
28116,286
371601,244
329854,231
291645,117
2650157,112
47678,110
1796613,78
291644,70
2792859,69
28119,58
139043,53
162156,53
909656,36603
821,18918
357276,1499
387090,431
376805,151
667015,151
171552,13113
2974251,10090
165179,7470
537011,178
2518605,493
577309,1005
454155,724
762982,724
454154,79
838,660
2638335,106
28128,61
28131,52
2974257,87
28127,75
2005525,5990
375288,5975
46503,2698
823,884
328812,366
2649774,76
2951805,72
171550,3980
239759,3975
328814,2352
717959,2352
1288121,303
2585119,278
2585118,147
214856,60
1853231,1634
574697,1253
544645,610
2093856,171
1472416,64
283168,380
28118,380
2005519,283
1348911,195
1501392,151
2751153,151
397864,88
2645177,68
1965590,68
2005473,122
2815786,60
2606626,60
1970189,90
1471398,51
1853228,8213
1853229,8213
563835,8213
79328,7438
536979,6026
2619133,136
2604421,78
1860196,251
661488,251
117743,3900
200644,3900
49546,2512
237,1251
196869,386
2478552,122
2038737,110
153265,176
1016,99
2762318,933
2782232,768
59732,300
2593645,98
2782231,293
1241979,67
2038776,65
59734,50
1853230,54
332102,52
191579,52
755732,52
117747,1449
200666,1449
84566,1391
28453,709
2609468,427
2795738,287
1538644,80
84567,380
984,54
485917,54
2628915,52
423349,134
768503,958
768507,958
1853232,229
89966,159
2762286,204
1433993,176
2321403,176
2896860,84
120831,50
89373,79
107,57
1853220,53
1853222,53
1853224,53
142182,553
219685,553
219686,553
219687,553
173479,159
173480,71
379066,71
1706036,142
861299,142
3237678,132
3062599,132
32066,28498
203490,28498
203491,28498
203492,27580
848,26087
850,21094
469616,21094
2764326,541
856,158
859,121
861,78
2663009,70
180162,245
188913,245
167639,117
1129771,130
32067,79
29547,6816
3031852,6814
213849,6795
72294,3490
194,3490
2561898,3243
72293,3107
209,3100
213,1399
37372,728
2593540,562
2849641,505
56877,68
1002804,68
2808963,75
2818505,3544
32015,2133
29,2133
80811,2133
31,719
32,205
83455,51
83461,132
224458,99
2813578,99
39,355
47,152
83451,79
48,50
1524215,322
161492,322
2620896,56
1524213,60
1524214,60
1391653,60
3031711,1082
3031712,893
49,525
39643,314
56,180
55,64
2567896,64
50,52
52,52
1055686,213
1055688,213
927083,212
1524216,73
1524217,73
1391654,73
3031714,63
224464,63
162027,63
80816,63
502025,63
3031713,61
224463,61
53,61
2995304,61
200940,3103
3031449,2635
213115,2635
194924,2603
872,2388
901,2321
3031651,222
3031668,148
213422,148
2651583,52
69541,61
3024418,71
213118,71
1783257,1758
203682,1141
203683,1060
2691354,277
2691357,138
2691359,117
2691355,192
1914233,192
113,60
2691356,183
1763524,183
1763521,72
1387353,72
112,178
126,178
74201,509
414999,300
415000,278
134623,278
178440,94
2649488,62
1882749,62
203494,165
48461,140
203557,112
57723,1189
1813735,521
2910145,521
2211325,521
2004797,521
1855912,204
2626009,161
2802971,161
204432,426
204433,307
204434,281
332160,93
1962910,93
1649475,93
533205,118
574975,109
574976,109
44675,67
40117,958
203693,946
189778,946
189779,946
1234,932
42253,133
2652172,110
1936990,110
2973512,75
1325564,67
1715989,56
203691,350
203692,350
136,264
2845253,213
157,213
167,141
869209,141
2323,260
1783234,260
95818,255
2093818,105
2093819,93
2093822,93
2093823,93
3018035,100
3031418,50
213481,50
213483,50
2759,210444
33154,210444
33208,210444
6072,210444
33213,210444
33511,210444
7711,210444
89593,210444
7742,210444
7776,210444
117570,210444
117571,210444
8287,210444
1338369,210444
32523,210444
32524,210444
40674,210444
32525,210444
9347,210444
1437010,210444
314146,210444
9443,210444
376913,210444
314293,210444
9526,210444
314295,210444
9604,210444
207598,210444
9605,210444
9606,210444
2157,12369
28890,11670
2283794,11323
183925,11315
2158,11315
2159,11315
2172,11269
2173,7441
420247,292
2638681,341
2870563,338
2290931,333
183963,301
2235,301
1644061,60
1963268,53
1783275,677
651137,658
1643678,485
31932,367
338190,367
338191,176
1007082,94
2641124,94
2259673,94
1033996,105
1033997,105
497726,79
10239,40025
2731341,40012
2731360,40012
2731618,40012
2731619,40012
2946646,18938
2733124,18345
2956305,337
2696431,337
2956304,128
2696383,128
2734133,123
2201417,123
2734132,96
2508195,96
2956308,74
2696458,74
2734130,69
1897495,69
2956301,69
2743961,69
2956307,62
2696455,62
2734131,60
1229753,60
2948775,87
2731690,8201
2732013,8163
187218,4297
1982564,98
1728958,98
2844254,53
2315695,53
2733990,50
1920294,50
2732017,330
1978007,3508
2942966,1825
2942977,899
2946830,815
2955499,239
2986420,239
2955498,100
2772089,100
2942968,512
2942989,512
2955233,69
2772085,69
2955234,62
2986409,62
2942974,87
2942993,50
2942965,1219
2942967,1219
2942979,379
2956046,342
2986405,342
2948854,311
2956255,311
2772073,311
2942981,180
2956268,180
1450749,180
2942980,155
2956053,82
2301731,82
2942964,464
2942972,438
2948680,359
2955762,198
2772065,198
2948688,72
2955741,55
2772067,55
2946170,2427
1198136,2363
10663,2010
2560761,61
2024309,61
2842528,2017
1921553,1971
1921555,272
1540098,272
1921554,249
1610828,249
2315194,159
1720493,159
2842320,2004
2842411,1936
2842582,1936
2843988,1936
926066,1936
2842570,68
1911928,1116
1914852,1113
1914855,128
1131317,128
