TAXID,MS11679_kraken_2024-standard_conf0
1507512,3179
2626894,290
2724150,221
1849822,1810
1505,1159
1490,126
29358,72
1870884,125
1496,125
3118656,57
114627,55
3085636,6140
186803,6105
572511,2416
1322,1479
537007,1479
1912897,232
418240,75
1121115,75
40520,73
89014,56
1506553,852
29347,838
2316020,524
33038,419
33039,69
189330,327
88431,301
2719313,190
208479,170
841,70
91061,17958
186826,10428
81852,6453
1350,5970
53345,1568
1354,861
1352,494
37734,204
53346,76
1351,71
160453,57
2737,453
2738,310
519472,67
1300,3241
1301,3132
1307,528
1302,119
2608887,66
1305,54
1357,96
186827,243
1375,235
51665,97
33958,242
46255,136
137591,130
186828,66
1385,7279
186818,2469
1649,2375
1650,2312
186817,1930
1221880,1077
2636677,1073
2921549,103
2303505,50
2675229,443
450367,132
1407,58
1386,79
2800373,53
90964,1739
1279,1112
61015,139
1288,136
29385,124
2815305,110
283734,71
3076173,295
69966,242
2803850,257
1296,206
186822,555
44249,503
185978,203
526524,1742
526525,1742
128827,1498
1647,1051
225084,708
2624170,325
2714930,314
2749267,421
2583452,421
2810280,221
3025755,196
1547,190
909932,237
1843488,109
909930,109
33024,98
1737404,124
1737405,107
544448,335
31969,95
2085,62
2092,62
2093,62
1798711,293
1117,293
3028117,293
1890424,113
1890426,76
1129,76
2626047,73
1297,171
188787,171
118964,111
183710,111
1298,111
200795,104
1224,559975
1236,377006
91347,197174
1903414,96972
586,93809
126385,75710
587,303
2633465,117
583,1377
585,691
1574161,124
626774,119
584,99
543,89684
547,27597
354276,27551
299767,27517
561,4131
562,3006
208962,54
544,3101
1344959,276
546,116
2890311,70
570,53
620,65
1903412,3113
635,3101
93378,2650
636,50
1903409,109
53335,57
1903411,88
135614,126081
32033,98693
40323,24477
196198,2677
3055080,1380
2691571,220
2770322,114
3068324,63
1904944,62
3027225,60
216778,1082
995085,787
40324,504
2961925,177
128780,453
3003271,105
3003272,101
83614,13175
2629088,10451
2799325,2140
2761107,1787
2799326,1656
2508168,128
1896164,111
2925842,102
1176533,363
2565782,131
2901869,102
2006110,91
68,5632
2635362,2123
2714936,1572
2762611,107
2904253,90
2904252,79
2290922,58
3140250,57
1324796,145
435897,113
1605891,100
2698682,100
2865112,98
2763317,95
2822368,90
84531,83
453783,76
2591633,74
2795387,70
69,68
2992573,56
141948,4290
2633315,2082
2771436,1957
2714945,97
215691,404
2884874,251
2202149,149
1463158,102
338,3183
2643310,297
339,157
56448,102
195709,53
56458,101
343,99
56454,99
83618,1368
2645906,379
2995142,98
1871049,84
1664560,70
2969308,62
314722,234
743721,85
128785,135
415229,75
1045855,75
266062,65
490567,84
370777,84
1775411,12700
75309,5621
2621553,1401
2778082,263
3031330,231
3158582,225
416169,671
666685,448
582702,204
231454,928
2634549,367
3075430,124
3069105,103
2994496,82
445710,150
231455,86
1217721,86
2763498,52
242605,331
70411,259
1542730,105
2898793,83
323413,63
323415,63
1300342,63
2707020,53
2010829,53
72274,28879
135621,28551
286,12059
196821,1589
2705472,662
1294143,64
1499686,1460
136841,330
287,175
2502979,210
136845,127
303,56
1198456,116
136843,108
136849,63
2901164,2974
136846,2008
578833,1345
316,1016
1211807,97
74829,242
2968969,66
271420,67
2901189,105
351,58
352,58
2887365,53
2742,53
2887326,1327
468,1327
469,1087
28090,69
196816,61
497,222
196806,203
135625,576
712,576
724,168
729,109
1649317,90
123824,90
745,73
135613,469
72276,180
106633,55
1046,166
135619,410
28256,325
2745,151
2609666,89
135623,231
641,231
662,151
1706369,193
1706371,103
10,78
2624793,70
1706373,62
48073,62
135618,177
403,156
135622,151
267890,60
22,57
1692040,126
1692041,126
1692042,65
1675686,65
135624,118
84642,117
642,92
3060226,73
2689614,73
469322,73
465721,73
1775403,64
568386,64
118969,59
28216,60681
80840,40157
80864,17089
283,6875
2796366,533
285,478
225991,421
2638500,312
2853257,167
3231487,67
225992,244
3046670,231
363952,199
34072,794
663243,405
34073,114
12916,426
2684926,250
80865,421
174951,377
94132,377
365046,99
47420,372
2610897,224
2651974,51
352450,279
2109915,279
28065,189
2627954,59
238749,154
2649760,71
52972,133
2638319,78
219181,82
3051137,57
665874,51
2626134,51
506,6547
507,4188
259357,1052
2813780,1021
511,919
517,611
518,64
2987599,547
2987600,506
2962065,506
222,458
2626865,53
152267,75
2626614,61
119060,3793
32008,1032
87882,305
111527,63
2613784,56
106589,508
1822464,488
2026199,65
48736,261
209769,62
3122075,57
3116862,56
93217,121
1827195,72
75682,1279
2895353,648
149698,327
2609279,119
1522432,113
29580,229
2610881,182
375286,154
963,120
2975441,695
93681,175
2626991,95
1114981,141
2627988,84
3037797,84
946333,57
196013,105
215580,51
224471,302
92793,87
2620789,61
2898431,54
54066,59
212743,54
2640088,54
2753607,54
995019,55
32003,5550
2803844,4718
2803845,4718
2732067,2695
2732487,926
2008793,179
206379,154
914,122
44577,94
2008790,139
919,102
2646513,67
90627,73
2772226,60
206389,1235
2008794,573
33057,200
2609274,77
12960,161
2629479,127
75787,272
146937,100
404405,78
551759,94
2008795,115
73029,53
206351,1044
481,600
334107,324
153493,324
482,156
1499392,177
535,90
2897177,146
240411,58
28211,33217
356,14142
41294,2216
374,1494
2631580,378
1437360,60
1073,68
82115,1501
227290,775
379,259
2613769,68
1612611,56
2643050,52
357,55
323620,230
352475,85
2643062,73
227292,138
28105,101
118882,1218
354349,1082
2647013,308
2864102,101
2879116,96
2834768,119
2826938,124
234,91
2831106,1138
46913,890
196773,440
2976680,241
400770,78
69277,987
68287,614
325217,310
31988,95
2831100,650
85413,650
2653178,255
3068632,53
119045,413
407,247
2282523,63
186650,51
335928,230
556257,84
99,53
45401,220
29407,126
2619116,126
674703,126
119042,169
212791,101
2632691,101
1894999,101
2821832,89
255475,81
31993,57
2843305,50
1632780,50
2843308,50
204457,5964
41297,3801
165697,1370
2614943,545
2482763,143
1874061,94
13687,970
196159,299
165695,144
2611147,57
165696,116
335929,502
2800788,95
1041,69
1855416,76
2820280,71
335405,59
204458,1828
76892,1828
41275,1204
13160,166
2622653,81
588932,66
20,166
2640670,63
284016,57
450851,57
75,158
204455,859
31989,406
265,159
2854170,297
204441,842
433,314
125216,75
2829815,210
191,140
41295,69
3031144,53
2705399,53
1783270,66726
68336,65204
976,64994
200643,51567
171549,51490
815,44543
816,22176
46506,15790
449673,2006
818,555
338188,336
674529,264
820,199
371601,195
28111,168
28116,146
2646097,100
817,95
2792859,57
139043,51
162156,51
909656,19446
821,10035
357276,784
387090,542
376805,65
667015,65
2005525,2530
375288,2520
46503,1679
823,221
171552,351
577309,232
454155,143
762982,143
838,90
171550,197
239759,193
328814,122
717959,122
1853231,51
117747,5598
200666,5598
84566,5534
28453,4831
2609468,3050
2961941,2751
2996035,129
1010,413
2662364,299
84567,251
423349,142
117743,2050
200644,2050
49546,1310
237,510
196869,66
1016,104
2762318,332
2782232,218
59732,160
768503,1277
768507,1277
2762286,388
1433993,365
2321403,365
1853232,169
89966,113
2896860,95
89373,92
563798,52
1853228,1075
1853229,1075
563835,1075
79328,548
536979,362
1860196,60
661488,60
142182,1463
219685,1463
219686,1463
219687,1463
3237678,458
3062599,458
1706036,341
861299,341
173479,337
173480,178
379066,178
2732249,55
29547,6292
3031852,6291
213849,6276
72294,4243
194,4243
201,2309
488545,1081
1031536,127
72293,1922
209,1922
2593540,1030
2849641,922
37372,343
213,303
56877,101
1002804,101
2818505,5604
32015,3352
29,3352
80811,3352
31,975
32,260
83455,59
83461,212
2685029,50
224458,65
2813578,65
39,632
47,226
83451,133
40,79
41,79
378806,79
42,57
43,57
1524215,367
161492,367
2620896,71
404589,65
2918170,55
1524213,53
1524214,53
1391653,53
3031711,1758
3031712,1478
1055686,679
1055688,679
927083,676
49,439
39643,263
56,139
55,74
2567896,74
1524216,182
1524217,182
1391654,182
3031714,103
224464,103
162027,103
80816,103
502025,103
3031713,93
224463,93
53,93
2995304,93
1783257,2164
203682,1090
203683,990
2691354,374
2691359,236
2691417,182
2650471,118
2691357,115
112,156
126,156
2691355,144
1914233,144
2691356,86
1763524,86
74201,937
414999,744
415000,722
134623,722
178440,343
2649488,306
1882749,306
1961799,78
1838286,78
203494,115
48461,96
203557,77
32066,2116
203490,2116
203491,2116
203492,1844
848,1639
850,482
469616,482
2764326,86
856,52
861,52
1129771,56
57723,1139
1813735,547
2910145,547
2211325,547
2004797,547
1855912,197
2626009,178
2802971,178
204432,341
204433,255
204434,221
332160,72
1962910,72
1649475,72
533205,93
574975,80
574976,80
200940,567
3031651,232
3031668,155
213422,155
69541,61
3031449,176
213115,176
194924,157
3024418,52
213118,52
40117,547
203693,532
189778,532
189779,532
1234,526
42253,69
2973512,62
3018035,225
3031419,126
2024979,126
263369,105
263370,91
28202,91
3031418,91
213481,91
213483,91
958,76
203691,69
203692,69
2323,58
1783234,58
95818,50
68525,50
28221,50
1779134,50
2759,27717
33154,27717
33208,27717
6072,27717
33213,27717
33511,27717
7711,27717
89593,27717
7742,27717
7776,27717
117570,27717
117571,27717
8287,27717
1338369,27717
32523,27717
32524,27717
40674,27717
32525,27717
9347,27717
1437010,27717
314146,27717
9443,27717
376913,27717
314293,27717
9526,27717
314295,27717
9604,27717
207598,27717
9605,27717
9606,27717
2157,2331
1783275,1739
651137,1718
1643678,1284
31932,1046
338190,1046
1007082,849
2641124,849
2259673,849
338191,82
1033996,233
1033997,233
497726,166
497727,101
1237085,101
651142,297
1825023,269
28890,499
2290931,445
183963,387
2235,387
1963268,79
1644056,73
1644061,70
10239,9082
2731341,9065
2731360,9065
2731618,9065
2731619,9065
1911928,7025
1914852,7024
1914855,1415
1131317,1415
1914854,133
1327956,133
1914853,107
399183,107
2560448,56
1675606,56
2560455,54
1981500,54
2788787,865
2939132,140
1109712,119
1978007,437
2942964,236
2942972,231
2948688,220
2955741,120
2772067,120
2942965,194
2942967,194
2942979,121
2956046,107
2986405,107
2733141,286
2842320,198
2842411,136
2842582,136
2843988,136
926066,136
2842570,55
