#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11684.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11684_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#28216396 reads processed
#Average read length 48.03961898606753
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1922340
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.95939	0.57211	1921893
k__Archaea	2157	0.04061	0.00023	447
k__Bacteria|p__Proteobacteria	2|1224	32.52204	0.18614	853344
k__Bacteria|p__Firmicutes	2|1239	30.00411	0.17173	486370
k__Bacteria|p__Fusobacteria	2|32066	23.41521	0.13401	253964
k__Bacteria|p__Bacteroidota	2|976	8.94295	0.05118	187276
k__Bacteria|p__Actinobacteria	2|201174	2.86905	0.01642	100207
k__Bacteria|p__Nitrospirae	2|40117	2.20196	0.0126	40650
k__Archaea|p__Thaumarchaeota	2157|651137	0.04061	0.00023	447
k__Bacteria|p__Acidobacteria	2|57723	0.00407	2e-05	82
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	23.41521	0.13401	253964
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	22.76731	0.13031	639672
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	20.52845	0.11749	338555
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	8.47321	0.0485	173725
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.99594	0.02859	90665
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	4.57703	0.0262	101605
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.0954	0.01772	38432
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	2.95814	0.01693	68554
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.80737	0.01607	99513
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	1.1065	0.00633	21228
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.09545	0.00627	19422
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.88088	0.00504	8162
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.71643	0.0041	22833
k__Bacteria|p__Firmicutes|c__CFGB75497	2|1239|	0.51259	0.00293	6056
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.49319	0.00282	8437
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.46709	0.00267	6263
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.46237	0.00265	13409
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.31436	0.0018	5338
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.12292	0.0007	3962
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.05876	0.00034	643
k__Bacteria|p__Firmicutes|c__CFGB9725	2|1239|	0.04457	0.00026	533
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	2157|651137|1643678	0.04061	0.00023	447
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.02558	0.00015	222
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.02013	0.00012	306
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	0.00738	4e-05	142
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.00407	2e-05	82
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.00392	2e-05	73
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	2|201174|84995	0.00292	2e-05	51
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.00221	1e-05	46
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	23.41521	0.13401	253964
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	21.62119	0.12375	610567
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	20.52845	0.11749	338555
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	8.47321	0.0485	173725
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	3.84124	0.02198	91161
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	3.7707	0.02158	63394
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.0954	0.01772	38432
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	2.95814	0.01693	68554
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	1.22524	0.00701	27271
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	1.19242	0.00682	26548
k__Bacteria|p__Nitrospirae|c__CFGB32184|o__OFGB32184	2|40117||	1.1065	0.00633	21228
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.09545	0.00627	19422
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	0.89217	0.00511	42575
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.88088	0.00504	8162
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0.835	0.00478	22485
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	0.71643	0.0041	22833
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.65034	0.00372	9355
k__Bacteria|p__Firmicutes|c__CFGB75497|o__OFGB75497	2|1239||	0.51259	0.00293	6056
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	2|201174|1760|85011	0.50723	0.0029	22666
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.48835	0.0028	8336
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.46709	0.00267	6263
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.46237	0.00265	13409
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.31436	0.0018	5338
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.25065	0.00143	5026
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	0.18545	0.00106	6456
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0.12292	0.0007	3962
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	0.07687	0.00044	923
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.05876	0.00034	643
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.05353	0.00031	1389
k__Bacteria|p__Firmicutes|c__CFGB9725|o__OFGB9725	2|1239||	0.04457	0.00026	533
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	2157|651137|1643678|1033996	0.04061	0.00023	447
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.0301	0.00017	1268
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.02558	0.00015	222
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258	2|1239||	0.02013	0.00012	306
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2|1224|28216|206389	0.00859	5e-05	166
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.00738	4e-05	142
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.00695	4e-05	205
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.00484	3e-05	101
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372	2|57723||	0.00407	2e-05	82
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilalia_unclassified	2|1224|2008785|	0.00392	2e-05	73
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Gaiellales	2|201174|84995|1154584	0.00292	2e-05	51
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846	2|1224||	0.00221	1e-05	46
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	23.41521	0.13401	253964
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	21.40623	0.12252	605586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	8.54068	0.04888	158640
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	8.47321	0.0485	173725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	7.90705	0.04526	118436
