#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11677.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11677_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#43624472 reads processed
#Average read length 45.16261975617722
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1140877
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	91.64875	0.35901	1093073
k__Archaea	2157	8.35125	0.03271	47804
k__Bacteria|p__Proteobacteria	2|1224	33.27186	0.13033	320060
k__Bacteria|p__Firmicutes	2|1239	22.98439	0.09004	285517
k__Bacteria|p__Bacteroidota	2|976	20.70898	0.08112	351382
k__Bacteria|p__Fusobacteria	2|32066	10.99559	0.04307	69213
k__Archaea|p__Thaumarchaeota	2157|651137	8.35125	0.03271	47804
k__Bacteria|p__Actinobacteria	2|201174	2.72651	0.01068	53231
k__Bacteria|p__Nitrospirae	2|40117	0.76488	0.003	9568
k__Bacteria|p__Acidobacteria	2|57723	0.14711	0.00058	3429
k__Bacteria|p__Gemmatimonadetes	2|142182	0.04943	0.00019	673
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	22.27651	0.08726	278514
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	20.41758	0.07998	345796
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	10.95318	0.04291	68842
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	8.92893	0.03498	67610
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	8.85349	0.03468	56969
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	7.9585	0.03118	45336
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	7.28005	0.02852	56723
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	3.11497	0.0122	36450
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	2.68928	0.01053	61190
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.45548	0.00962	49957
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.68965	0.0027	15255
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.68881	0.0027	8803
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.59703	0.00234	8842
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.5838	0.00229	9255
