#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11686.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11686_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#32229703 reads processed
#Average read length 48.733469247296505
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1934180
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	87.90738	0.61031	1810591
k__Archaea	2157	12.09262	0.08395	123589
k__Bacteria|p__Firmicutes	2|1239	34.56284	0.23996	691330
k__Bacteria|p__Fusobacteria	2|32066	18.65859	0.12954	215827
k__Bacteria|p__Bacteroidota	2|976	17.04437	0.11833	447576
k__Bacteria|p__Proteobacteria	2|1224	12.12369	0.08417	267265
k__Archaea|p__Thaumarchaeota	2157|651137	12.09262	0.08395	123589
k__Bacteria|p__Actinobacteria	2|201174	3.79505	0.02635	150181
k__Bacteria|p__Nitrospirae	2|40117	1.66511	0.01156	35828
k__Bacteria|p__Acidobacteria	2|57723	0.05486	0.00038	2511
k__Bacteria|p__Chloroflexi	2|200795	0.00288	2e-05	73
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	25.63063	0.17794	547560
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	18.65859	0.12954	215827
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	17.00299	0.11805	445963
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	11.98606	0.08321	121012
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	4.03504	0.02801	46052
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	3.46686	0.02407	75767
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.89166	0.02008	137694
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	2.57069	0.01785	27136
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.11463	0.01468	70362
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	2.06861	0.01436	33646
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	1.73276	0.01203	48698
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.68471	0.0117	31961
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.24709	0.00866	27033
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.10035	0.00764	18885
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.89432	0.00621	12147
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0.88275	0.00613	18458
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	0.78236	0.00543	17370
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	0.42814	0.00297	16255
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.27116	0.00188	7202
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.12025	0.00083	2469
k__Bacteria|p__Firmicutes|c__CFGB1258	2|1239|	0.11009	0.00076	2034
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	2157|651137|1643678	0.10656	0.00074	2577
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.07434	0.00052	2907
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.05486	0.00038	2511
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.02983	0.00021	1041
k__Bacteria|p__Firmicutes|c__CFGB28775	2|1239|	0.01883	0.00013	334
k__Bacteria|p__Firmicutes|c__CFGB77365	2|1239|	0.01159	8e-05	272
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.01155	8e-05	572
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	2|201174|84992	0.00907	6e-05	340
k__Bacteria|p__Chloroflexi|c__CFGB3213	2|200795|	0.00288	2e-05	73
k__Bacteria|p__Proteobacteria|c__CFGB22535	2|1224|	0.00077	1e-05	22
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	25.56197	0.17747	546384
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	18.65859	0.12954	215827
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	17.00299	0.11805	445963
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	11.98606	0.08321	121012
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	4.03504	0.02801	46052
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	2.57069	0.01785	27136
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	2.30795	0.01602	42468
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	2.06861	0.01436	33646
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	2|201174|1760|85011	1.82714	0.01269	90826
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	1.73276	0.01203	48698
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.5664	0.01087	54256
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.3183	0.00915	21755
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.24709	0.00866	27033
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	1.13111	0.00785	32721
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.10035	0.00764	18885
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	0.88275	0.00613	18458
k__Bacteria|p__Nitrospirae|c__CFGB32184|o__OFGB32184	2|40117||	0.78236	0.00543	17370
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.69421	0.00482	8900
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	0.43306	0.00301	25423
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	0.42814	0.00297	16255
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.36642	0.00254	10206
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.33557	0.00233	10456
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	0.27345	0.0019	7336
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.23122	0.00161	5842
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.20011	0.00139	3247
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2|201174|1760|85007	0.17184	0.00119	5469
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.14273	0.00099	6934
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939	2|1239||	0.12025	0.00083	2469
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258	2|1239||	0.11009	0.00076	2034
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	2157|651137|1643678|1033996	0.10656	0.00074	2577
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0.07434	0.00052	2907
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.07059	0.00049	1736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.06866	0.00048	1176
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372	2|57723||	0.05486	0.00038	2511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	2|1224|1236|1706369	0.04939	0.00034	1802
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.04838	0.00034	834
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	2|201174|1760|85009	0.04343	0.0003	1706
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0.03462	0.00024	1120
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.03259	0.00023	1140
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.02983	0.00021	1041
k__Bacteria|p__Firmicutes|c__CFGB28775|o__OFGB28775	2|1239||	0.01883	0.00013	334
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	0.01525	0.00011	222
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0.01255	9e-05	356
k__Bacteria|p__Firmicutes|c__CFGB77365|o__OFGB77365	2|1239||	0.01159	8e-05	272
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0.01155	8e-05	572
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.00969	7e-05	158
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	2|201174|84992|84993	0.00907	6e-05	340
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.00736	5e-05	220
k__Bacteria|p__Chloroflexi|c__CFGB3213|o__OFGB3213	2|200795||	0.00288	2e-05	73
k__Bacteria|p__Proteobacteria|c__CFGB22535|o__OFGB22535	2|1224||	0.00077	1e-05	22
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	18.65859	0.12954	215827
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	16.15749	0.11218	423281
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	15.75208	0.10936	349855
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167|f__FGB167	2157|651137|||	11.98606	0.08321	121012
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	7.06301	0.04904	142381
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	2|1224|29547|213849|72293	3.88193	0.02695	44240
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119	2|1239|||	2.57069	0.01785	27136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	2.32552	0.01615	46972
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	2.11878	0.01471	35755
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	2|1239|||	2.06861	0.01436	33646
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	2|201174|1760|85011|2062	1.82714	0.01269	90826
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292|f__FGB33292	2|1224|||	1.73276	0.01203	48698
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	1.5304	0.01062	53244
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	1.24709	0.00866	27033
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified	2|1224|28216||	1.13111	0.00785	32721
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.10035	0.00764	18885
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	2|40117|203693|189778|189779	0.88275	0.00613	18458
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.78419	0.00544	11091
k__Bacteria|p__Nitrospirae|c__CFGB32184|o__OFGB32184|f__FGB32184	2|40117|||	0.78236	0.00543	17370
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.69421	0.00482	8900
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	0.5341	0.00371	10664
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371|f__FGB5371	2|1224|||	0.42814	0.00297	16255
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	2|201174|1760|85012|2004	0.41756	0.0029	24482
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.39731	0.00276	12469
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.37555	0.00261	6438
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	0.37022	0.00257	8231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	2|1224|1236|135623|641	0.33557	0.00233	10456
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2|1239|91061|1385|186817	0.2446	0.0017	6844
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2|1224|28211|204458|76892	0.23122	0.00161	5842
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.20011	0.00139	3247
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2|1224|29547|213849|72294	0.15311	0.00106	1812
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	2|201174|1760|85006|85017	0.15206	0.00106	4562
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	2|201174|1760|85008|28056	0.14273	0.00099	6934
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.1401	0.00097	4797
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	0.12913	0.0009	3848
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	2|1239|91061|1385|186818	0.12054	0.00084	3346
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939	2|1239|||	0.12025	0.00083	2469
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258	2|1239|||	0.11009	0.00076	2034
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified	2157|651137|1643678|1033996|	0.10656	0.00074	2577
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0.07798	0.00054	1982
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	2|1224|28221|29|31	0.07434	0.00052	2907
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2|1224|1236|2887326|468	0.07059	0.00049	1736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	0.06866	0.00048	1176
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0.06614	0.00046	1415
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2|1224|28216|80840|506	0.06004	0.00042	2865
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0.05525	0.00038	1359
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372|f__FGB5372	2|57723|||	0.05486	0.00038	2511
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae	2|1224|1236|1706369|1706371	0.04939	0.00034	1802
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	2|1224|1236|135624|83763	0.04838	0.00034	834
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	2|201174|1760|85009|85015	0.04343	0.0003	1706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	0.03816	0.00026	634
