#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11774.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11774_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#52212865 reads processed
#Average read length 46.96894912776765
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:3134072
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.00449	5e-05	178
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.00421	5e-05	198
k__Bacteria|p__Acidobacteria|c__CFGB34710	2|57723|	0.00375	4e-05	249
k__Bacteria|p__Bacteroidota|c__CFGB1458	2|976|	0.00289	3e-05	100
k__Bacteria|p__Proteobacteria|c__CFGB15832	2|1224|	0.00214	2e-05	103
k__Bacteria|p__Bacteroidota|c__CFGB11391	2|976|	0.0021	2e-05	69
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	26.01767	0.28324	510416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	22.17061	0.24136	687181
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	19.85716	0.21617	845106
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.49121	0.04889	139516
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	4.07382	0.04435	103918
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351	2|74201||	3.16288	0.03443	71208
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	3.0627	0.03334	78028
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	2.76355	0.03009	122019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.85668	0.02021	98349
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	2|201174|1760|85012	1.33533	0.01454	94712
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	1.12085	0.0122	70501
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.06705	0.01162	26257
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.02923	0.0112	36034
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258	2|1239||	0.7619	0.00829	22081
k__Bacteria|p__Firmicutes|c__CFGB75497|o__OFGB75497	2|1239||	0.66647	0.00726	14977
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.60395	0.00657	12624
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167	2157|651137||	0.56645	0.00617	8967
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	0.51483	0.0056	15584
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292	2|1224||	0.51213	0.00558	22628
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.39363	0.00429	12154
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.34233	0.00373	10472
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0.28813	0.00314	8014
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838	2|1239||	0.28082	0.00306	6135
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0.27649	0.00301	11709
k__Bacteria|p__Firmicutes|c__CFGB77365|o__OFGB77365	2|1239||	0.26321	0.00287	9718
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.24938	0.00271	5011
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.23917	0.0026	5055
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.19942	0.00217	7418
k__Bacteria|p__Firmicutes|c__CFGB49311|o__OFGB49311	2|1239||	0.19873	0.00216	4371
k__Bacteria|p__Bacteroidota|c__CFGB628|o__OFGB628	2|976||	0.17298	0.00188	5016
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.14906	0.00162	7520
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939	2|1239||	0.13152	0.00143	4235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	0.10914	0.00119	4640
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2|201174|1760|85008	0.10849	0.00118	8697
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2|1224|1236|135622	0.0961	0.00105	4592
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0.08663	0.00094	1438
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	2|201174|1760|85011	0.08255	0.0009	7196
k__Bacteria|p__Firmicutes|c__CFGB9725|o__OFGB9725	2|1239||	0.07409	0.00081	1687
k__Bacteria|p__Proteobacteria|c__CFGB49326|o__OFGB49326	2|1224||	0.07213	0.00079	4269
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0.06511	0.00071	3748
k__Bacteria|p__Acidobacteria|c__CFGB52975|o__OFGB52975	2|57723||	0.06372	0.00069	4567
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2|1224|28221|29	0.06107	0.00066	3872
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0.05266	0.00057	1950
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	0.04376	0.00048	1406
k__Bacteria|p__Proteobacteria|c__CFGB10055|o__OFGB10055	2|1224||	0.04329	0.00047	755
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	2|1224|28211|356	0.03858	0.00042	1707
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	0.03047	0.00033	696
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.02761	0.0003	782
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.02257	0.00025	373
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	2|1224|28216|206389	0.01893	0.00021	724
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372	2|57723||	0.01332	0.00015	805
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0.01192	0.00013	554
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	2|1224|1236|135613	0.01065	0.00012	386
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilalia_unclassified	2|1224|2008785|	0.0089	0.0001	317
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	2|976|1853228|1853229	0.00734	8e-05	569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	2|1224|1236|1775403	0.00636	7e-05	247
k__Bacteria|p__Proteobacteria|c__CFGB22535|o__OFGB22535	2|1224||	0.00569	6e-05	264
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846	2|1224||	0.00449	5e-05	178
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.00421	5e-05	198
k__Bacteria|p__Acidobacteria|c__CFGB34710|o__OFGB34710	2|57723||	0.00375	4e-05	249
k__Bacteria|p__Bacteroidota|c__CFGB1458|o__OFGB1458	2|976||	0.00289	3e-05	100
k__Bacteria|p__Proteobacteria|c__CFGB15832|o__OFGB15832	2|1224||	0.00214	2e-05	103
k__Bacteria|p__Bacteroidota|c__CFGB11391|o__OFGB11391	2|976||	0.0021	2e-05	69
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	26.01767	0.28324	510416
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	19.68366	0.21428	837681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	12.84875	0.13988	384816
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	5.50599	0.05994	197640
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	4.49121	0.04889	139516
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	4.00333	0.04358	100662
k__Bacteria|p__Verrucomicrobia|c__CFGB79351|o__OFGB79351|f__FGB79351	2|74201|||	3.16288	0.03443	71208
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	2|1239|||	3.0627	0.03334	78028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	2.85526	0.03108	83600
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified	2|1224|28216||	2.76355	0.03009	122019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	1.79329	0.01952	95655
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	2|201174|1760|85012|2004	1.33153	0.0145	94464
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371|f__FGB5371	2|1224|||	1.12085	0.0122	70501
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.06451	0.01159	26194
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	2|40117|203693|189778|189779	1.02923	0.0112	36034
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258	2|1239|||	0.7619	0.00829	22081
k__Bacteria|p__Firmicutes|c__CFGB75497|o__OFGB75497|f__FGB75497	2|1239|||	0.66647	0.00726	14977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0.625	0.0068	12792
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	2|1224|29547|213849|72293	0.59714	0.0065	12445
k__Archaea|p__Thaumarchaeota|c__CFGB167|o__OFGB167|f__FGB167	2157|651137|||	0.56645	0.00617	8967
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0.51483	0.0056	15584
k__Bacteria|p__Proteobacteria|c__CFGB33292|o__OFGB33292|f__FGB33292	2|1224|||	0.51213	0.00558	22628
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	2|1239|91061|1385|186818	0.38142	0.00415	11815
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	0.33313	0.00363	10270
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	2|1224|1236|135624|83763	0.28813	0.00314	8014
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838	2|1239|||	0.28082	0.00306	6135
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2|1224|1236|135614|32033	0.27649	0.00301	11709
k__Bacteria|p__Firmicutes|c__CFGB77365|o__OFGB77365|f__FGB77365	2|1239|||	0.26321	0.00287	9718
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0.24938	0.00271	5011
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.23917	0.0026	5055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.21952	0.00239	5881
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	2|1224|1236|2887326|468	0.19942	0.00217	7418
k__Bacteria|p__Firmicutes|c__CFGB49311|o__OFGB49311|f__FGB49311	2|1239|||	0.19873	0.00216	4371
k__Bacteria|p__Bacteroidota|c__CFGB628|o__OFGB628|f__FGB628	2|976|||	0.17298	0.00188	5016
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	2|1224|1236|135623|641	0.14906	0.00162	7520
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939	2|1239|||	0.13152	0.00143	4235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	2|201174|1760|85008|28056	0.10849	0.00118	8697
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.10336	0.00113	4856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.09771	0.00106	1973
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	2|1224|1236|135622|267890	0.0961	0.00105	4592
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	0.08663	0.00094	1438
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	2|201174|1760|85011|2062	0.08255	0.0009	7196
k__Bacteria|p__Firmicutes|c__CFGB9725|o__OFGB9725|f__FGB9725	2|1239|||	0.07409	0.00081	1687
k__Bacteria|p__Proteobacteria|c__CFGB49326|o__OFGB49326|f__FGB49326	2|1224|||	0.07213	0.00079	4269
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	2|1224|28216|80840|80864	0.07048	0.00077	3256
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	2|1224|28211|204441|41295	0.06511	0.00071	3748
k__Bacteria|p__Acidobacteria|c__CFGB52975|o__OFGB52975|f__FGB52975	2|57723|||	0.06372	0.00069	4567
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	2|1224|1236|91347|1903414	0.06338	0.00069	2694
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	2|1224|28221|29|31	0.05905	0.00064	3620
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	2|201174|1760|85006|85016	0.05445	0.00059	2664
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0.04414	0.00048	1646
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	2|1224|28211|204458|76892	0.04376	0.00048	1406
k__Bacteria|p__Proteobacteria|c__CFGB10055|o__OFGB10055|f__FGB10055	2|1224|||	0.04329	0.00047	755
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0.04205	0.00046	1616
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2|1224|28216|206351|481	0.03047	0.00033	696
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0.02986	0.00033	1191
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0.02761	0.0003	782
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	0.02649	0.00029	923
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119	2|1239|||	0.02257	0.00025	373
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae	2|1224|28211|356|2650922	0.02152	0.00023	868
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	0.01839	0.0002	479
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	2|1224|28211|356|2831106	0.01477	0.00016	694
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	0.0138	0.00015	455
k__Bacteria|p__Acidobacteria|c__CFGB5372|o__OFGB5372|f__FGB5372	2|57723|||	0.01332	0.00015	805
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0.01264	0.00014	360
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	2|1239|91061|1385|90964	0.01221	0.00013	339
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Usitatibacteraceae	2|1224|28216|32003|2803844	0.01192	0.00013	554
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	2|1224|28216|206389|75787	0.01122	0.00012	412
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	2|1224|1236|135613|1046	0.01065	0.00012	386
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.0092	0.0001	202
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilalia_unclassified|f__Hydrogenophilalia_unclassified	2|1224|2008785||	0.0089	0.0001	317
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	2|976|117743|200644|2762318	0.00852	9e-05	304
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	2|1224|28216|206389|2008794	0.00771	8e-05	312
k__Bacteria|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae	2|976|1853228|1853229|563835	0.00734	8e-05	569
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	2|1224|29547|213849|2808963	0.0068	7e-05	179
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	2|1224|1236|1775403|2689614	0.00636	7e-05	247
k__Bacteria|p__Proteobacteria|c__CFGB22535|o__OFGB22535|f__FGB22535	2|1224|||	0.00569	6e-05	264
k__Bacteria|p__Proteobacteria|c__CFGB14846|o__OFGB14846|f__FGB14846	2|1224|||	0.00449	5e-05	178
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	2|976|117747|200666|84566	0.00421	5e-05	198
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	2|201174|1760|85012|2012	0.00379	4e-05	248
k__Bacteria|p__Acidobacteria|c__CFGB34710|o__OFGB34710|f__FGB34710	2|57723|||	0.00375	4e-05	249
k__Bacteria|p__Bacteroidota|c__CFGB1458|o__OFGB1458|f__FGB1458	2|976|||	0.00289	3e-05	100
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	2|1239|526524|526525|2810280	0.00254	3e-05	63
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0.00229	2e-05	145
k__Bacteria|p__Proteobacteria|c__CFGB15832|o__OFGB15832|f__FGB15832	2|1224|||	0.00214	2e-05	103
k__Bacteria|p__Bacteroidota|c__CFGB11391|o__OFGB11391|f__FGB11391	2|976|||	0.0021	2e-05	69
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	2|1224|28221|29|224464	0.00202	2e-05	252
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	2|32066|203490|203491|203492|848	17.56747	0.19125	299617
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB4386	2|32066|203490|203491|203492|	7.50507	0.0817	187454
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	2|976|200643|171549|815|909656	6.53704	0.07116	316019
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	2|976|200643|171549|815|816	5.92875	0.06454	261891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485	4.7644	0.05187	172749
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1379	2|976|200643|171549|815|	4.29378	0.04674	157451
