#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11669.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11669_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#54415018 reads processed
#Average read length 46.75030876586313
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1793845
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	94.20723	0.50724	1748488
k__Archaea	2157	5.79277	0.03119	45357
k__Bacteria|p__Proteobacteria	2|1224	63.70534	0.34301	1100364
k__Bacteria|p__Nitrospirae	2|40117	9.70836	0.05227	180509
k__Bacteria|p__Actinobacteria	2|201174	8.69997	0.04684	248600
k__Bacteria|p__Firmicutes	2|1239	7.68435	0.04137	139207
k__Archaea|p__Thaumarchaeota	2157|651137	5.79277	0.03119	45357
k__Bacteria|p__Bacteroidota	2|976	3.14811	0.01695	57756
k__Bacteria|p__Fusobacteria	2|32066	0.78703	0.00424	7571
k__Bacteria|p__Acidobacteria	2|57723	0.35763	0.00193	12346
k__Bacteria|p__Gemmatimonadetes	2|142182	0.03449	0.00019	678
k__Bacteria|p__Verrucomicrobia	2|74201	0.03123	0.00017	795
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.02642	0.00014	237
k__Bacteria|p__Bacteria_unclassified	2|	0.02429	0.00013	425
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	40.24481	0.21669	526614
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	10.12816	0.05453	223082
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	9.55601	0.05145	178402
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	8.69997	0.04684	248600
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	5.79277	0.03119	45357
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	5.00015	0.02692	155725
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	4.66293	0.02511	81728
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	3.65743	0.01969	80425
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.02143	0.01627	57479
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	2.51319	0.01353	42640
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	2.22704	0.01199	48603
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.65313	0.0089	43223
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.78703	0.00424	7571
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.55055	0.00296	13462
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.49008	0.00264	14856
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.19031	0.00102	5617
k__Bacteria|p__Acidobacteria|c__CFGB52975	2|57723|	0.17728	0.00095	6218
k__Bacteria|p__Nitrospirae|c__CFGB32184	2|40117|	0.15235	0.00082	2107
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.13213	0.00071	4658
k__Bacteria|p__Bacteroidota|c__CFGB82006	2|976|	0.06337	0.00034	1318
k__Bacteria|p__Acidobacteria|c__CFGB34710	2|57723|	0.03787	0.0002	1065
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.03683	0.0002	702
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes_unclassified	2|142182|	0.03449	0.00019	678
k__Bacteria|p__Verrucomicrobia|c__CFGB77430	2|74201|	0.03123	0.00017	795
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.02698	0.00015	476
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB23610	2|95818|	0.02642	0.00014	237
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.021	0.00011	336
