#mpa_vJun23_CHOCOPhlAnSGB_202403
#/nesi/nobackup/uoo02328/meriam/conda_environments/mpa/bin/metaphlan /nesi/nobackup/uoo02328/meriam/coprolite_analysis/04-analysis/eager_CanFam3.1/metagenomic_complexity_filter/fastp/MS11771.unmapped.lowcomplexityremoved.dedup.fq.gz --input_type fastq --bowtie2out reports_jun23_database/MS11771_jun23_dedup.bt2.out --nproc 16 --bowtie2db metaphlan_databases --read_min_len 30 -t rel_ab_w_read_stats --bt2_ps very-sensitive --index mpa_vJun23_CHOCOPhlAnSGB_202403 --offline
#41128155 reads processed
#Average read length 48.69078933883613
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:4432752
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.74916	1.05571	4428892
k__Archaea	2157	0.25084	0.00265	3860
k__Bacteria|p__Proteobacteria	2|1224	74.89976	0.79272	3593196
k__Bacteria|p__Firmicutes	2|1239	15.65535	0.16569	491307
k__Bacteria|p__Bacteroidota	2|976	4.16119	0.04404	171577
k__Bacteria|p__Actinobacteria	2|201174	2.69791	0.02855	110115
k__Bacteria|p__Nitrospirae	2|40117	1.23674	0.01309	40655
k__Bacteria|p__Fusobacteria	2|32066	1.063	0.01125	19681
k__Archaea|p__Thaumarchaeota	2157|651137	0.25084	0.00265	3860
k__Bacteria|p__Acidobacteria	2|57723	0.03522	0.00037	2361
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	66.26705	0.70135	3210016
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	8.53858	0.09037	254178
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	6.98314	0.07391	233902
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	3.36723	0.03564	159504
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	2.89411	0.03063	113177
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	2|976|117743	2.86708	0.03034	109399
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.91369	0.02025	94895
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	1.23674	0.01309	40655
k__Bacteria|p__Proteobacteria|c__CFGB5371	2|1224|	1.19844	0.01268	73104
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	1.063	0.01125	19681
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.78422	0.0083	15220
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	0.74881	0.00793	30617
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.58509	0.00619	10026
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia	2|976|117747	0.53478	0.00566	30847
k__Bacteria|p__Proteobacteria|c__CFGB33292	2|1224|	0.44062	0.00466	18901
k__Archaea|p__Thaumarchaeota|c__CFGB167	2157|651137|	0.25084	0.00265	3860
k__Bacteria|p__Proteobacteria|c__CFGB49326	2|1224|	0.12826	0.00136	7439
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.06068	0.00064	1232
k__Bacteria|p__Acidobacteria|c__CFGB5372	2|57723|	0.03522	0.00037	2361
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.03344	0.00035	1107
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.0256	0.00027	634
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.01345	0.00014	801
k__Bacteria|p__Bacteroidota|c__Chitinophagia	2|976|1853228	0.01053	0.00011	714
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.00948	0.0001	183
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.00444	5e-05	71
k__Bacteria|p__Proteobacteria|c__CFGB22535	2|1224|	0.0034	4e-05	153
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	2|1224|2008785	0.0013	1e-05	45
k__Bacteria|p__Proteobacteria|c__CFGB14846	2|1224|	0.0008	1e-05	30
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	24.36742	0.2579	1225507
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	22.21835	0.23515	1146144
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	10.15591	0.10749	308646
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2|1224|1236|72274	8.06055	0.08531	457237
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	6.98314	0.07391	233902
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	6.95164	0.07357	191872
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	2.86708	0.03034	109399
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2|1224|28211|204458	2.81134	0.02975	108997
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	2|1224|28216|	1.76011	0.01863	81014
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.60713	0.01701	78490
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	1.58694	0.0168	62306
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2|1224|1236|135622	1.25086	0.01324	64718
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	1.23674	0.01309	40655
k__Bacteria|p__Proteobacteria|c__CFGB5371|o__OFGB5371	2|1224||	1.19844	0.01268	73104
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2|201174|1760|85006	1.14465	0.01211	42709
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	1.063	0.01125	19681
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.75282	0.00797	14444
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	0.74881	0.00793	30617
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.58509	0.00619	10026
